GarantyID,NameGaranty,Duration,PriceGaranty,DescriptionGaranty
1,Full manufacturer's warranty,93,67.35,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
2,Manufacturer's special warranty,183,61.74,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
3,Manufacturer's special warranty,93,86.96,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
4,Full manufacturer's warranty,365,96.59,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
5,Full manufacturer's warranty,93,89.89,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
6,Full manufacturer's warranty,548,98.24,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
7,Additional reseller's warranty,93,80.36,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
8,Standard Manufacturer's,125,97.81,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
9,Additional reseller's warranty,93,92.83,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
10,Standard Manufacturer's,125,74.62,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
11,Additional reseller's warranty,93,66.62,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
12,Manufacturer's special warranty,183,73.11,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
13,Additional reseller's warranty,183,92.64,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
14,Additional reseller's warranty,183,99.79,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
15,Full manufacturer's warranty,548,83.00,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
16,Additional reseller's warranty,125,77.84,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
17,Additional reseller's warranty,183,97.36,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
18,Additional reseller's warranty,548,65.50,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
19,Full manufacturer's warranty,548,87.94,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
20,Full manufacturer's warranty,183,74.36,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
21,Standard Manufacturer's,183,85.89,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
22,Full manufacturer's warranty,365,94.72,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
23,Full manufacturer's warranty,365,98.98,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
24,Full manufacturer's warranty,548,61.94,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
25,Full manufacturer's warranty,183,62.14,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
26,Additional reseller's warranty,183,70.22,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
27,Additional reseller's warranty,183,64.28,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
28,Full manufacturer's warranty,548,93.98,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
29,Full manufacturer's warranty,125,64.75,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
30,Standard Manufacturer's,365,74.88,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
31,Full manufacturer's warranty,365,79.80,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
32,Standard Manufacturer's,93,99.60,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
33,Standard Manufacturer's,548,93.63,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
34,Standard Manufacturer's,548,63.89,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
35,Additional reseller's warranty,125,62.46,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
36,Additional reseller's warranty,548,79.47,nisl nunc rhoncus dui vel sem sed sagittis nam congue
37,Additional reseller's warranty,93,78.04,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
38,Standard Manufacturer's,548,76.04,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
39,Standard Manufacturer's,183,97.20,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
40,Standard Manufacturer's,125,61.52,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
41,Full manufacturer's warranty,365,65.24,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
42,Additional reseller's warranty,548,62.04,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
43,Full manufacturer's warranty,125,97.90,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
44,Manufacturer's special warranty,93,96.22,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
45,Additional reseller's warranty,365,78.41,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
46,Manufacturer's special warranty,93,92.11,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
47,Additional reseller's warranty,93,61.83,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
48,Full manufacturer's warranty,548,79.69,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
49,Standard Manufacturer's,93,81.62,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
50,Additional reseller's warranty,365,77.66,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
51,Full manufacturer's warranty,548,86.57,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
52,Standard Manufacturer's,365,80.25,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
53,Standard Manufacturer's,548,71.33,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
54,Additional reseller's warranty,125,72.54,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
55,Standard Manufacturer's,183,88.68,lobortis sapien sapien non mi integer ac neque duis bibendum morbi
56,Manufacturer's special warranty,93,88.52,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
57,Standard Manufacturer's,365,61.66,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
58,Standard Manufacturer's,548,95.79,pede justo eu massa donec dapibus duis at velit eu
59,Manufacturer's special warranty,93,81.91,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
60,Full manufacturer's warranty,365,76.79,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
61,Standard Manufacturer's,365,66.77,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
62,Full manufacturer's warranty,93,81.66,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
63,Standard Manufacturer's,125,70.82,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
64,Additional reseller's warranty,183,79.83,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
65,Manufacturer's special warranty,548,61.26,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
66,Additional reseller's warranty,93,73.26,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
67,Full manufacturer's warranty,548,67.58,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
68,Additional reseller's warranty,93,85.51,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
69,Standard Manufacturer's,548,79.52,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
70,Standard Manufacturer's,548,71.90,at velit eu est congue elementum in hac habitasse platea dictumst morbi
71,Standard Manufacturer's,93,78.49,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
