GarantyID,NameGaranty,Duration,PriceGaranty,DescriptionGaranty
3001,Additional reseller's warranty,365,68.35,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
3002,Standard Manufacturer's,365,91.14,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
3003,Full manufacturer's warranty,125,86.03,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
3004,Additional reseller's warranty,125,70.25,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
3005,Additional reseller's warranty,93,90.78,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
3006,Standard Manufacturer's,183,67.7,erat id mauris vulputate elementum nullam varius nulla facilisi cras non
3007,Additional reseller's warranty,125,83.9,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
3008,Full manufacturer's warranty,365,74.96,a odio in hac habitasse platea dictumst maecenas ut massa quis augue
3009,Standard Manufacturer's,548,66.95,vulputate ut ultrices vel augue vestibulum ante ipsum primis in
3010,Standard Manufacturer's,548,83.34,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
3011,Full manufacturer's warranty,365,68.34,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
3012,Manufacturer's special warranty,365,69.63,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
3013,Manufacturer's special warranty,125,74.46,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
3014,Full manufacturer's warranty,183,98.5,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
3015,Additional reseller's warranty,125,99.28,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
3016,Additional reseller's warranty,93,60.28,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
3017,Manufacturer's special warranty,93,68.69,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
3018,Standard Manufacturer's,365,96.83,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
3019,Standard Manufacturer's,125,61.28,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
3020,Standard Manufacturer's,125,91.12,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
3021,Manufacturer's special warranty,93,67.34,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
3022,Manufacturer's special warranty,183,95.61,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
3023,Standard Manufacturer's,365,94.42,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
3024,Additional reseller's warranty,365,77.5,et magnis dis parturient montes nascetur ridiculus mus etiam vel
3025,Full manufacturer's warranty,548,73.94,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
3026,Standard Manufacturer's,548,88.26,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
3027,Full manufacturer's warranty,548,65.99,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
3028,Manufacturer's special warranty,93,84.84,convallis nunc proin at turpis a pede posuere nonummy integer non velit
3029,Full manufacturer's warranty,93,96.48,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
