GarantyID,NameGaranty,Duration,PriceGaranty,DescriptionGaranty
1,Manufacturer's special warranty,183,93.17,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
2,Additional reseller's warranty,183,76.92,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
3,Full manufacturer's warranty,93,61.36,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
4,Manufacturer's special warranty,93,74.77,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
5,Full manufacturer's warranty,183,62.65,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
6,Full manufacturer's warranty,93,73.71,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
7,Full manufacturer's warranty,125,93.44,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
8,Full manufacturer's warranty,548,68.04,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
9,Manufacturer's special warranty,183,95.80,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
10,Standard Manufacturer's,365,70.19,sed sagittis nam congue risus semper porta volutpat quam pede
11,Standard Manufacturer's,365,69.22,nec sem duis aliquam convallis nunc proin at turpis a
12,Additional reseller's warranty,183,60.37,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
13,Manufacturer's special warranty,365,70.85,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
14,Manufacturer's special warranty,93,71.84,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
15,Standard Manufacturer's,183,70.16,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
16,Manufacturer's special warranty,548,100.00,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
17,Additional reseller's warranty,125,71.57,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
18,Standard Manufacturer's,125,93.67,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
19,Full manufacturer's warranty,93,90.47,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
20,Additional reseller's warranty,183,87.21,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
21,Additional reseller's warranty,93,68.75,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
22,Standard Manufacturer's,365,67.61,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
23,Manufacturer's special warranty,365,72.44,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
24,Additional reseller's warranty,93,77.91,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
25,Additional reseller's warranty,125,68.59,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
26,Full manufacturer's warranty,548,77.76,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
27,Manufacturer's special warranty,183,93.05,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
28,Additional reseller's warranty,183,94.56,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
29,Standard Manufacturer's,125,65.73,sit amet lobortis sapien sapien non mi integer ac neque
30,Standard Manufacturer's,548,80.15,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
31,Standard Manufacturer's,93,64.10,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
32,Additional reseller's warranty,93,85.09,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
33,Manufacturer's special warranty,548,77.89,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
34,Additional reseller's warranty,93,80.98,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
35,Additional reseller's warranty,93,81.86,ac nibh fusce lacus purus aliquet at feugiat non pretium
36,Full manufacturer's warranty,548,95.07,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
37,Full manufacturer's warranty,183,94.87,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
38,Standard Manufacturer's,93,61.36,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
39,Standard Manufacturer's,365,89.67,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
40,Additional reseller's warranty,548,94.87,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
41,Additional reseller's warranty,365,74.00,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
42,Standard Manufacturer's,93,69.51,quis lectus suspendisse potenti in eleifend quam a odio in hac
43,Full manufacturer's warranty,93,93.20,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
44,Full manufacturer's warranty,548,74.12,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
45,Standard Manufacturer's,93,76.92,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
46,Manufacturer's special warranty,365,80.05,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
47,Additional reseller's warranty,365,75.85,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
48,Full manufacturer's warranty,548,76.27,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
49,Additional reseller's warranty,93,67.11,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
50,Standard Manufacturer's,365,68.46,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
51,Manufacturer's special warranty,125,84.58,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
52,Full manufacturer's warranty,365,78.07,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
53,Full manufacturer's warranty,365,94.98,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
54,Full manufacturer's warranty,548,69.05,eleifend pede libero quis orci nullam molestie nibh in lectus
55,Standard Manufacturer's,93,73.56,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
56,Manufacturer's special warranty,93,89.59,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
57,Additional reseller's warranty,93,84.46,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
58,Additional reseller's warranty,548,79.64,metus sapien ut nunc vestibulum ante ipsum primis in faucibus
59,Manufacturer's special warranty,183,88.39,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
60,Manufacturer's special warranty,183,73.69,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
61,Standard Manufacturer's,365,79.29,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
62,Full manufacturer's warranty,548,81.21,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
63,Full manufacturer's warranty,548,62.34,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
64,Full manufacturer's warranty,365,67.46,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
65,Manufacturer's special warranty,183,95.49,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
66,Full manufacturer's warranty,365,65.34,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
67,Standard Manufacturer's,365,94.24,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
68,Manufacturer's special warranty,365,62.91,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
69,Additional reseller's warranty,125,60.56,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
70,Additional reseller's warranty,125,65.43,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
