SupplierID,SupplierName,SupplierEmail,SupplierPhone,SupplierDescription
4001,Tagchat,jfripps0@theglobeandmail.com,+48 381 559 1927,blandit lacinia erat vestibulum sed
4002,Edgepulse,bvince1@twitpic.com,+1 407 551 2542,volutpat erat quisque erat eros viverra eget congue eget semper rutrum
4003,Quinu,rkinnach2@dion.ne.jp,+7 776 889 6718,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
4004,Gabcube,bscare3@mashable.com,+86 603 237 1449,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
4005,Vinder,kpennrington4@hao123.com,+52 498 373 3160,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
4006,Livepath,zgrigoletti5@goo.gl,+7 133 435 3385,integer non velit donec diam neque vestibulum eget vulputate ut
4007,Buzzster,mscampion6@desdev.cn,+98 508 328 8414,sit amet lobortis sapien sapien
4008,Edgeify,rherrero7@scientificamerican.com,+86 310 640 7587,tempus semper est quam pharetra magna ac
4009,Rooxo,uhowtopreserve8@youku.com,+55 693 544 1836,justo eu massa donec dapibus duis at velit
4010,Trupe,bible9@last.fm,+51 541 247 7044,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
4011,Blognation,fzavattaria@addtoany.com,+1 334 618 4936,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
4012,Yambee,vkochelb@barnesandnoble.com,+261 721 180 0299,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
4013,Kayveo,ldugmorec@npr.org,+7 878 102 2985,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
4014,Photobug,mswindellsd@drupal.org,+30 828 452 0501,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
4015,Avaveo,slocksleye@google.ru,+48 101 202 1208,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
