Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty
2019-11-24,19,59389,1517,38,19804,93,732.01,10231.22,2021-01-03
2019-04-24,72,20583,8048,61,44090,85,6924.0,6499.53,2019-06-14
2019-06-11,1,52486,3726,93,48061,90,3058.89,26177.38,2019-02-27
2019-04-23,42,62182,3146,12,13434,4,7139.61,3858.26,2020-11-18
2019-12-19,67,49785,6867,61,62263,60,4814.88,15559.94,2019-03-11
2019-08-08,35,24659,3406,14,63357,8,8078.94,35493.82,2022-01-21
2019-10-20,33,63023,9938,85,51902,61,3298.03,43696.21,2021-03-20
2019-04-22,98,7626,1835,99,54496,76,70.67,27023.2,2020-05-11
2019-10-11,24,42787,2281,44,36251,83,4540.37,14656.33,2020-03-09
2019-03-08,15,56630,7736,30,57778,36,9238.08,36828.69,2020-02-12
2019-09-22,42,44920,6319,88,58146,8,5436.61,21072.31,2019-03-06
2019-12-28,82,36112,5726,24,9613,62,4515.4,39416.32,2021-08-01
2019-04-02,67,34566,6520,40,59606,10,26.63,2930.94,2021-12-25
2019-06-25,70,53500,6713,96,19082,69,968.3,47951.88,2019-11-10
2019-10-09,28,64868,741,89,15947,66,381.46,47195.92,2021-04-23
2019-07-14,2,71090,285,12,16771,74,4512.19,16661.8,2021-12-18
2019-06-13,81,14634,4687,85,11282,76,8202.44,16651.83,2020-07-26
2019-09-01,83,70206,6236,37,45842,84,2448.32,780.05,2019-12-15
2019-10-15,37,26062,2550,67,20890,90,4683.7,5953.24,2019-10-21
2019-11-08,6,58322,8978,13,45400,15,2466.59,28760.07,2021-08-30
2020-01-04,71,5957,5060,91,56666,91,1972.43,40279.79,2021-08-30
2019-08-14,75,43772,6689,69,9634,56,4745.98,49985.76,2021-03-06
2019-05-11,68,11,4562,86,55293,24,9499.41,17167.46,2021-12-25
2019-11-22,23,71159,1354,40,39587,10,2613.74,36481.71,2020-05-07
2019-04-25,38,6161,4304,86,47923,74,4706.94,1475.74,2021-06-06
2019-07-29,63,21040,6898,79,12406,18,377.41,28783.52,2020-11-17
2019-11-21,31,47781,8392,91,33490,72,9408.71,11871.46,2020-01-16
2019-01-31,21,64384,1350,49,60318,39,1447.84,42549.37,2019-07-12
2019-07-14,23,23153,8781,10,29727,69,8355.02,9616.34,2022-01-18
2019-08-21,11,28138,4841,21,18327,98,589.94,38385.26,2019-06-15
2019-09-02,47,26669,3931,10,30835,17,6961.04,22794.39,2020-10-23
2019-02-27,73,56594,4766,9,5478,12,6591.28,49761.86,2021-03-02
2020-01-06,50,49650,4683,99,41344,45,5442.57,14822.83,2019-05-27
2019-11-19,81,2073,4920,93,27774,54,2770.39,32138.29,2019-09-23
2019-12-04,46,20020,5009,84,48857,70,9384.22,43229.82,2022-01-10
2019-09-11,65,42111,9618,46,47694,53,1507.61,5094.85,2020-09-14
2019-02-01,30,59637,7267,13,49994,8,8519.19,36984.83,2021-07-04
2019-04-10,81,73985,9497,57,63652,37,4533.99,43750.74,2019-07-12
2019-07-05,3,2802,1599,51,28610,13,205.46,17199.11,2019-04-17
2019-08-30,57,43001,8969,63,1666,17,6933.06,2932.83,2020-08-24
2019-02-10,15,39733,2894,6,9966,66,4414.65,15892.19,2019-10-09
2019-01-09,74,36955,4501,81,534,29,339.61,27131.75,2020-09-09
2019-08-19,17,30913,9628,60,35421,25,3052.42,46783.59,2019-05-07
2019-04-29,27,8541,7744,51,62038,98,8203.16,28155.56,2019-08-31
2019-01-20,65,15431,2494,21,39450,53,9881.52,46952.14,2019-05-16
2019-07-27,74,67423,9177,35,52419,67,7223.23,24027.74,2021-09-10
2019-03-18,97,42771,2074,80,6481,12,9725.14,5066.24,2020-04-22
2019-06-07,95,40874,6420,24,37194,95,3166.19,25504.64,2020-07-14
2019-01-10,67,40707,8358,79,3949,68,3733.59,19313.18,2021-10-06
2019-07-12,30,28679,8259,40,55221,22,7198.95,34138.49,2021-07-29
2019-05-13,39,9285,1885,56,20072,43,1840.78,47022.96,2020-06-05
2019-04-13,18,23796,7857,50,22915,70,1335.15,2311.62,2021-10-17
2019-06-26,26,16037,9678,62,543,94,7687.33,43518.88,2020-08-27
2019-11-28,62,15735,1202,2,9062,65,4666.24,31933.33,2020-08-21
2019-06-04,25,65323,9523,70,60983,10,8531.18,40604.32,2020-11-14
2019-03-03,69,59223,6144,49,31576,42,7557.45,48006.42,2020-08-09
2019-08-14,52,14840,4595,63,44746,94,1810.77,8755.91,2019-09-04
2019-09-21,23,52687,6736,41,36834,60,8094.71,46034.29,2019-05-16
2019-12-10,2,10691,1756,91,24974,65,5487.55,3453.86,2020-01-29
2019-04-26,86,48121,6228,10,7663,62,7328.56,33031.59,2021-05-21
2019-03-09,1,2494,48,38,39509,100,8327.27,2489.64,2021-09-26
2020-01-08,67,14578,6018,49,50256,91,1703.6,26615.64,2019-06-26
2019-05-12,16,47439,8215,47,63281,48,9351.37,5871.32,2021-09-02
2019-08-13,47,48660,5979,5,7062,100,2322.21,18946.3,2021-02-20
2019-04-15,93,55559,251,56,59556,62,7218.97,42576.21,2021-03-09
2019-02-19,42,33564,7346,26,22763,93,546.58,2415.99,2021-07-26
2019-04-23,32,53034,8345,93,8111,77,7334.56,24494.7,2020-11-08
2019-12-09,54,8671,3077,91,45364,100,9602.53,444.08,2021-01-24
2019-10-17,13,38000,4073,2,1856,17,6480.38,23950.93,2021-12-23
2019-05-04,2,8840,8406,10,32764,52,1424.72,45467.49,2021-03-21
2019-03-15,100,52880,9712,48,36737,21,4850.69,28108.07,2021-09-28
2019-06-28,96,51523,5704,51,13660,42,2652.06,28762.24,2021-04-20
2019-02-15,55,50855,4634,7,26007,28,7917.91,3114.37,2021-09-23
2019-11-10,45,63998,7040,61,27459,58,9874.54,39832.18,2019-02-14
2019-03-16,90,22962,6554,13,28229,8,6075.67,17545.44,2019-07-22
2019-09-02,53,51728,1863,99,10241,84,869.2,46131.18,2021-09-28
2019-04-28,72,67416,4692,37,57128,89,7543.54,18461.77,2021-08-05
2019-09-09,83,26522,4630,37,1626,10,7607.87,39215.75,2021-08-27
2019-01-16,54,61091,6124,22,61547,56,7049.81,5861.24,2020-03-20
2019-03-22,85,10856,9674,6,3839,100,7903.32,18233.21,2021-05-30
2019-07-13,88,40599,5479,98,62543,12,3852.91,43591.5,2020-03-10
2019-09-22,60,58253,6726,86,33274,52,7979.74,1076.89,2019-04-23
2019-01-16,60,65965,372,67,19277,19,3062.47,30206.35,2019-08-20
2019-05-01,67,36790,7229,92,23565,12,2070.03,28179.71,2019-02-15
2019-06-05,74,45251,5839,76,48818,44,5767.82,9050.17,2019-09-20
2019-02-01,54,60281,5856,94,3719,78,1548.57,26251.28,2020-01-21
2019-09-25,98,57361,9803,47,55615,52,7150.11,17510.66,2020-09-28
2019-06-26,62,67645,4831,63,10890,61,8867.25,4782.65,2020-12-23
2019-01-14,79,56111,9692,86,14897,88,5465.69,41721.22,2019-09-25
2019-09-22,82,9188,7694,86,46413,68,2116.41,36235.14,2021-11-17
2019-06-18,30,22570,5135,52,23612,97,8251.94,40295.56,2019-11-12
2019-04-26,22,63335,7900,54,32461,81,1460.18,39456.22,2021-09-16
2019-10-02,1,14709,4371,2,58588,30,3824.09,44607.22,2021-07-22
2019-04-03,27,14398,3083,82,55015,27,7592.48,21979.42,2021-03-09
2019-06-01,92,33895,5383,90,7226,35,3468.39,11719.49,2020-02-28
2019-12-21,5,21390,408,42,30205,99,8521.29,44562.49,2021-05-15
2019-02-10,30,74746,162,62,7624,90,9719.1,25077.66,2021-08-22
2019-01-29,20,70469,799,59,9966,41,7923.77,9208.71,2021-04-02
2019-04-30,51,14983,6151,72,29761,42,8890.08,18458.75,2020-08-01
2019-10-24,12,63496,5288,90,26014,34,3210.02,28894.37,2021-11-21
2019-05-04,21,58248,4399,36,16911,80,9161.87,46843.36,2019-08-03
2019-05-12,53,3252,8758,11,32782,43,4234.43,42171.9,2020-08-29
2019-10-08,61,53030,5746,97,61826,66,3908.33,19512.98,2019-07-17
2019-08-15,90,21371,5512,45,37364,73,5961.11,534.31,2019-03-19
2019-03-09,54,59835,4432,35,16138,67,4368.95,5475.47,2019-08-21
2019-06-28,42,50943,2135,42,54436,47,157.31,19297.59,2021-03-23
2019-04-23,13,53743,1974,18,61371,58,5000.87,44033.31,2019-08-21
2019-12-25,3,13240,8818,80,21985,59,245.95,22081.13,2020-09-01
2019-04-29,97,7194,2568,73,30310,32,6557.44,8840.15,2019-11-10
2019-06-14,95,65232,867,89,37829,86,3300.79,1252.04,2020-08-18
2019-08-30,100,64676,5835,91,41787,55,1964.92,4548.14,2019-04-24
2019-07-10,1,65592,8788,22,60357,73,7054.68,40602.51,2020-12-15
2019-06-14,83,3978,4692,94,63724,81,1979.07,550.33,2020-06-01
2019-02-15,67,52538,6130,19,8722,98,4773.33,12857.73,2019-03-11
2019-04-03,51,49945,7421,7,4358,10,4234.11,36798.74,2021-10-18
2019-03-03,90,73712,7980,40,33392,81,9936.15,47605.87,2021-01-28
2019-09-02,50,39877,3183,91,38890,37,4240.44,24720.73,2020-11-18
2019-09-22,52,24110,292,39,18730,89,690.85,43587.78,2020-07-06
2019-07-08,82,59057,9696,86,42180,36,4463.88,18870.06,2019-10-10
2020-01-03,87,73245,5627,10,56589,9,7398.84,32170.55,2019-03-04
2019-04-09,36,66320,4656,56,4828,72,6067.05,37306.59,2021-10-15
2019-11-29,88,49676,5147,32,62447,28,3043.17,47758.43,2020-06-20
2019-03-14,84,10502,5221,92,23791,95,8528.78,28713.25,2019-02-14
2019-11-06,70,44893,7102,2,55214,46,7530.77,23849.06,2019-11-25
2019-05-21,85,36617,3342,45,53853,51,6153.09,2691.06,2019-03-21
2019-01-20,16,30280,7464,68,62426,43,3955.17,44265.74,2021-02-26
2019-10-24,14,12649,5587,76,49014,11,4067.32,36438.86,2022-01-14
2019-03-03,64,44350,857,29,9002,33,8582.8,40907.07,2020-10-09
2019-10-10,14,32781,1612,55,16602,96,2322.09,9018.44,2021-10-12
2019-08-20,18,25239,5933,99,4179,88,2200.46,38088.94,2020-09-05
2019-07-18,16,38177,5784,78,57996,14,8067.87,18864.96,2020-10-21
2019-09-15,4,6170,7282,56,62032,55,5881.51,42196.92,2019-09-28
2019-08-14,2,49589,9208,12,11838,9,6190.01,40733.72,2020-04-11
2019-12-18,88,37876,2916,35,9239,35,1212.93,46441.01,2020-09-16
2019-02-08,95,64980,2641,24,11361,5,3903.61,3724.55,2019-09-10
2019-02-20,74,50707,9393,74,21029,35,653.05,36694.39,2019-12-19
2019-09-15,71,10320,5517,39,26694,73,8830.43,34433.92,2020-05-09
2020-01-06,52,13642,3053,81,31163,19,551.63,46572.95,2021-11-29
2019-01-10,20,66340,7142,99,4099,25,4861.68,46798.63,2020-05-28
2019-12-18,98,69679,2626,34,28968,20,7943.59,30828.35,2020-07-19
2019-09-12,80,44144,3298,81,35545,93,8642.04,25223.33,2020-02-07
2019-03-13,60,10564,7582,81,40386,45,229.23,471.13,2020-05-21
2019-02-06,17,37079,9561,16,13918,81,3343.25,29419.39,2020-01-18
2019-12-16,89,45022,866,98,2016,95,1368.95,10009.64,2021-07-06
2019-09-12,36,40669,3386,65,29348,98,4106.31,20028.16,2020-10-25
2019-08-01,43,33129,8935,18,63574,66,5601.12,45788.45,2019-03-11
2019-09-05,86,860,4011,26,29021,75,1583.01,12206.59,2020-06-19
2019-06-26,43,41543,8616,62,63019,14,3951.94,11553.39,2020-11-23
2019-04-18,73,66688,3068,5,33331,19,6454.32,31692.94,2020-05-13
2019-05-16,40,57529,2587,56,11998,84,9709.57,14034.88,2019-11-20
