Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty
2019-08-11,2,31993,2591,60,40449,95,3478.63,5840.36,2019-02-20
2019-05-01,13,57874,3914,54,45973,31,4797.81,9302.99,2020-09-18
2019-08-05,90,29447,4153,82,19508,52,7102.2,9326.62,2020-02-15
2019-02-22,26,38256,6390,30,63562,58,4991.74,19076.21,2021-08-24
2019-07-24,48,12106,312,67,49246,4,4803.59,7368.88,2020-01-05
2019-09-30,66,35565,5376,25,18813,47,7715.38,42826.12,2021-12-22
2019-06-20,81,49481,3322,81,39872,81,9319.3,22471.59,2021-09-01
2020-01-08,4,33416,1154,67,37380,81,7099.13,35060.02,2019-11-06
2019-03-27,18,30974,4312,15,3071,5,608.55,13464.6,2021-01-09
2019-10-13,43,30609,801,48,47493,52,9544.65,21745.26,2019-05-22
2019-12-15,2,35020,9279,75,63769,24,7924.88,7293.06,2021-02-09
2019-07-16,61,27876,9492,8,48654,64,5924.86,29588.84,2021-03-20
2019-12-06,4,38890,1808,97,63811,69,7257.24,13965.3,2019-04-14
2019-04-15,59,55878,3046,84,53993,31,8837.32,6205.87,2021-06-06
2019-09-13,58,59217,6429,37,40755,37,2719.46,48860.02,2020-04-18
2019-07-19,16,22270,5127,94,54064,80,6294.96,19253.67,2021-03-13
2019-02-01,81,16291,1707,32,21248,29,7117.74,16276.99,2019-09-28
2019-08-10,78,10966,2735,67,33489,46,1633.71,995.49,2021-11-25
2019-03-02,8,41451,681,64,8345,2,6969.01,14310.13,2020-10-22
2019-10-01,25,529,3138,39,21746,31,8282.2,10357.63,2021-07-11
2019-02-11,55,14805,7737,76,9078,14,8475.02,36823.01,2021-03-02
2019-08-15,87,27294,6038,64,58260,58,7799.28,30057.92,2020-04-24
2019-11-04,79,45522,7182,89,50203,71,6636.08,1545.44,2021-11-04
2019-11-10,8,69992,3303,16,45906,85,3622.87,33057.61,2019-10-22
2019-10-28,53,59259,2101,13,20520,70,5648.37,8342.22,2019-04-26
2019-03-16,20,43488,9715,74,14308,89,5963.93,9504.96,2019-03-16
2019-11-05,21,54279,358,46,22804,46,8409.16,2624.5,2019-06-23
2019-07-27,3,14756,1919,19,34344,12,5343.37,49432.83,2019-11-14
2019-08-07,34,29333,568,100,21952,90,1550.04,36257.33,2019-10-22
2019-01-15,61,3938,2474,1,19703,54,4075.05,25252.84,2019-05-18
2019-07-15,36,65024,7721,88,11706,13,3239.99,17304.46,2022-01-26
2019-07-26,24,46508,1581,94,42568,56,4327.1,25017.5,2021-08-13
2019-08-20,53,54186,8197,19,3584,94,6094.41,41672.43,2020-04-12
2019-06-30,61,70232,5173,8,12539,36,1085.0,14910.31,2021-11-27
2019-06-10,62,5911,7885,27,38301,21,2543.8,41609.98,2019-08-19
2019-03-03,71,61058,6142,51,59046,49,5568.87,33236.91,2021-08-17
2019-03-12,10,54469,4015,21,48530,35,1925.7,15423.84,2019-09-03
2019-03-06,70,65980,595,81,12934,43,3988.98,37473.07,2019-11-21
2019-05-24,100,3609,4652,9,32234,46,2058.15,30905.82,2021-10-28
2019-08-12,78,17086,2786,88,49245,92,7411.1,35851.12,2020-01-13
2019-03-09,90,51370,3279,67,15732,78,9126.02,37672.15,2021-05-10
2019-02-08,3,66817,5981,28,28195,44,615.54,35976.91,2020-11-11
2019-04-28,42,13938,982,63,140,24,5244.26,18876.69,2019-03-10
2019-04-02,36,33407,5008,62,12950,92,1342.13,20288.91,2020-07-03
2019-10-01,63,69519,7675,98,38133,32,9990.24,11176.31,2021-09-28
2019-02-02,43,19237,2797,21,58478,27,2392.46,44943.64,2020-06-09
2019-07-28,75,17370,906,37,56805,14,5347.0,20694.65,2021-08-07
2019-09-05,38,32902,2426,25,44690,64,5531.69,44591.55,2019-12-05
2019-12-14,72,128,6366,40,10514,33,6586.26,1811.18,2019-07-09
2019-11-24,75,29159,3355,81,34738,67,977.86,10798.85,2019-11-19
2019-03-17,95,16493,9702,74,34636,93,3178.39,36640.28,2022-01-30
2019-02-16,4,5297,8918,41,22512,60,2883.24,35924.49,2019-07-08
2019-06-13,43,45636,8366,43,33234,56,5932.13,19494.04,2022-01-31
2019-10-03,37,7193,3814,26,36364,1,9603.45,45915.64,2020-03-28
2019-12-12,99,52890,4411,46,46180,86,5297.54,10652.46,2020-10-08
2019-01-13,13,74373,5321,61,6950,47,1087.68,32241.85,2020-06-24
2019-05-24,12,4282,8201,98,11858,6,80.43,14853.48,2020-06-24
