LocationID;Country;Region;City;Adress;PostalNumber;DeliveryService
1;Guatemala;America/Guatemala;Sayaxché;10466 Pawling Junction;71434;Doyle, Cruickshank and Gleichner
2;Palestinian Territory;Asia/Hebron;Birqīn;8 Almo Crossing;19567;Murphy Inc
3;Tajikistan;Asia/Tashkent;Adrasmon;1905 Russell Crossing;53268;Thiel, Carroll and Pagac
4;Indonesia;Asia/Makassar;Klampis;32 Pleasure Road;60625;Bernier-Keeling
5;Costa Rica;America/Costa_Rica;Calle Blancos;0 Fisk Terrace;93811;O'Conner, Morissette and Bartoletti
6;Nigeria;Africa/Lagos;Makoko;4280 Schmedeman Crossing;89378;Bosco Inc
7;France;Europe/Paris;Cergy-Pontoise;15651 Golf Place;63635;Bode-Waelchi
8;Netherlands;Europe/Amsterdam;Ridderkerk;9335 Merry Junction;38357;Frami LLC
9;Colombia;America/Bogota;Los Andes;3 East Center;66067;Schuppe, Torphy and Wintheiser
10;Russia;Europe/Volgograd;Yelan’;6746 Superior Place;85364;Quigley, Schaden and Prosacco
11;Spain;Europe/Madrid;Murcia;0559 Clarendon Place;52313;Hayes, Prosacco and Hodkiewicz
12;Yemen;Asia/Aden;Bayḩān;9491 Pine View Place;71719;Gibson Inc
13;Ukraine;Europe/Kiev;Sloboda;75987 Amoth Park;28730;Lueilwitz, Bahringer and Moore
14;France;Europe/Paris;Miribel;1 Gerald Pass;82363;Kovacek, Daniel and Harris
15;China;Asia/Chongqing;Xinhua;83774 Sage Hill;62127;Baumbach LLC
16;China;Asia/Chongqing;Pingya;75112 Sunnyside Crossing;10500;Tremblay Inc
17;Iran;Asia/Tehran;Ābyek;698 Melrose Avenue;65516;Cormier-Hermann
18;Albania;Europe/Tirane;Pukë;3 Carey Trail;82509;Kub-Rempel
19;Morocco;Africa/Casablanca;Souq Larb’a al Gharb;3 Scofield Circle;50678;Greenholt Inc
20;Canada;America/Vancouver;Princeton;692 Rigney Drive;49487;Rowe, Kub and Ledner
21;Indonesia;Asia/Jakarta;Pajaten;253 Petterle Crossing;79116;Legros Inc
22;Hungary;Europe/Budapest;Budapest;22530 Melby Crossing;24142;Kovacek-Miller
