LocationID;Country;Region;City;Adress;PostalNumber;DeliveryService
1;Micronesia;Pacific/Pohnpei;Lukunor;45098 Dwight Park;50913;Leuschke Group
2;France;Europe/Paris;Yvetot;4 1st Circle;36080;Hane-Beahan
3;Sweden;Europe/Stockholm;Karlstad;45 Blue Bill Park Plaza;87202;Jaskolski Group
4;Indonesia;Asia/Jakarta;Sioah;5747 Lakeland Lane;674;Hettinger and Sons
5;Portugal;Europe/Lisbon;Canhestros;339 Harper Drive;57338;Sanford, Willms and Ullrich
6;Poland;Europe/Warsaw;Jadowniki;3518 Corscot Point;42099;Wisozk, Vandervort and Kshlerin
7;Indonesia;Asia/Jakarta;Ciekek;373 Old Gate Road;56383;Kovacek LLC
8;Afghanistan;Asia/Kabul;Surkh Bilandī;777 Blue Bill Park Place;6245;Bashirian-McCullough
9;China;Asia/Chongqing;Huangdu;64025 Roth Point;70900;Hermiston, Schamberger and Casper
10;China;Asia/Chongqing;Chenjiaba;042 Saint Paul Street;17569;Osinski and Sons
11;China;Asia/Harbin;Talin Hiag;018 Lawn Trail;53513;Cummerata, Dare and Pfannerstill
12;Ukraine;Europe/Kiev;Korostyshiv;48 Norway Maple Lane;23406;Roberts, Schimmel and Jerde
13;Mexico;America/Monterrey;San Juan;63262 Fairfield Crossing;56472;Langworth-Larkin
14;Philippines;Asia/Manila;Nuing;9643 Maryland Crossing;10692;Weissnat-Kuhlman
15;Nepal;Asia/Kathmandu;Bardiyā;83367 Amoth Crossing;23184;Leuschke, Renner and Schroeder
16;China;Asia/Urumqi;Kupu;594 Dexter Terrace;10496;Schultz, Leffler and Kuhlman
17;China;Asia/Shanghai;Guantou;27 Maple Hill;75947;Hahn, Swift and Ondricka
18;China;Asia/Chongqing;Youchou;87 Scott Road;64337;Kshlerin Inc
19;Croatia;Europe/Zagreb;Rešetari;869 Eastwood Crossing;42231;Reichert, Boyer and Keebler
20;China;Asia/Shanghai;Honglai;258 Loeprich Lane;16610;Bernier Inc
21;China;Asia/Harbin;Junzhuang;4 Buell Place;11204;Larkin, Lueilwitz and Bartoletti
22;Poland;Europe/Warsaw;Rzewnie;94 Park Meadow Place;68141;Shields LLC
23;Chad;Africa/Ndjamena;Béboto;03868 Transport Terrace;6958;Kessler Inc
24;Japan;Asia/Tokyo;Ryūgasaki;4 Lighthouse Bay Drive;84827;Windler-Conn
25;Philippines;Asia/Manila;San Luis;6110 Lawn Trail;51129;Fadel, Hessel and Hegmann
26;Peru;America/Lima;Simbal;0850 Debra Parkway;40198;Kozey, Hickle and Hodkiewicz
27;China;Asia/Shanghai;Runan;79800 Reindahl Place;79400;Russel and Sons
28;Russia;Europe/Volgograd;Vakhrushi;82 Waxwing Junction;7788;Blick Group
29;China;Asia/Shanghai;Aoshi;2964 Warner Pass;96083;Ziemann, Zulauf and McClure
30;Indonesia;Asia/Makassar;Golomunta;47 Claremont Avenue;60561;Auer Group
31;China;Asia/Shanghai;Qiaotou;3356 Westridge Way;95950;Blanda Inc
32;Russia;Europe/Moscow;Pavlovka;6940 Tomscot Circle;47308;Johnson LLC
33;Japan;Asia/Tokyo;Mino;5 Glacier Hill Alley;33277;Zemlak, Abshire and Flatley
34;Russia;Europe/Moscow;Svetogorsk;22 Hansons Terrace;36878;White, Hauck and Hilll
35;Indonesia;Asia/Jakarta;Sukarame;09876 Tennessee Crossing;46574;Klein, Schmeler and O'Reilly
36;Czech Republic;Europe/Prague;Zabrušany;1 Ronald Regan Pass;4034;Haag, Christiansen and Funk
37;Philippines;Asia/Manila;Sankanan;3 Shasta Place;55376;Olson, Pfeffer and Rutherford
38;Mongolia;Asia/Ulaanbaatar;Maanĭt;6040 Donald Crossing;68008;Wiza-Weimann
39;Indonesia;Asia/Jakarta;Parakanpanjang;16 Daystar Pass;54581;Smitham, Fahey and Grimes
40;Macedonia;Europe/Skopje;Berovo;50195 Jay Plaza;4247;O'Reilly, Johns and Bode
41;China;Asia/Shanghai;Xinxu;76566 Anthes Circle;6977;Gutmann-Jenkins
42;Croatia;Europe/Zagreb;Čačinci;7 Arkansas Lane;71066;Stiedemann, Flatley and Legros
43;Russia;Asia/Yekaterinburg;Tirlyanskiy;2 Bobwhite Junction;96700;Doyle, Adams and Abbott
44;Egypt;Africa/Cairo;Akhmīm;1572 Harper Terrace;18706;Cruickshank and Sons
45;Peru;America/Lima;Santa Rosa;6177 Claremont Road;77880;Halvorson, Ebert and Flatley
46;Luxembourg;Europe/Luxembourg;Beaufort;5 Mosinee Alley;51714;Mohr Inc
47;Brazil;America/Sao_Paulo;Ponta Grossa;42669 Vidon Hill;42879;Considine and Sons
48;Philippines;Asia/Manila;Jalaud;44 Vermont Street;39947;Denesik, Cummerata and Murazik
49;Argentina;America/Argentina/Cordoba;Villa Allende;852 Memorial Avenue;53416;Flatley LLC
50;Indonesia;Asia/Makassar;Buka;4 Algoma Alley;66283;Runolfsson-Corkery
51;Ivory Coast;Africa/Abidjan;Agboville;77798 Shopko Center;83217;Wunsch-Haag
52;Colombia;America/Bogota;San Calixto;17 Gina Hill;35653;Lynch-Quitzon
53;Japan;Asia/Tokyo;Okinawa;930 Ilene Parkway;20653;Koepp-Pacocha
54;Russia;Europe/Moscow;Ryazhsk;33679 Oak Place;50187;Parisian Group
55;United States;America/New_York;Boston;4 Corry Plaza;25272;Cassin-Schumm
56;Serbia;Europe/Belgrade;Obrenovac;690 Dorton Road;67667;Kautzer, Jaskolski and Hackett
57;Peru;America/Lima;Mocupe;71696 Vera Drive;87991;Leffler, Johns and Klein
58;China;Asia/Harbin;Shuanghe;5308 Old Shore Drive;769;Torp-Ebert
59;China;Asia/Shanghai;Haikou;3 Melvin Trail;51753;Hayes, Crooks and Gutkowski
60;Portugal;Europe/Lisbon;Almalaguês;24017 Monument Terrace;26311;Cummings-Kulas
61;Guatemala;America/Guatemala;Santa María Ixhuatán;82053 Dahle Drive;72261;Lowe, Altenwerth and Tremblay
62;Isle of Man;Europe/Isle_of_Man;Port Erin;3848 Quincy Pass;72068;Windler LLC
63;Sweden;Europe/Stockholm;Stockholm;5225 Northland Court;67199;Bosco-Thompson
64;Colombia;America/Bogota;Murillo;9275 Pankratz Way;22571;Kertzmann-Flatley
65;Portugal;Europe/Lisbon;Vale de Figueira;6 Lukken Alley;54967;Kessler LLC
66;Albania;Europe/Tirane;Bubullimë;9981 Sugar Street;7882;McClure Inc
67;Thailand;Asia/Bangkok;Seka;524 Stoughton Circle;32307;Nicolas-Heaney
68;Brazil;America/Santarem;Altamira;5316 Knutson Court;22274;Stamm, Rohan and Bosco
69;Poland;Europe/Warsaw;Ołpiny;905 Randy Crossing;50007;Schmitt LLC
70;Russia;Europe/Moscow;Glinka;696 Fremont Avenue;52239;Barton LLC
71;Poland;Europe/Warsaw;Lubniewice;20491 Alpine Center;11666;Bernhard-Bernier
72;Sri Lanka;Asia/Colombo;Puttalam;75738 Maryland Pass;63868;Moen, Hoppe and Hammes
73;France;Europe/Paris;Montreuil;3925 East Court;41043;Marks LLC
74;China;Asia/Chongqing;Beishidian;67150 Bluejay Center;35597;Kihn, West and Bartell
75;Poland;Europe/Warsaw;Siedliska;008 Talmadge Drive;75320;Kihn, Glover and Reynolds
76;China;Asia/Chongqing;Jiaoxiyakou;826 Granby Drive;12555;Murazik-Hane
77;China;Asia/Shanghai;Shadili;1379 Pawling Place;94002;Rau, Witting and Schultz
78;Brazil;America/Sao_Paulo;São Miguel do Araguaia;0 Sage Avenue;32446;Bradtke-Gleichner
79;Nigeria;Africa/Lagos;Kaltungo;98 Mcguire Crossing;44202;Cremin-Leannon
80;Afghanistan;Asia/Kabul;Khinjān;7247 Pleasure Terrace;66304;Bechtelar Inc
81;Sweden;Europe/Stockholm;Västerås;5666 Jenifer Center;34754;Cummings-Wunsch
82;Israel;Asia/Jerusalem;Mitzpe Ramon;2 Eggendart Plaza;13185;Grady LLC
83;China;Asia/Shanghai;Liulin;2 Calypso Parkway;81300;Aufderhar-Bartell
84;Macedonia;Europe/Skopje;Češinovo;344 Rowland Hill;72259;Ruecker Inc
85;Thailand;Asia/Bangkok;Sakon Nakhon;329 Colorado Parkway;3162;Kiehn Group
86;Nicaragua;America/Managua;Bocana de Paiwas;6480 Dunning Center;64487;Lubowitz-Hackett
87;Uruguay;America/Montevideo;Maldonado;92762 Kinsman Pass;44288;Williamson-Kohler
88;Argentina;America/Argentina/Buenos_Aires;Chacabuco;0 Loomis Terrace;28699;Gerhold, Collins and Swaniawski
89;Peru;America/Lima;Aricapampa;406 Meadow Valley Pass;31399;Jerde, Hermiston and Zboncak
90;Indonesia;Asia/Makassar;Nularan;87 Memorial Terrace;46972;Dibbert, Turner and Jerde
91;Russia;Europe/Moscow;Myshkin;14499 Bobwhite Drive;32134;Hudson Group
92;Albania;Europe/Tirane;Kushovë;62280 Barby Drive;42204;King Inc
93;Poland;Europe/Warsaw;Dzikowiec;450 Ronald Regan Terrace;39946;Stark LLC
94;Greece;Europe/Athens;Próchoma;09 Porter Trail;14992;Hyatt-Adams
95;Indonesia;Asia/Jakarta;Warungbanten;9 Kennedy Avenue;62223;Becker, Dickinson and VonRueden
96;Cameroon;Africa/Douala;Foumban;76 Forest Run Circle;20854;Hackett Inc
97;Indonesia;Asia/Makassar;Telagaselaba;64 Vermont Circle;82130;Schaefer Group
98;Syria;Asia/Damascus;Tall Rif‘at;38553 Union Street;41871;Kilback-Russel
99;Sweden;Europe/Stockholm;Stockholm;5633 Division Center;87845;Turner and Sons
100;China;Asia/Shanghai;Nanyuan;712 Shelley Park;18768;Ankunding-Shields
101;Greenland;America/Godthab;Aasiaat;64345 Graceland Street;16594;Beer Inc
102;Czech Republic;Europe/Prague;Březová nad Svitavou;260 Towne Junction;49768;Lockman Inc
103;Indonesia;Asia/Jakarta;Cibalieur;3384 Oneill Hill;74620;Schuppe-Green
104;Latvia;Europe/Riga;Ikšķile;84 Cascade Lane;37943;Spinka Inc
105;Portugal;Europe/Lisbon;Souto da Costa;2491 Fordem Junction;68086;Muller Inc
106;China;Asia/Shanghai;Yangxiang;6432 Hagan Park;48495;Maggio-Deckow
107;Ukraine;Europe/Uzhgorod;Hołoby;6 Ramsey Point;7004;Johnston, Schmeler and Anderson
108;Estonia;Europe/Tallinn;Haapsalu;500 Maple Hill;61730;Shields-Wiza
109;Russia;Europe/Moscow;Kurlovo;8 Carpenter Terrace;38954;Corwin, Ondricka and Schowalter
110;Indonesia;Asia/Jakarta;Sumberbatas;978 Pepper Wood Plaza;15109;Streich-Johnston
111;Philippines;Asia/Manila;Valencia;042 Red Cloud Road;75020;Casper, Grady and Torphy
112;Chad;Africa/Ndjamena;Oum Hadjer;0451 Eggendart Point;51578;Bergnaum LLC
113;Indonesia;Asia/Jakarta;Kandangsapi;2216 Butternut Plaza;25428;Haag, Watsica and Armstrong
