ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Lenovo IdeaPad S34014IWL,New,For Business,Lenovo,2.56,2356,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,771.41
2,Apple MacBook Air 13,New,For Simple Tasks,Apple,2.34,1305,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,1993.62
3,Asus ROG Strix G531GT,Used,For Work and Study,Asus,1.5,2536,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1678.24
4,Microsoft Surface Laptop 3 15,Used,For Work and Study,Microsoft,2.78,1790,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,1244.23
5,Google Pixelbook Go 256GB,New,For Work and Study,Google,2.56,1234,Some description about laptop Google Pixelbook Go 256GB,6,Default Garanty Google,1282.65
6,Asus ROG STRIX 5,New,For Simple Tasks,Asus,2.56,1790,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1917.28
7,Lenovo IdeaPad S34014IWL,New,For Simple Tasks,Lenovo,1.5,1790,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1779.03
8,Lenovo IdeaPad S34014IWL,Used,Thin,Lenovo,2.5,2312,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,1617.14
9,HP Envy 17ce0005ur,Used,For Cut Design,HP,1.5,2536,Some description about laptop HP Envy 17ce0005ur,6,Default Garanty HP,1914.02
10,Acer Nitro 5,New,For Business,Acer,1.35,1305,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1625.20
11,Lenovo IdeaPad 33015AST,New,For Cut Design,Lenovo,2.78,2312,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,1182.16
12,Dream Machines RS206017,Used,Thin,Dream Machines,1.35,1234,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,1572.79
13,Asus ROG STRIX 5,New,For Business,Asus,1.5,2539,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1665.19
14,Lenovo IdeaPad 33015AST,New,For Work and Study,Lenovo,2.78,1245,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,1217.69
15,Lenovo IdeaPad S34014IWL,Used,For Business,Lenovo,2.56,1245,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,1081.85
16,MSI GL65 9SD206XRO,Used,Thin,MSI,1.5,1245,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,719.08
17,Lenovo IdeaPad S34014IWL,New,Gaming,Lenovo,1.35,2539,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1860.56
18,HP Envy 17ce0005ur,Used,Gaming,HP,2.56,1790,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,712.95
19,Asus ROG Strix G531GT,Used,Thin,Asus,2.56,1305,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,519.75
20,Asus ROG Strix G531GT,Used,Gaming,Asus,1.5,2356,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1077.96
21,Apple MacBook Pro,New,Thin,Apple,2.5,1790,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1174.06
22,Microsoft Surface Laptop 3 15,Used,For Work and Study,Microsoft,2.56,2312,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,1769.21
23,HP 255 G7,Used,For Cut Design,HP,1.5,1234,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1449.85
24,Lenovo IdeaPad S34014IWL,New,For Business,Lenovo,2.56,1305,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,926.10
25,HP Envy 17ce0005ur,Used,For Simple Tasks,HP,1.35,2356,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,891.99
26,HP 255 G7,Used,For Business,HP,1.5,2536,Some description about laptop HP 255 G7,12,Default Garanty Used laptops,1753.82
27,Lenovo IdeaPad S34014IWL,Used,For Simple Tasks,Lenovo,1.5,2536,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,1326.10
28,MSI GL65 9SD206XRO,New,Thin,MSI,1.35,2539,Some description about laptop MSI GL65 9SD206XRO,1,Default Garanty Used laptops,917.00
29,Google Pixelbook Go 256GB,New,For Business,Google,2.78,2356,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,533.55
30,MSI GF63 9RCX,New,For Business,MSI,1.35,1234,Some description about laptop MSI GF63 9RCX,1,Default Garanty MSI,831.54
31,MSI GL65 9SD206XRO,Used,For Simple Tasks,MSI,2.56,1305,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,1844.79
32,HP Pavilion Gaming 15cx0027ua,Used,For Work and Study,HP,2.34,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,635.53
33,Macbook Pro 15 Retina,New,For Business,Apple,1.24,2539,Some description about laptop Macbook Pro 15 Retina,12,Default Garanty Apple,1601.47
34,Dell Inspiron G5 15 5587,Used,For Cut Design,Dell,2.34,2539,Some description about laptop Dell Inspiron G5 15 5587,6,Default Garanty Used laptops,1922.27
35,HP Envy 17ce0005ur,Used,For Simple Tasks,HP,2.5,2356,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,1427.28
36,Apple MacBook Air 13,Used,For Cut Design,Apple,1.35,2356,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,789.22
37,Microsoft Surface Laptop 3 15,New,Thin,Microsoft,2.56,1234,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,1976.96
38,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,2.34,2539,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1535.92
39,Apple MacBook Pro,New,Gaming,Apple,2.34,1790,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,1780.06
40,Acer Aspire 5 A51554G,Used,Gaming,Acer,2.34,2312,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1973.66
41,Asus ROG Strix G531GT,Used,For Cut Design,Asus,2.56,2536,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1181.15
42,Apple MacBook Pro,New,For Business,Apple,1.35,1234,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,1226.98
43,Macbook Pro 15 Retina,New,For Business,Apple,1.5,2539,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,1455.75
44,Apple MacBook Air 13,New,For Simple Tasks,Apple,1.5,2312,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,1109.53
45,Acer Aspire 5 A51554G,New,For Business,Acer,1.24,2356,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,918.70
46,HP 255 G7,Used,Gaming,HP,1.5,1790,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,717.76
47,HP Pavilion Gaming 15cx0027ua,Used,Gaming,HP,1.5,1234,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,530.08
48,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,1.5,1245,Some description about laptop Google Pixelbook Go 256GB,6,Default Garanty Google,665.44
49,HP Envy 17ce0005ur,New,For Work and Study,HP,2.34,2539,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,1774.29
50,MSI GF63 9RCX,New,For Work and Study,MSI,2.34,1305,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1939.20
51,Apple MacBook Pro,New,For Business,Apple,1.24,1305,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,1899.50
52,Dream Machines RS206017,Used,Gaming,Dream Machines,2.78,1234,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,759.92
53,Apple MacBook Pro,New,Gaming,Apple,1.35,1234,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,1089.47
54,Dell Inspiron G5 15 5587,Used,For Business,Dell,2.56,2356,Some description about laptop Dell Inspiron G5 15 5587,12,Default Garanty Used laptops,1075.04
55,Acer Aspire 5 A51554G,New,For Simple Tasks,Acer,2.78,2312,Some description about laptop Acer Aspire 5 A51554G,6,Default Garanty Used laptops,1308.93
56,HP Envy 17ce0005ur,Used,Thin,HP,2.56,1790,Some description about laptop HP Envy 17ce0005ur,6,Default Garanty HP,618.12
57,HP 255 G7,Used,For Work and Study,HP,2.56,1245,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,879.40
58,Lenovo IdeaPad S34014IWL,Used,Thin,Lenovo,1.35,1234,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,730.90
59,MSI GL65 9SD206XRO,Used,For Business,MSI,1.5,2536,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,1162.35
60,Apple MacBook Air 13,Used,Thin,Apple,2.34,1790,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,608.44
61,Macbook Pro 15 Retina,Used,For Work and Study,Apple,1.24,1234,Some description about laptop Macbook Pro 15 Retina,12,Default Garanty Apple,1269.14
62,Asus ROG STRIX 5,New,For Work and Study,Asus,2.34,1234,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1183.28
63,Dream Machines RS206017,New,Gaming,Dream Machines,2.78,1245,Some description about laptop Dream Machines RS206017,12,Default Garanty Used laptops,1558.09
64,Lenovo IdeaPad S34014IWL,New,For Simple Tasks,Lenovo,1.35,1245,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,763.65
65,Acer Aspire 5 A51554G,New,For Work and Study,Acer,1.35,1234,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,545.74
66,MSI GF63 9RCX,New,For Simple Tasks,MSI,2.78,2536,Some description about laptop MSI GF63 9RCX,6,Default Garanty MSI,1038.67
67,Lenovo IdeaPad 33015AST,Used,Gaming,Lenovo,2.5,1245,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,825.14
68,Asus ROG STRIX 5,New,Gaming,Asus,1.35,2536,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,1494.62
69,Macbook Pro 15 Retina,New,For Cut Design,Apple,1.5,2539,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,1716.96
70,HP Envy 17ce0005ur,New,Gaming,HP,2.56,2356,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,1550.78
71,Macbook Pro 15 Retina,Used,For Work and Study,Apple,2.56,2312,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,737.83
72,MSI GF63 9RCX,New,For Business,MSI,2.78,2536,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,793.55
73,Lenovo IdeaPad S34014IWL,Used,For Simple Tasks,Lenovo,1.24,2536,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,919.54
74,Acer Nitro 5,New,For Work and Study,Acer,1.5,1790,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1754.75
75,Microsoft Surface Laptop 3 15,New,For Simple Tasks,Microsoft,1.5,1245,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,917.18
76,Acer Aspire 5 A51554G,Used,Thin,Acer,2.5,1245,Some description about laptop Acer Aspire 5 A51554G,6,Default Garanty Used laptops,1380.88
77,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,2.34,1234,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1210.60
78,Acer Nitro 5,New,For Business,Acer,2.34,2356,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1073.35
79,Microsoft Surface Laptop 3 15,Used,For Business,Microsoft,2.5,1305,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,709.69
80,Apple MacBook Air 13,Used,For Cut Design,Apple,2.78,1245,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,1780.19
81,Lenovo IdeaPad 33015AST,Used,For Business,Lenovo,2.56,1790,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,1896.01
82,Asus ROG STRIX 5,New,Thin,Asus,2.5,2356,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,1340.67
83,Apple MacBook Pro,New,For Simple Tasks,Apple,2.78,2539,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1688.90
84,Acer Nitro 5,New,For Work and Study,Acer,2.34,2312,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,650.78
85,Lenovo IdeaPad S34014IWL,Used,For Cut Design,Lenovo,2.34,1234,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1607.25
86,MSI GF63 9RCX,New,For Business,MSI,1.24,1245,Some description about laptop MSI GF63 9RCX,1,Default Garanty MSI,1856.94
87,Macbook Pro 15 Retina,Used,Thin,Apple,1.24,2356,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,878.33
88,Acer Nitro 5,New,Thin,Acer,2.56,2539,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1734.66
89,MSI GF63 9RCX,New,For Cut Design,MSI,1.24,2536,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1823.14
90,HP Pavilion Gaming 15cx0027ua,New,For Simple Tasks,HP,2.78,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1770.64
91,Acer Nitro 5,New,For Simple Tasks,Acer,1.5,2536,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,742.50
92,Apple MacBook Pro,New,Thin,Apple,1.35,1245,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1036.78
93,HP Pavilion Gaming 15cx0027ua,Used,For Work and Study,HP,2.34,2536,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1452.50
94,Lenovo IdeaPad S34014IWL,Used,Thin,Lenovo,1.35,2536,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,1830.41
95,MSI GL65 9SD206XRO,New,For Business,MSI,1.5,2539,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,704.52
96,Microsoft Surface Laptop 3 15,Used,For Cut Design,Microsoft,2.5,2312,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,688.83
97,Asus ROG STRIX 5,New,For Cut Design,Asus,1.5,2539,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,699.14
98,Apple MacBook Pro,New,For Cut Design,Apple,1.35,1790,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,1061.83
99,Google Pixelbook Go 256GB,New,Thin,Google,2.56,2539,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,814.07
100,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,2.78,1234,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,649.38
101,HP Envy 17ce0005ur,New,For Simple Tasks,HP,2.5,2312,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,798.41
102,HP Pavilion Gaming 15cx0027ua,Used,Thin,HP,2.34,1234,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1946.65
103,Acer Nitro 5,New,For Simple Tasks,Acer,2.5,1790,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1059.05
104,Dell Inspiron G5 15 5587,Used,For Simple Tasks,Dell,1.35,1305,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,854.42
105,Dell Inspiron G5 15 5587,Used,For Simple Tasks,Dell,2.78,1790,Some description about laptop Dell Inspiron G5 15 5587,12,Default Garanty Used laptops,1068.76
106,MSI GL65 9SD206XRO,Used,Thin,MSI,1.5,1234,Some description about laptop MSI GL65 9SD206XRO,1,Default Garanty Used laptops,679.20
107,HP Envy 17ce0005ur,Used,For Work and Study,HP,2.56,1234,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,889.03
108,HP Envy 17ce0005ur,New,Gaming,HP,2.56,2539,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,1949.65
109,Microsoft Surface Laptop 3 15,Used,Thin,Microsoft,1.35,1790,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,1231.26
110,Dream Machines RS206017,New,For Business,Dream Machines,1.24,2536,Some description about laptop Dream Machines RS206017,1,Default Garanty Used laptops,1291.42
111,Acer Aspire 5 A51554G,Used,For Simple Tasks,Acer,1.24,2312,Some description about laptop Acer Aspire 5 A51554G,6,Default Garanty Used laptops,528.37
112,HP 255 G7,Used,Thin,HP,1.24,2539,Some description about laptop HP 255 G7,12,Default Garanty Used laptops,1469.23
113,Acer Aspire 5 A51554G,New,For Work and Study,Acer,1.35,2536,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1271.91
114,Lenovo IdeaPad 33015AST,New,For Work and Study,Lenovo,1.35,1305,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,1081.86
115,Acer Nitro 5,New,For Cut Design,Acer,2.34,1234,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,633.44
