ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Dream Machines RS206017,Used,For Business,Dream Machines,2.5,1790,Some description about laptop Dream Machines RS206017,12,Default Garanty Used laptops,1657.55
2,Microsoft Surface Laptop 3 15,New,For Simple Tasks,Microsoft,2.56,2312,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,577.11
3,Acer Nitro 5,New,For Cut Design,Acer,1.35,1790,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1426.42
4,Apple MacBook Pro,New,For Cut Design,Apple,1.24,1790,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,723.24
5,Asus ROG STRIX 5,New,For Work and Study,Asus,2.5,2312,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,1428.53
6,Acer Aspire 5 A51554G,Used,For Simple Tasks,Acer,2.5,1790,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,579.96
7,Asus ROG Strix G531GT,Used,Gaming,Asus,2.34,1245,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1007.00
8,Macbook Pro 15 Retina,Used,For Business,Apple,1.5,1305,Some description about laptop Macbook Pro 15 Retina,12,Default Garanty Apple,1814.52
9,Acer Nitro 5,New,Gaming,Acer,1.24,1790,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1146.49
10,HP 255 G7,Used,For Business,HP,2.78,1245,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1929.28
11,Acer Nitro 5,New,Thin,Acer,2.34,1234,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1191.94
12,Acer Aspire 5 A51554G,Used,Thin,Acer,1.24,2536,Some description about laptop Acer Aspire 5 A51554G,6,Default Garanty Used laptops,504.72
13,Dell Inspiron G5 15 5587,Used,For Business,Dell,2.78,2312,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,1992.49
14,Dell Inspiron G5 15 5587,Used,Gaming,Dell,1.35,2536,Some description about laptop Dell Inspiron G5 15 5587,12,Default Garanty Used laptops,852.26
15,Asus ROG Strix G531GT,Used,For Work and Study,Asus,2.78,1305,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,889.25
16,Asus ROG STRIX 5,New,Gaming,Asus,1.5,1305,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1248.23
