ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Google Pixelbook Go 256GB,New,For Cut Design,Google,1.24,2356,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,1731.31
2,Dream Machines RS206017,New,For Business,Dream Machines,2.78,1305,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,768.67
3,Asus ROG Strix G531GT,Used,For Business,Asus,1.35,2536,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,1390.43
4,Microsoft Surface Laptop 3 15,Used,For Cut Design,Microsoft,2.5,2536,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,1424.21
5,Apple MacBook Air 13,New,For Simple Tasks,Apple,1.24,2312,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,584.09
6,HP Envy 17ce0005ur,New,Thin,HP,1.35,1234,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,1566.42
7,Asus ROG STRIX 5,New,For Business,Asus,1.35,1234,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,1154.56
8,Apple MacBook Pro,New,Thin,Apple,2.78,1790,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,1259.62
9,Apple MacBook Air 13,New,Gaming,Apple,2.34,1245,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,1885.73
10,Microsoft Surface Laptop 3 15,New,For Work and Study,Microsoft,1.35,1234,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,1256.95
11,Microsoft Surface Laptop 3 15,New,For Cut Design,Microsoft,2.34,1305,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,910.61
12,Apple MacBook Pro,New,For Work and Study,Apple,1.35,1245,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,541.58
13,MSI GF63 9RCX,New,Thin,MSI,1.5,1305,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1796.41
14,HP 255 G7,Used,For Cut Design,HP,2.56,1234,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1416.24
15,Asus ROG Strix G531GT,Used,Gaming,Asus,2.34,2536,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,711.10
16,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,1.35,1790,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,654.27
