ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Asus ROG STRIX 5,New,Thin,Asus,2.78,1790,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1556.52
2,Apple MacBook Air 13,New,Gaming,Apple,1.5,1245,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,1753.35
3,Acer Nitro 5,New,For Cut Design,Acer,1.35,1234,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,577.68
4,HP 255 G7,Used,Thin,HP,2.56,2312,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,1600.48
5,Acer Nitro 5,New,For Cut Design,Acer,1.35,2539,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1932.26
6,HP Pavilion Gaming 15cx0027ua,Used,For Simple Tasks,HP,2.56,1790,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1485.02
7,Acer Aspire 5 A51554G,Used,For Cut Design,Acer,1.35,2312,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1058.88
8,HP Pavilion Gaming 15cx0027ua,Used,For Business,HP,2.56,1234,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,594.50
9,HP Pavilion Gaming 15cx0027ua,New,For Business,HP,2.56,1234,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1593.23
10,Lenovo IdeaPad S34014IWL,Used,Thin,Lenovo,2.5,1245,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,518.08
11,HP 255 G7,Used,For Cut Design,HP,2.5,1790,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1223.62
12,Microsoft Surface Laptop 3 15,Used,For Work and Study,Microsoft,2.78,2539,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,1423.08
13,Acer Aspire 5 A51554G,Used,For Cut Design,Acer,1.5,2312,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,853.07
14,Acer Nitro 5,New,Thin,Acer,2.56,2312,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1116.39
15,MSI GL65 9SD206XRO,Used,Thin,MSI,1.35,2312,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,847.56
16,Asus ROG STRIX 5,New,For Simple Tasks,Asus,1.24,1305,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1140.76
17,Asus ROG STRIX 5,New,For Simple Tasks,Asus,2.5,1234,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1041.75
18,Microsoft Surface Laptop 3 15,New,Thin,Microsoft,2.56,1305,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,850.61
19,Acer Aspire 5 A51554G,Used,Gaming,Acer,2.78,1790,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,1395.05
20,MSI GL65 9SD206XRO,New,Thin,MSI,2.5,1305,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,906.22
21,Apple MacBook Air 13,New,Gaming,Apple,2.56,2536,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,1442.23
22,HP Pavilion Gaming 15cx0027ua,New,Gaming,HP,2.78,1234,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,712.08
23,Apple MacBook Pro,New,Thin,Apple,1.35,1305,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,939.94
24,Lenovo IdeaPad S34014IWL,Used,Gaming,Lenovo,2.34,2539,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,750.17
25,Asus ROG Strix G531GT,Used,For Work and Study,Asus,1.5,2536,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,577.51
26,Lenovo IdeaPad S34014IWL,Used,For Simple Tasks,Lenovo,2.78,1234,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,1739.47
27,HP Envy 17ce0005ur,New,For Work and Study,HP,1.24,1245,Some description about laptop HP Envy 17ce0005ur,6,Default Garanty HP,1705.63
28,Asus ROG Strix G531GT,Used,Thin,Asus,2.78,1234,Some description about laptop Asus ROG Strix G531GT,12,Default Garanty Used laptops,1717.56
29,Apple MacBook Air 13,New,For Business,Apple,1.24,1234,Some description about laptop Apple MacBook Air 13,6,Default Garanty Used laptops,1183.79
30,Acer Nitro 5,New,For Simple Tasks,Acer,1.35,1245,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1355.84
31,HP 255 G7,Used,For Cut Design,HP,1.24,1790,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,1654.78
32,Asus ROG STRIX 5,New,For Business,Asus,2.56,2539,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1177.35
33,HP Pavilion Gaming 15cx0027ua,New,For Cut Design,HP,2.78,1305,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1528.92
34,HP Pavilion Gaming 15cx0027ua,Used,Gaming,HP,2.56,2356,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1728.51
35,Dell Inspiron G5 15 5587,Used,For Simple Tasks,Dell,2.56,2539,Some description about laptop Dell Inspiron G5 15 5587,6,Default Garanty Used laptops,505.23
36,Lenovo IdeaPad 33015AST,Used,For Business,Lenovo,2.5,1234,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,1227.63
37,Asus ROG STRIX 5,New,For Cut Design,Asus,2.56,2312,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,532.05
38,Microsoft Surface Laptop 3 15,New,For Business,Microsoft,2.78,2312,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,923.19
39,HP Pavilion Gaming 15cx0027ua,Used,Thin,HP,1.35,2312,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1199.11
40,Dream Machines RS206017,Used,Gaming,Dream Machines,2.34,1790,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,1185.93
41,MSI GF63 9RCX,New,For Business,MSI,2.34,1234,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1768.45
42,Microsoft Surface Laptop 3 15,Used,For Simple Tasks,Microsoft,2.5,1245,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,626.31
43,Acer Nitro 5,New,For Work and Study,Acer,1.24,2356,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1509.92
44,Dream Machines RS206017,New,Gaming,Dream Machines,2.78,1790,Some description about laptop Dream Machines RS206017,12,Default Garanty Used laptops,1848.86
45,Asus ROG STRIX 5,New,Thin,Asus,2.56,1234,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,776.54
46,Lenovo IdeaPad S34014IWL,Used,For Simple Tasks,Lenovo,2.5,2536,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,882.01
47,Lenovo IdeaPad 33015AST,Used,For Simple Tasks,Lenovo,2.56,1305,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,794.48
48,MSI GL65 9SD206XRO,New,Thin,MSI,1.24,2536,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,523.26
49,Lenovo IdeaPad 33015AST,Used,For Business,Lenovo,2.56,2536,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,592.39
50,Asus ROG STRIX 5,New,For Work and Study,Asus,2.34,1790,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1585.29
51,Apple MacBook Air 13,Used,For Cut Design,Apple,1.35,2536,Some description about laptop Apple MacBook Air 13,6,Default Garanty Used laptops,1702.48
52,Acer Nitro 5,New,Gaming,Acer,1.5,2539,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1061.13
53,Acer Nitro 5,New,For Cut Design,Acer,2.5,1305,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,782.08
54,Google Pixelbook Go 256GB,New,For Business,Google,1.24,1234,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1214.11
55,HP Pavilion Gaming 15cx0027ua,Used,For Work and Study,HP,1.24,1790,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1860.19
56,Acer Aspire 5 A51554G,Used,Thin,Acer,2.5,1245,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,1676.71
57,Apple MacBook Pro,New,For Cut Design,Apple,1.5,1790,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1174.48
58,HP Pavilion Gaming 15cx0027ua,Used,For Business,HP,2.34,1305,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1441.11
59,HP 255 G7,Used,For Work and Study,HP,1.5,1790,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,1631.73
60,Asus ROG STRIX 5,New,For Cut Design,Asus,1.5,2539,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1612.41
61,Acer Nitro 5,New,For Cut Design,Acer,1.5,2536,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1296.81
62,Acer Nitro 5,New,Gaming,Acer,1.24,2539,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1705.61
63,Apple MacBook Air 13,New,For Work and Study,Apple,2.78,2539,Some description about laptop Apple MacBook Air 13,6,Default Garanty Used laptops,1711.71
64,Acer Nitro 5,New,For Work and Study,Acer,1.5,2536,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,953.28
65,MSI GL65 9SD206XRO,Used,For Simple Tasks,MSI,1.24,2536,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,1352.62
66,MSI GL65 9SD206XRO,Used,Thin,MSI,1.5,1790,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,1375.50
67,Lenovo IdeaPad S34014IWL,Used,For Work and Study,Lenovo,1.5,2312,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,1150.78
68,Macbook Pro 15 Retina,Used,For Work and Study,Apple,1.35,1305,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,816.55
69,Acer Aspire 5 A51554G,New,Thin,Acer,1.24,2536,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1992.30
70,Lenovo IdeaPad 33015AST,Used,Thin,Lenovo,2.34,1245,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,861.14
71,Apple MacBook Air 13,Used,For Cut Design,Apple,2.34,1234,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,1703.17
72,Acer Aspire 5 A51554G,Used,For Cut Design,Acer,2.34,2536,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,528.97
73,Asus ROG STRIX 5,New,For Simple Tasks,Asus,2.5,2356,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,541.38
74,Asus ROG STRIX 5,New,Thin,Asus,2.78,2312,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1511.68
75,Asus ROG STRIX 5,New,For Work and Study,Asus,2.56,1245,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1879.57
76,Dream Machines RS206017,Used,For Cut Design,Dream Machines,2.34,2312,Some description about laptop Dream Machines RS206017,1,Default Garanty Used laptops,1901.41
77,Lenovo IdeaPad 33015AST,Used,For Work and Study,Lenovo,2.56,2312,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,691.34
78,Asus ROG Strix G531GT,Used,For Simple Tasks,Asus,2.78,1790,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,537.86
79,Dream Machines RS206017,Used,Gaming,Dream Machines,2.34,2356,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,1554.71
80,Acer Aspire 5 A51554G,Used,For Cut Design,Acer,2.78,1245,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,1463.35
81,Acer Nitro 5,New,For Business,Acer,1.5,2312,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,673.65
82,Dream Machines RS206017,Used,Gaming,Dream Machines,1.5,1245,Some description about laptop Dream Machines RS206017,1,Default Garanty Used laptops,1712.17
83,HP Pavilion Gaming 15cx0027ua,Used,For Cut Design,HP,2.56,2312,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1869.63
84,HP 255 G7,Used,For Work and Study,HP,2.78,2356,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,514.61
85,Acer Nitro 5,New,For Cut Design,Acer,1.5,2539,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1709.14
86,HP Envy 17ce0005ur,Used,For Business,HP,1.35,1234,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,1381.77
87,Macbook Pro 15 Retina,Used,For Business,Apple,1.35,2356,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,1158.39
88,Google Pixelbook Go 256GB,New,For Business,Google,1.5,1234,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,1261.74
89,Apple MacBook Pro,New,Gaming,Apple,1.35,2536,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,1289.90
90,HP Pavilion Gaming 15cx0027ua,New,For Cut Design,HP,1.5,1790,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,648.97
