ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Microsoft Surface Laptop 3 15,New,For Cut Design,Microsoft,1.24,2539,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,1010.16
2,Lenovo IdeaPad 33015AST,Used,For Cut Design,Lenovo,2.5,2536,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,1073.73
3,HP Pavilion Gaming 15cx0027ua,New,For Cut Design,HP,2.5,2356,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1653.23
4,Apple MacBook Pro,New,For Business,Apple,1.24,1234,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,1433.91
5,Dream Machines RS206017,Used,For Work and Study,Dream Machines,2.56,2312,Some description about laptop Dream Machines RS206017,1,Default Garanty Used laptops,584.90
6,HP 255 G7,Used,For Simple Tasks,HP,2.78,1234,Some description about laptop HP 255 G7,12,Default Garanty Used laptops,1634.22
7,Apple MacBook Air 13,New,For Simple Tasks,Apple,2.78,2539,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,592.63
8,HP Pavilion Gaming 15cx0027ua,New,For Business,HP,2.56,2312,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1089.04
9,Acer Nitro 5,New,Thin,Acer,2.34,1790,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,647.67
10,MSI GL65 9SD206XRO,New,Thin,MSI,2.78,1305,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,929.38
11,Asus ROG Strix G531GT,Used,For Business,Asus,2.56,2539,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1522.29
12,Dream Machines RS206017,Used,Thin,Dream Machines,2.78,1234,Some description about laptop Dream Machines RS206017,1,Default Garanty Used laptops,1587.51
13,Asus ROG Strix G531GT,Used,Gaming,Asus,2.5,2356,Some description about laptop Asus ROG Strix G531GT,12,Default Garanty Used laptops,894.68
14,HP Pavilion Gaming 15cx0027ua,New,For Cut Design,HP,2.56,2356,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,828.28
15,Macbook Pro 15 Retina,New,Thin,Apple,2.34,1305,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,717.79
16,MSI GF63 9RCX,New,For Simple Tasks,MSI,1.24,1234,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,871.40
17,Acer Aspire 5 A51554G,New,Gaming,Acer,1.35,1245,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1761.86
18,Apple MacBook Pro,New,For Cut Design,Apple,2.5,1234,Some description about laptop Apple MacBook Pro,1,Default Garanty Apple,592.99
19,Apple MacBook Pro,New,For Work and Study,Apple,2.34,1305,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,1626.20
20,Asus ROG Strix G531GT,Used,For Cut Design,Asus,2.56,1234,Some description about laptop Asus ROG Strix G531GT,12,Default Garanty Used laptops,1861.84
21,Asus ROG STRIX 5,New,For Simple Tasks,Asus,2.56,2312,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,700.54
22,Apple MacBook Air 13,New,Gaming,Apple,2.5,1245,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,1388.57
23,Acer Nitro 5,New,For Simple Tasks,Acer,2.56,2312,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,935.19
24,Dell Inspiron G5 15 5587,Used,Thin,Dell,2.5,2539,Some description about laptop Dell Inspiron G5 15 5587,6,Default Garanty Used laptops,1546.32
25,Dream Machines RS206017,Used,Thin,Dream Machines,2.5,2536,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,1398.23
