ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,MSI GF63 9RCX,New,Thin,MSI,1.5,1245,Some description about laptop MSI GF63 9RCX,6,Default Garanty MSI,847.21
2,HP 255 G7,Used,For Work and Study,HP,2.34,2356,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,520.81
3,Google Pixelbook Go 256GB,New,For Cut Design,Google,1.24,2356,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,1560.71
4,HP Envy 17ce0005ur,Used,For Cut Design,HP,1.35,2356,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,1878.54
5,HP Pavilion Gaming 15cx0027ua,New,Thin,HP,1.35,2356,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1796.73
6,Apple MacBook Air 13,Used,Gaming,Apple,1.5,1234,Some description about laptop Apple MacBook Air 13,6,Default Garanty Used laptops,770.76
7,Apple MacBook Air 13,Used,For Work and Study,Apple,2.78,2536,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,1620.75
8,Asus ROG STRIX 5,New,For Business,Asus,2.5,2356,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1929.99
9,HP Envy 17ce0005ur,New,For Work and Study,HP,1.35,1305,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,835.96
10,Microsoft Surface Laptop 3 15,Used,Gaming,Microsoft,1.35,2536,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,1135.13
11,Lenovo IdeaPad 33015AST,Used,Thin,Lenovo,2.34,2539,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,1251.50
12,Dell Inspiron G5 15 5587,Used,For Cut Design,Dell,2.5,1234,Some description about laptop Dell Inspiron G5 15 5587,12,Default Garanty Used laptops,1184.09
13,MSI GF63 9RCX,New,For Cut Design,MSI,2.5,2312,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,900.84
14,HP Envy 17ce0005ur,Used,Thin,HP,2.56,2536,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,1321.25
15,Acer Nitro 5,New,For Simple Tasks,Acer,2.5,1305,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1768.72
16,Lenovo IdeaPad 33015AST,Used,For Cut Design,Lenovo,2.56,2536,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,543.58
17,Lenovo IdeaPad S34014IWL,Used,For Simple Tasks,Lenovo,2.5,1305,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,799.38
18,Lenovo IdeaPad S34014IWL,New,For Simple Tasks,Lenovo,2.5,2536,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1351.50
19,Google Pixelbook Go 256GB,New,Thin,Google,2.34,1245,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,907.08
20,Google Pixelbook Go 256GB,New,Gaming,Google,2.34,2312,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,993.01
