ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,MSI GL65 9SD206XRO,Used,For Business,MSI,2.5,2356,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,998.57
2,Asus ROG Strix G531GT,Used,For Work and Study,Asus,2.34,1305,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,1446.98
3,Lenovo IdeaPad S34014IWL,Used,For Cut Design,Lenovo,1.5,2312,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1318.61
4,HP Pavilion Gaming 15cx0027ua,Used,Thin,HP,2.78,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,982.20
5,Macbook Pro 15 Retina,Used,For Simple Tasks,Apple,1.5,1234,Some description about laptop Macbook Pro 15 Retina,6,Default Garanty Apple,1867.20
6,Dream Machines RS206017,Used,For Business,Dream Machines,1.35,1245,Some description about laptop Dream Machines RS206017,12,Default Garanty Used laptops,701.83
7,Apple MacBook Pro,New,For Work and Study,Apple,2.78,1305,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1995.73
8,Macbook Pro 15 Retina,New,For Work and Study,Apple,1.5,2536,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,950.41
9,HP Pavilion Gaming 15cx0027ua,Used,For Cut Design,HP,2.5,2536,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,968.88
10,HP Pavilion Gaming 15cx0027ua,New,For Cut Design,HP,2.34,2536,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,722.26
11,MSI GL65 9SD206XRO,New,For Business,MSI,2.34,2539,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,1739.25
12,Dell Inspiron G5 15 5587,Used,Thin,Dell,2.78,2356,Some description about laptop Dell Inspiron G5 15 5587,6,Default Garanty Used laptops,1360.45
13,Apple MacBook Air 13,Used,For Business,Apple,2.5,2539,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,891.14
14,HP 255 G7,Used,Gaming,HP,2.78,2536,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1478.17
15,Acer Nitro 5,New,For Simple Tasks,Acer,2.5,2536,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1326.26
16,Microsoft Surface Laptop 3 15,New,For Business,Microsoft,1.24,2356,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,537.41
17,HP 255 G7,Used,Thin,HP,2.5,2539,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1909.82
18,HP Envy 17ce0005ur,New,For Business,HP,2.78,2536,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,748.69
19,Acer Nitro 5,New,Thin,Acer,1.5,1245,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1069.38
20,Dream Machines RS206017,New,For Work and Study,Dream Machines,2.34,2539,Some description about laptop Dream Machines RS206017,12,Default Garanty Used laptops,1863.13
21,Asus ROG Strix G531GT,Used,For Simple Tasks,Asus,2.34,1245,Some description about laptop Asus ROG Strix G531GT,12,Default Garanty Used laptops,1907.80
22,HP 255 G7,Used,For Simple Tasks,HP,2.78,2312,Some description about laptop HP 255 G7,12,Default Garanty Used laptops,967.25
23,MSI GF63 9RCX,New,For Simple Tasks,MSI,2.56,1234,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1018.10
24,MSI GL65 9SD206XRO,Used,Thin,MSI,1.24,2536,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,1447.46
25,Google Pixelbook Go 256GB,New,Gaming,Google,1.35,1305,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1205.10
26,Asus ROG STRIX 5,New,For Simple Tasks,Asus,2.5,2312,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1348.38
27,Lenovo IdeaPad S34014IWL,New,For Simple Tasks,Lenovo,2.56,2536,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1807.60
28,MSI GF63 9RCX,New,Thin,MSI,1.5,2539,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1093.44
29,Apple MacBook Pro,New,For Work and Study,Apple,2.34,2356,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1167.75
30,MSI GL65 9SD206XRO,New,Thin,MSI,1.24,1305,Some description about laptop MSI GL65 9SD206XRO,1,Default Garanty Used laptops,736.95
31,Lenovo IdeaPad S34014IWL,New,Gaming,Lenovo,2.5,2356,Some description about laptop Lenovo IdeaPad S34014IWL,1,Default Garanty Used laptops,1199.25
32,Acer Aspire 5 A51554G,New,Gaming,Acer,2.78,2356,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,713.73
33,Microsoft Surface Laptop 3 15,Used,Gaming,Microsoft,1.24,1790,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,1800.90
34,Dream Machines RS206017,New,Gaming,Dream Machines,2.56,2356,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,710.80
35,Asus ROG Strix G531GT,Used,Gaming,Asus,2.34,1245,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1740.73
36,MSI GL65 9SD206XRO,New,For Simple Tasks,MSI,1.24,2539,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,1243.61
37,Google Pixelbook Go 256GB,New,For Business,Google,1.5,2312,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,1473.41
38,Dell Inspiron G5 15 5587,Used,For Simple Tasks,Dell,1.35,1790,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,785.82
39,Microsoft Surface Laptop 3 15,Used,Gaming,Microsoft,1.24,1305,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,1291.68
40,Acer Nitro 5,New,Thin,Acer,2.56,2312,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1637.17
41,HP Pavilion Gaming 15cx0027ua,New,Gaming,HP,2.34,2539,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,823.87
42,Lenovo IdeaPad 33015AST,New,For Work and Study,Lenovo,2.78,1305,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,1694.68
43,MSI GL65 9SD206XRO,New,For Simple Tasks,MSI,2.78,1234,Some description about laptop MSI GL65 9SD206XRO,1,Default Garanty Used laptops,1782.68
44,MSI GF63 9RCX,New,For Cut Design,MSI,1.5,2312,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,509.79
45,Lenovo IdeaPad 33015AST,New,For Work and Study,Lenovo,2.78,2312,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,1506.00
