ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,HP 255 G7,Used,Gaming,HP,2.78,1790,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,1858.68
2,Apple MacBook Air 13,New,Gaming,Apple,1.35,1234,Some description about laptop Apple MacBook Air 13,6,Default Garanty Used laptops,1425.07
3,Apple MacBook Pro,New,For Cut Design,Apple,2.78,1790,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,942.26
4,Lenovo IdeaPad 33015AST,Used,For Work and Study,Lenovo,2.5,2312,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,881.03
5,Apple MacBook Air 13,New,For Simple Tasks,Apple,2.78,1245,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,1797.99
6,Microsoft Surface Laptop 3 15,Used,For Simple Tasks,Microsoft,2.78,2536,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,1680.85
7,Asus ROG STRIX 5,New,For Work and Study,Asus,1.5,1305,Some description about laptop Asus ROG STRIX 5,12,Default Garanty Asus,1529.93
8,Google Pixelbook Go 256GB,New,For Cut Design,Google,1.35,1234,Some description about laptop Google Pixelbook Go 256GB,6,Default Garanty Google,689.86
9,Asus ROG Strix G531GT,Used,For Cut Design,Asus,2.78,2536,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,1555.24
10,Asus ROG Strix G531GT,Used,For Work and Study,Asus,1.5,2356,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,533.73
11,Dream Machines RS206017,New,For Cut Design,Dream Machines,1.24,1234,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,942.61
12,MSI GL65 9SD206XRO,New,For Business,MSI,2.5,2312,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,1027.37
13,HP Pavilion Gaming 15cx0027ua,Used,For Cut Design,HP,2.78,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,932.65
14,Macbook Pro 15 Retina,New,For Business,Apple,2.78,2312,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,1641.30
15,Dream Machines RS206017,New,Thin,Dream Machines,2.78,1245,Some description about laptop Dream Machines RS206017,1,Default Garanty Used laptops,1203.49
16,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,1.24,2312,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1685.25
17,Acer Aspire 5 A51554G,Used,For Business,Acer,2.34,1245,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,1719.88
18,Asus ROG STRIX 5,New,Gaming,Asus,1.24,1234,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,1589.68
19,Google Pixelbook Go 256GB,New,For Business,Google,2.5,2536,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,1104.65
20,Microsoft Surface Laptop 3 15,Used,For Business,Microsoft,2.78,1790,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,1552.73
21,Microsoft Surface Laptop 3 15,Used,Gaming,Microsoft,1.5,1305,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,1816.42
22,Google Pixelbook Go 256GB,New,Thin,Google,1.35,2312,Some description about laptop Google Pixelbook Go 256GB,1,Default Garanty Google,1156.90
23,Google Pixelbook Go 256GB,New,Gaming,Google,1.35,1305,Some description about laptop Google Pixelbook Go 256GB,6,Default Garanty Google,651.93
