ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Asus ROG STRIX 5,New,Gaming,Asus,2.56,1245,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1304.53
2,Apple MacBook Air 13,New,For Cut Design,Apple,2.56,1234,Some description about laptop Apple MacBook Air 13,1,Default Garanty Used laptops,884.09
3,Microsoft Surface Laptop 3 15,New,Gaming,Microsoft,1.24,2539,Some description about laptop Microsoft Surface Laptop 3 15,6,Default Garanty Microsoft,1395.05
4,Lenovo IdeaPad S34014IWL,New,For Cut Design,Lenovo,1.35,2312,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,759.25
5,Acer Nitro 5,New,For Cut Design,Acer,2.56,1305,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1836.05
6,Lenovo IdeaPad S34014IWL,Used,Gaming,Lenovo,2.78,1234,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,1812.48
7,Dell Inspiron G5 15 5587,Used,For Business,Dell,2.5,1790,Some description about laptop Dell Inspiron G5 15 5587,12,Default Garanty Used laptops,1948.05
8,Microsoft Surface Laptop 3 15,New,For Cut Design,Microsoft,2.78,2312,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,1832.01
9,Asus ROG STRIX 5,New,For Work and Study,Asus,1.5,1245,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1689.50
10,Lenovo IdeaPad 33015AST,Used,For Work and Study,Lenovo,1.35,2312,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,1625.25
11,Lenovo IdeaPad S34014IWL,Used,For Work and Study,Lenovo,1.35,2356,Some description about laptop Lenovo IdeaPad S34014IWL,6,Default Garanty Used laptops,622.62
12,HP Envy 17ce0005ur,Used,Thin,HP,1.5,2539,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,581.71
