ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Apple MacBook Pro,New,For Cut Design,Apple,2.56,1234,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,1158.65
2,HP Pavilion Gaming 15cx0027ua,Used,Gaming,HP,1.24,1790,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1909.29
3,Apple MacBook Air 13,New,For Simple Tasks,Apple,2.5,2536,Some description about laptop Apple MacBook Air 13,6,Default Garanty Used laptops,1709.19
4,Lenovo IdeaPad 33015AST,New,For Cut Design,Lenovo,1.24,2356,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,761.67
5,Lenovo IdeaPad 33015AST,New,Thin,Lenovo,1.5,2312,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,1661.46
6,Microsoft Surface Laptop 3 15,Used,For Work and Study,Microsoft,2.5,2312,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,1233.55
7,Acer Aspire 5 A51554G,Used,Gaming,Acer,1.5,1305,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,795.65
8,Microsoft Surface Laptop 3 15,New,For Business,Microsoft,2.56,2536,Some description about laptop Microsoft Surface Laptop 3 15,1,Default Garanty Microsoft,728.64
9,Dell Inspiron G5 15 5587,Used,For Business,Dell,2.5,2356,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,1204.09
10,MSI GF63 9RCX,New,Gaming,MSI,2.56,2539,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,897.09
11,MSI GL65 9SD206XRO,New,For Simple Tasks,MSI,2.5,2356,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,1044.99
12,Acer Nitro 5,New,Gaming,Acer,1.24,1790,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,1478.51
13,Google Pixelbook Go 256GB,New,For Business,Google,2.5,2356,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1710.23
14,Microsoft Surface Laptop 3 15,Used,For Cut Design,Microsoft,2.78,1245,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,766.17
15,Lenovo IdeaPad 33015AST,New,For Simple Tasks,Lenovo,2.34,1234,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,1046.41
16,Lenovo IdeaPad 33015AST,Used,For Cut Design,Lenovo,2.78,2356,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,1667.74
17,Microsoft Surface Laptop 3 15,New,Thin,Microsoft,1.35,1305,Some description about laptop Microsoft Surface Laptop 3 15,12,Default Garanty Microsoft,1416.31
18,Acer Nitro 5,New,For Cut Design,Acer,2.5,2312,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,542.51
19,Acer Nitro 5,New,For Business,Acer,2.78,1790,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1740.67
20,Acer Nitro 5,New,Gaming,Acer,2.78,1245,Some description about laptop Acer Nitro 5,6,Default Garanty Acer,678.74
21,Google Pixelbook Go 256GB,New,For Work and Study,Google,1.5,1245,Some description about laptop Google Pixelbook Go 256GB,6,Default Garanty Google,1115.56
