ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,HP 255 G7,Used,Gaming,HP,1.24,2356,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1528.77
2,Macbook Pro 15 Retina,Used,For Work and Study,Apple,1.5,2539,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,788.81
3,MSI GL65 9SD206XRO,Used,Thin,MSI,2.78,1234,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,557.99
4,Apple MacBook Pro,New,For Simple Tasks,Apple,1.24,1305,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1217.26
5,HP Pavilion Gaming 15cx0027ua,Used,For Business,HP,2.34,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1985.65
6,Asus ROG Strix G531GT,Used,Thin,Asus,1.35,2539,Some description about laptop Asus ROG Strix G531GT,12,Default Garanty Used laptops,1645.90
7,Acer Nitro 5,New,Gaming,Acer,1.35,1790,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,683.82
8,MSI GF63 9RCX,New,For Business,MSI,2.34,2356,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1392.65
9,Asus ROG Strix G531GT,Used,Gaming,Asus,1.24,1790,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1827.66
10,Macbook Pro 15 Retina,Used,For Cut Design,Apple,2.56,1305,Some description about laptop Macbook Pro 15 Retina,12,Default Garanty Apple,1336.40
11,Asus ROG STRIX 5,New,For Simple Tasks,Asus,2.56,1790,Some description about laptop Asus ROG STRIX 5,1,Default Garanty Asus,1779.92
12,Acer Nitro 5,New,For Cut Design,Acer,2.5,2356,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,958.33
13,HP Envy 17ce0005ur,New,Gaming,HP,1.24,2312,Some description about laptop HP Envy 17ce0005ur,1,Default Garanty HP,1190.08
14,MSI GF63 9RCX,New,For Business,MSI,1.5,2356,Some description about laptop MSI GF63 9RCX,6,Default Garanty MSI,868.46
15,Acer Nitro 5,New,For Business,Acer,2.34,1790,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1196.09
16,HP Pavilion Gaming 15cx0027ua,Used,Thin,HP,1.5,2312,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1521.28
