ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,HP Pavilion Gaming 15cx0027ua,New,For Work and Study,HP,2.56,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1241.55
2,Acer Aspire 5 A51554G,Used,For Cut Design,Acer,2.34,1234,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,816.59
3,HP Pavilion Gaming 15cx0027ua,Used,For Simple Tasks,HP,2.78,1790,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1930.32
4,HP Pavilion Gaming 15cx0027ua,Used,For Simple Tasks,HP,1.35,2356,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1209.20
5,Acer Aspire 5 A51554G,New,For Cut Design,Acer,2.78,1245,Some description about laptop Acer Aspire 5 A51554G,6,Default Garanty Used laptops,1915.52
6,HP 255 G7,Used,For Simple Tasks,HP,1.35,2312,Some description about laptop HP 255 G7,6,Default Garanty Used laptops,1969.37
7,Acer Aspire 5 A51554G,New,For Work and Study,Acer,2.56,1305,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1074.26
8,MSI GL65 9SD206XRO,Used,For Business,MSI,1.35,1305,Some description about laptop MSI GL65 9SD206XRO,6,Default Garanty Used laptops,1856.13
9,Lenovo IdeaPad 33015AST,Used,Gaming,Lenovo,2.5,2539,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,556.62
10,MSI GF63 9RCX,New,For Cut Design,MSI,2.5,1305,Some description about laptop MSI GF63 9RCX,6,Default Garanty MSI,1807.79
11,Acer Aspire 5 A51554G,New,For Cut Design,Acer,2.34,2312,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,1090.10
12,Dell Inspiron G5 15 5587,Used,Gaming,Dell,2.34,1234,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,1482.52
13,HP Pavilion Gaming 15cx0027ua,Used,Gaming,HP,2.78,2539,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1333.01
14,Apple MacBook Pro,New,For Cut Design,Apple,2.5,2536,Some description about laptop Apple MacBook Pro,12,Default Garanty Apple,618.92
15,Asus ROG Strix G531GT,Used,For Business,Asus,2.56,1234,Some description about laptop Asus ROG Strix G531GT,6,Default Garanty Used laptops,938.16
