ProductID,ProductName,CategoryName,SubcategoryName,BrandName,Thicknes,Weight,ProductDescription,DefaultGaranty,DefaultGarantyName,Price
1,Apple MacBook Pro,New,For Simple Tasks,Apple,2.34,2539,Some description about laptop Apple MacBook Pro,6,Default Garanty Apple,1793.00
2,MSI GF63 9RCX,New,For Cut Design,MSI,2.56,1234,Some description about laptop MSI GF63 9RCX,12,Default Garanty MSI,1033.62
3,Acer Aspire 5 A51554G,New,For Cut Design,Acer,2.5,2539,Some description about laptop Acer Aspire 5 A51554G,12,Default Garanty Used laptops,1267.03
4,MSI GL65 9SD206XRO,Used,Thin,MSI,1.5,2356,Some description about laptop MSI GL65 9SD206XRO,12,Default Garanty Used laptops,1879.72
5,Lenovo IdeaPad 33015AST,New,For Work and Study,Lenovo,1.35,2312,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,1906.75
6,Macbook Pro 15 Retina,New,For Work and Study,Apple,1.35,1234,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,1534.02
7,Lenovo IdeaPad 33015AST,New,For Business,Lenovo,2.34,1245,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,1897.67
8,Acer Nitro 5,New,For Business,Acer,2.78,2356,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1460.89
9,MSI GL65 9SD206XRO,Used,For Work and Study,MSI,2.5,1305,Some description about laptop MSI GL65 9SD206XRO,1,Default Garanty Used laptops,773.83
10,Lenovo IdeaPad 33015AST,Used,For Cut Design,Lenovo,2.5,2356,Some description about laptop Lenovo IdeaPad 33015AST,6,Default Garanty Used laptops,1336.47
11,HP Envy 17ce0005ur,New,For Cut Design,HP,1.35,1790,Some description about laptop HP Envy 17ce0005ur,12,Default Garanty HP,897.90
12,Dream Machines RS206017,Used,For Simple Tasks,Dream Machines,2.34,1790,Some description about laptop Dream Machines RS206017,12,Default Garanty Used laptops,589.56
13,Dell Inspiron G5 15 5587,Used,Thin,Dell,1.35,2312,Some description about laptop Dell Inspiron G5 15 5587,12,Default Garanty Used laptops,1341.46
14,Google Pixelbook Go 256GB,New,Thin,Google,2.78,2539,Some description about laptop Google Pixelbook Go 256GB,12,Default Garanty Google,1560.42
15,Macbook Pro 15 Retina,Used,Thin,Apple,2.78,2312,Some description about laptop Macbook Pro 15 Retina,12,Default Garanty Apple,1422.26
16,Lenovo IdeaPad 33015AST,Used,For Cut Design,Lenovo,1.24,2536,Some description about laptop Lenovo IdeaPad 33015AST,12,Default Garanty Used laptops,700.63
17,Acer Nitro 5,New,Thin,Acer,1.5,2356,Some description about laptop Acer Nitro 5,12,Default Garanty Acer,1967.80
18,HP 255 G7,Used,For Work and Study,HP,1.24,2536,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,854.01
19,Macbook Pro 15 Retina,Used,Gaming,Apple,2.56,1234,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,608.43
20,MSI GF63 9RCX,New,Gaming,MSI,2.56,2539,Some description about laptop MSI GF63 9RCX,6,Default Garanty MSI,1442.64
21,Asus ROG Strix G531GT,Used,For Business,Asus,2.34,1245,Some description about laptop Asus ROG Strix G531GT,1,Default Garanty Used laptops,1055.84
22,Lenovo IdeaPad S34014IWL,New,For Work and Study,Lenovo,2.78,1234,Some description about laptop Lenovo IdeaPad S34014IWL,12,Default Garanty Used laptops,931.76
23,Acer Aspire 5 A51554G,Used,Gaming,Acer,1.24,1234,Some description about laptop Acer Aspire 5 A51554G,1,Default Garanty Used laptops,1833.08
24,HP Pavilion Gaming 15cx0027ua,Used,For Cut Design,HP,1.24,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,1,Default Garanty HP,1645.21
25,Lenovo IdeaPad 33015AST,New,Gaming,Lenovo,1.35,2312,Some description about laptop Lenovo IdeaPad 33015AST,1,Default Garanty Used laptops,1922.85
26,Dell Inspiron G5 15 5587,Used,For Work and Study,Dell,1.5,1234,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,1835.16
27,HP Pavilion Gaming 15cx0027ua,Used,For Simple Tasks,HP,1.35,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,12,Default Garanty HP,1254.42
28,Dream Machines RS206017,New,Gaming,Dream Machines,1.24,1245,Some description about laptop Dream Machines RS206017,6,Default Garanty Used laptops,1536.41
29,Acer Aspire 5 A51554G,New,For Business,Acer,1.5,1245,Some description about laptop Acer Aspire 5 A51554G,6,Default Garanty Used laptops,1163.48
30,MSI GL65 9SD206XRO,New,For Work and Study,MSI,2.78,2536,Some description about laptop MSI GL65 9SD206XRO,1,Default Garanty Used laptops,1136.77
31,Acer Nitro 5,New,For Simple Tasks,Acer,2.78,2312,Some description about laptop Acer Nitro 5,1,Default Garanty Acer,1038.87
32,Dell Inspiron G5 15 5587,Used,For Business,Dell,2.56,2312,Some description about laptop Dell Inspiron G5 15 5587,1,Default Garanty Used laptops,755.67
33,HP Pavilion Gaming 15cx0027ua,New,For Business,HP,2.56,1305,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,872.33
34,HP 255 G7,Used,For Simple Tasks,HP,2.78,1234,Some description about laptop HP 255 G7,12,Default Garanty Used laptops,827.96
35,Macbook Pro 15 Retina,New,For Work and Study,Apple,2.5,2312,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,571.33
36,Macbook Pro 15 Retina,New,Gaming,Apple,2.78,1305,Some description about laptop Macbook Pro 15 Retina,1,Default Garanty Apple,1506.05
37,Macbook Pro 15 Retina,New,For Simple Tasks,Apple,1.24,2312,Some description about laptop Macbook Pro 15 Retina,12,Default Garanty Apple,568.86
38,HP Pavilion Gaming 15cx0027ua,New,Thin,HP,2.34,2539,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1088.12
39,HP Pavilion Gaming 15cx0027ua,Used,For Cut Design,HP,2.56,1245,Some description about laptop HP Pavilion Gaming 15cx0027ua,6,Default Garanty HP,1651.37
40,Google Pixelbook Go 256GB,New,For Simple Tasks,Google,1.24,1790,Some description about laptop Google Pixelbook Go 256GB,6,Default Garanty Google,1944.42
41,Asus ROG STRIX 5,New,Thin,Asus,2.56,1305,Some description about laptop Asus ROG STRIX 5,6,Default Garanty Asus,1337.96
42,HP 255 G7,Used,For Cut Design,HP,2.56,1245,Some description about laptop HP 255 G7,1,Default Garanty Used laptops,1888.94
43,HP Envy 17ce0005ur,New,Thin,HP,1.5,1245,Some description about laptop HP Envy 17ce0005ur,6,Default Garanty HP,1150.62
44,Apple MacBook Air 13,Used,Thin,Apple,2.5,1245,Some description about laptop Apple MacBook Air 13,12,Default Garanty Used laptops,1773.60
