Date,ClientID,FeedbackDetailID,ProductID,MeanRatingProduct
2020-05-26,5097,1764,38289,4
2019-03-23,1385,2165,23322,3
2020-12-01,3860,2475,59165,3
2019-12-10,8578,9102,55810,5
2020-11-21,3693,1227,30709,3
2019-04-07,8304,16819,39726,4
2020-09-03,2350,4995,44668,5
2019-06-22,9485,11856,1016,2
2019-08-13,5291,7341,7051,2
2020-10-03,9536,13567,47631,2
2019-11-06,9967,10749,9115,5
2019-12-04,3561,17217,59812,5
2020-09-11,7019,16144,53370,3
2019-08-19,6278,13322,10007,2
2020-01-23,6398,16206,67110,2
2019-01-23,2722,18571,42501,5
2020-02-25,983,14336,43936,1
2019-07-25,8446,19593,6444,3
2019-09-06,7525,14667,21455,2
2019-06-20,9755,16834,11555,5
2021-01-29,5476,13631,15524,5
2019-12-11,5776,6566,57670,5
2021-01-04,2495,11853,65651,5
2020-01-02,5215,19446,68521,4
2021-02-20,8774,7553,3800,3
2019-02-08,1419,6559,22501,3
2019-11-29,2003,1138,47343,5
2020-06-27,8675,13770,63050,4
2019-02-12,6118,10878,13485,5
2019-12-18,6424,17657,54221,2
2019-01-12,6374,12174,29642,1
2020-04-23,3145,9964,66577,2
2019-02-16,8207,10113,26940,1
2020-05-08,5146,11225,5906,2
2020-02-22,8068,2913,62463,2
2020-04-26,6053,,16845,
2020-01-07,7836,1997,43629,3
2019-09-28,9714,10199,11919,5
2020-12-14,3161,86,18198,3
2019-04-06,6806,5686,33299,1
2019-07-20,4041,5075,33833,1
2020-01-10,4566,17151,31277,4
2020-05-11,7453,13038,68563,4
2019-01-24,3775,580,3610,3
2019-04-29,1932,764,27665,4
2019-08-31,4257,13365,4252,5
2020-08-16,706,18496,62245,4
2019-11-25,4692,5989,33129,4
2019-09-02,4531,7738,46051,1
2020-01-08,9077,11557,35074,1
2020-01-31,8177,2426,67228,2
2020-03-18,8853,14611,31298,4
2021-02-24,1852,18064,68707,3
2020-11-30,9170,15129,732,1
2019-02-28,8778,11320,17540,2
2019-01-23,6816,,69675,
2020-06-05,6367,9355,37359,4
2020-09-10,3089,738,36105,1
2020-02-08,2486,5638,9256,2
2020-07-11,5632,6907,9749,1
2020-05-28,8808,10246,15616,4
2020-03-03,4729,19570,17454,1
2019-02-26,7679,12755,18689,2
2019-12-22,2301,12470,54068,5
2021-01-20,5268,10715,56255,4
2020-05-18,6133,5299,65545,3
2020-08-10,454,17945,57744,5
2019-06-30,8707,16447,37336,4
2020-02-12,6118,13902,49719,2
2020-01-29,136,11541,67362,1
2019-05-05,6240,11799,19394,2
2019-08-12,1814,16062,66686,4
2020-11-14,3967,10292,61893,1
2020-02-21,1081,11924,5171,2
2020-11-29,9343,5683,53653,1
2019-09-29,2769,10928,6258,4
2019-08-01,5475,4733,3535,4
2020-04-17,5097,1666,53494,3
2020-01-04,5029,15885,28441,2
2020-11-11,7927,4712,33914,3
2020-09-09,7154,9922,53797,1
2021-01-14,53,3200,52884,5
2020-12-20,7089,9326,43432,3
2019-01-11,598,2692,45730,1
2019-03-29,4737,12909,10439,2
2020-03-18,5675,18415,16333,1
2020-02-08,1974,4903,6882,1
2019-09-28,4910,8246,56790,3
2019-09-22,1944,15740,63360,3
2021-01-08,9807,9938,21162,5
2019-02-19,8284,17314,6665,3
2020-12-26,6121,17883,6185,3
2020-04-02,7325,8592,7596,3
2020-03-09,2879,12167,34062,3
2019-06-30,1557,14710,12579,2
2019-07-07,1926,9108,13857,1
2019-05-14,6290,18934,227,3
2020-05-02,5044,6061,56911,1
2019-12-04,617,8743,37023,1
2020-12-24,9576,17428,34521,3
2019-04-24,5983,8238,60224,5
2019-09-08,4059,5816,16936,1
2020-08-09,3426,2326,47046,4
2019-01-10,8098,9875,24785,5
2020-01-17,9453,4797,1422,4
2020-09-03,9942,5810,15281,3
2019-08-09,3754,1274,3221,1
2019-12-28,5015,8624,26317,2
2020-10-03,5798,14151,49375,3
2020-10-03,9327,8866,38469,4
2020-09-25,687,12528,43965,1
2020-03-09,5412,9354,38600,5
2019-05-23,6902,9641,45486,4
2020-07-06,8957,17861,13284,1
2020-07-29,7077,15976,30711,2
2020-07-18,5161,11847,63851,5
2020-04-26,5837,2738,58997,4
2019-04-29,1187,11115,63736,5
2020-06-11,3217,17058,68329,4
2020-01-22,828,11216,65940,2
2019-04-14,6529,13398,41885,3
2021-02-12,7243,14676,41250,2
2020-01-30,3024,10416,26051,4
2019-06-07,1006,10532,67992,3
2020-09-15,7009,19044,63945,3
2020-07-15,3645,5297,64859,2
2020-08-23,5397,15615,11409,2
2019-02-02,7455,10510,69316,5
2019-06-13,3053,2585,61635,2
2020-02-16,8229,15726,30826,4
2019-06-23,9479,19137,3613,3
2019-09-16,9015,10482,42940,4
2020-10-10,2466,721,13245,2
2020-10-14,5618,13771,24576,1
2020-03-20,8520,10296,1428,4
2021-01-26,6318,8569,69354,1
2020-07-19,8848,14515,46717,3
2021-02-14,3467,17415,61206,3
2020-09-28,4484,15755,47165,4
2019-07-16,3080,7203,68682,4
2020-04-25,7908,4700,49965,2
2020-05-23,9094,9017,21774,4
2019-04-24,3423,7698,46283,4
2020-10-31,6330,5516,30650,4
2019-04-13,9107,14852,44415,5
2019-02-28,2139,11471,52541,5
2019-03-11,7250,18530,14772,3
2020-06-12,475,14799,42275,5
2020-09-17,2960,7213,63673,4
2019-12-19,4310,6591,15223,1
2019-03-05,1695,14483,9879,3
2020-05-08,2783,13817,30944,1
2019-10-15,5358,65,57448,3
2019-01-12,8715,16313,26609,4
2020-04-30,314,16070,4248,2
2019-10-10,1487,5365,45619,2
2019-04-22,8632,9180,38099,3
2020-05-15,9813,3790,5373,1
2020-02-11,8990,13955,23643,1
2019-11-30,1020,17876,50652,1
2019-01-07,9426,4068,869,5
2019-02-05,2040,14303,63035,1
2019-09-24,8757,11573,28987,3
2020-03-20,3535,3183,38477,4
2020-11-18,5380,7798,53505,2
2019-10-10,2520,11252,68688,3
2019-01-17,9923,3373,8082,3
2019-09-14,5121,13215,21840,5
2020-12-18,4870,18947,35213,2
2019-09-03,9787,8738,21212,4
2019-07-02,9353,3858,16288,4
2019-07-10,2212,13816,61180,3
2019-11-12,5765,14034,59155,5
2019-09-06,5048,11430,66196,5
2020-05-01,5124,,47530,
2019-08-26,6936,12526,18426,4
2019-06-17,7089,107,47161,5
2019-02-01,6640,12236,42751,5
2019-04-22,4171,16962,28397,1
2019-06-22,9708,17752,10841,3
2020-11-08,2916,5116,45544,4
2020-06-03,7650,8351,62560,5
2019-02-09,8801,3694,24220,4
2019-05-07,6217,9262,7868,4
2019-05-17,9837,11227,32135,3
2020-02-28,1579,13867,32920,2
2020-03-11,706,18916,57250,1
2019-05-03,6616,19967,7050,5
2020-08-07,3765,16370,32005,2
2020-03-03,1141,13514,54401,3
2019-10-24,1623,8878,63996,2
2021-01-14,818,18182,56365,2
2019-08-12,2740,10207,36385,2
2019-04-22,7866,14044,11958,3
2020-06-24,3382,13586,4413,5
2020-12-23,7387,14872,60591,1
2020-09-30,9760,16600,16493,3
2019-05-19,5566,7744,8163,2
2020-09-18,9923,10153,27716,2
2020-08-06,5451,16259,32076,5
2019-01-16,7339,17997,631,2
2020-03-24,4342,5815,49163,2
2020-01-30,3315,13403,39447,1
2020-09-26,3631,7853,52704,4
2020-10-06,6824,11725,62282,2
2020-03-07,810,4265,38304,2
2019-08-22,6167,4723,15293,3
2021-01-01,1196,8051,52290,5
2020-11-14,5423,5469,46520,1
2021-02-19,1462,6536,1326,4
2020-08-02,5572,1694,23351,1
2019-10-29,2614,11590,58663,5
2019-04-16,7286,4344,29931,1
2019-06-02,513,15971,20997,3
2019-08-31,6135,12755,9429,4
2019-05-19,5280,14288,17605,1
2019-01-19,2922,16696,35986,2
2021-01-21,3239,16675,26682,3
2020-06-24,8112,8408,69745,4
2019-01-16,9702,17893,40129,2
2020-02-24,8086,10151,67796,3
2020-04-14,2708,5589,31467,2
2019-04-23,5863,3119,19719,1
2020-02-02,670,10837,29002,1
2019-06-26,3810,4421,8589,3
2021-02-17,5118,18285,58526,4
2020-10-14,3830,14565,26789,5
2020-07-16,4655,15302,9900,2
2021-02-01,4528,17889,8989,2
2020-12-29,6900,14741,19325,2
2020-08-23,6751,10469,39038,3
2019-03-25,4566,5044,32212,2
2019-03-25,4236,498,61154,3
2020-05-03,3437,8979,69737,2
2019-07-05,7892,15929,19402,5
2019-03-08,9249,5104,58554,4
2019-10-18,8575,2090,60064,3
2019-12-31,4130,3569,49840,3
2019-10-13,3489,14609,37084,1
2019-03-01,3765,6706,14176,4
2019-02-02,7001,12296,22556,3
2019-11-30,4460,16496,2341,3
2020-03-31,9881,17518,1755,3
2020-01-07,3564,13148,14830,4
2019-10-15,3099,19064,43428,2
2020-03-29,3864,12036,17436,4
