Date,ClientID,FeedbackDetailID,ProductID,MeanRatingProduct
2019-11-04,4923,19272,40293,4
2019-01-06,5140,19293,52184,4
2019-03-05,3265,5948,48352,5
2019-07-26,1091,7708,68510,1
2020-07-20,4474,7185,12710,4
2020-10-25,8343,19725,7121,1
2019-02-03,8672,7816,18159,5
2020-09-21,4306,2051,14991,4
2019-03-02,9631,12789,19434,2
2019-12-31,2510,17765,55536,5
2019-10-08,8705,17060,68965,1
2020-03-16,137,17006,16055,4
2019-06-13,1909,19237,48597,1
2021-01-29,5190,4225,1744,3
2019-03-30,4966,4294,28965,2
2020-01-30,322,14787,61560,3
2020-05-18,1610,4659,20003,1
2021-01-01,4758,10619,46834,1
2019-07-27,6582,6938,629,3
2020-06-02,2575,9578,63521,1
2019-04-26,7972,8030,30070,2
2020-05-21,3889,954,15517,4
2020-07-01,5789,14650,44295,2
2019-10-06,6466,4456,54329,4
2020-01-19,8427,8563,67548,5
2020-09-25,4203,10653,55101,2
2019-08-29,957,7097,59778,4
2019-09-27,1602,6047,37227,2
2020-03-13,319,11796,36585,1
2021-01-25,1789,17913,26705,5
2021-01-06,9018,13825,32061,4
2019-06-07,9038,13959,37595,3
2021-02-06,8700,10910,37357,5
2019-10-07,2965,5279,25662,2
2019-01-05,5762,12133,46328,4
2020-09-17,589,16318,47642,5
2019-07-13,344,6182,32491,2
2019-09-08,6763,12512,58518,5
2019-12-18,8070,19515,47642,5
2020-10-05,1446,5288,11676,1
2020-09-02,6406,19642,19164,1
2019-12-21,1844,15999,65618,4
2020-10-04,1311,6747,41426,2
2020-03-01,5104,11571,51957,2
2020-10-12,9602,19738,44190,5
2020-02-15,7933,12937,69196,5
2019-08-20,1286,16399,32301,4
2020-08-16,8083,16977,26267,2
2020-02-12,8752,1014,33834,5
2019-06-23,2445,8497,36535,4
2020-05-18,448,7035,54509,3
2020-02-12,2743,2867,24112,1
2020-07-22,2983,5928,23207,3
2019-02-11,1278,3472,62047,2
2020-03-18,4240,18859,62312,2
2020-09-22,9115,2211,62853,3
2019-10-28,9960,13829,10067,1
2020-09-19,4676,18665,66807,3
2021-01-27,1703,6395,49134,1
2020-04-05,3679,7545,20439,2
2020-11-02,4928,14637,36815,2
2020-02-14,5376,1269,37285,2
2020-04-28,7060,9012,27727,3
2020-08-20,7230,16101,14299,2
2020-01-23,2901,7456,13902,3
2020-10-28,4623,3466,13743,4
2019-06-23,8828,1533,66854,3
2020-08-24,1147,14119,32293,5
2019-11-21,7150,5803,48743,2
2021-02-04,3562,11129,46532,5
2019-05-30,4362,9736,19373,3
2020-08-04,2181,13362,57694,3
2019-08-29,9471,10592,21600,3
2019-09-06,830,5736,9349,4
2020-08-08,2652,19009,23241,4
2020-09-24,1431,10435,52847,2
2020-07-12,2276,4468,26565,5
2019-05-13,8722,12228,44979,2
2019-02-24,8559,11623,3059,3
2020-12-20,2495,7587,35919,4
2019-10-30,2631,14694,40201,5
2019-08-23,839,18013,54658,4
2019-11-26,6368,13147,30852,2
2020-11-05,391,13258,18176,3
2019-09-14,2501,19527,57114,1
2020-10-19,7814,17751,55044,5
2020-04-19,7232,7474,43939,2
2020-03-14,5201,17095,60276,2
2019-07-07,2664,11683,65321,5
2020-01-23,7180,8303,44562,2
2020-03-26,9940,7876,68816,2
2020-10-20,9728,14246,12293,2
2020-12-08,9240,9708,51702,5
2020-01-13,9291,14337,16740,3
2019-06-02,6657,18700,35010,2
2020-07-03,7940,19208,3354,4
2020-11-03,2793,13254,35215,4
2020-05-16,7154,15749,35893,1
2019-12-16,5656,13588,54839,3
2020-01-02,5269,14923,32155,4
2020-08-04,6507,12350,52396,4
2019-07-16,6163,18050,37171,5
2021-01-24,4217,12811,29138,3
2019-04-22,6947,2994,49881,5
2019-11-16,2916,47,28846,3
2019-03-18,5410,15651,13184,2
2019-06-08,3582,15533,8857,3
2019-05-09,178,18102,46823,3
2020-10-18,1354,18327,49440,1
2020-07-21,2399,13100,30058,4
2019-05-12,1853,12768,16146,5
2020-02-24,5686,3619,44539,1
2019-04-12,5681,14928,29898,1
2020-01-07,9102,15863,13452,2
2020-10-20,4803,9788,19128,2
2019-03-05,5789,5082,52600,4
2019-05-08,8332,2133,5986,3
2020-03-05,7448,8960,63364,4
2020-02-11,869,15245,69808,1
2019-10-17,2918,14176,4592,2
2020-09-05,3590,13232,60683,2
2020-09-05,6705,4328,58420,5
2020-07-15,2778,13491,8766,3
2019-07-26,5077,10119,43122,5
2020-06-24,5951,15840,36048,1
2019-01-03,1714,7143,65264,2
2020-07-12,9142,,25648,
2020-10-14,9348,9900,465,5
2020-02-08,441,14776,36015,2
2020-04-05,9555,16130,54597,4
2019-07-02,4922,7227,26305,4
