Date,ClientID,FeedbackDetailID,ProductID,MeanRatingProduct
2020-07-22,601,3980,29916,4
2021-01-01,6790,7204,21223,3
2021-01-14,977,14410,27447,4
2019-10-30,2926,16284,67833,2
2020-06-21,794,15302,2131,3
2020-05-13,7901,15541,28892,5
2020-02-12,6165,3870,68446,4
2021-02-11,3099,2493,5021,2
2019-11-17,4510,5134,26847,1
2019-06-16,2328,18881,31594,4
2019-11-29,244,9053,5076,5
2020-01-21,7807,7872,49537,5
2020-09-04,6707,10998,55866,5
2020-11-24,9321,12274,65794,1
2020-02-08,3369,16481,17298,1
2019-04-06,9109,10276,44238,1
2020-05-24,1545,4854,54290,2
2020-07-02,3231,18504,65076,4
2019-01-17,5510,18329,35395,2
2021-01-28,8141,19971,53117,1
2019-07-05,5609,7224,55538,3
2019-03-24,1845,8036,36715,2
2019-05-22,8057,4690,25997,5
2020-04-22,8350,15505,36393,1
2019-08-07,4788,15873,47958,1
2019-06-12,6787,19132,61899,1
2020-11-20,6625,404,41370,3
2019-01-17,692,16997,975,3
2020-04-10,8015,10735,56928,5
2020-11-25,9597,9495,30293,3
2019-12-04,8640,,36819,
2019-03-29,899,14352,5956,4
2019-03-19,2131,7858,17648,4
2019-02-08,1290,18121,68783,1
2019-10-22,4708,19349,36039,5
2020-09-16,426,10783,44845,4
2020-10-17,8077,9495,47229,5
2020-11-28,310,1088,39576,5
2019-04-02,8060,14866,31166,2
2019-12-03,542,8581,54231,1
2019-04-02,9389,16130,49899,1
2020-03-17,243,,60133,
2020-08-03,5263,13928,51777,5
2020-05-05,7968,13458,10541,5
2019-12-22,3389,17362,18661,3
2019-04-04,948,15795,63340,3
2019-09-11,1620,17540,58387,3
2021-01-30,2981,17539,1949,5
2021-02-23,7007,12801,31371,4
2019-11-06,1657,18415,55040,3
2019-09-22,456,415,63253,3
2021-01-13,5132,6604,56330,5
2019-06-17,2698,1571,60623,2
2019-08-09,2707,13517,54754,5
2019-06-04,5593,14259,41163,3
2019-10-17,2977,10066,63379,2
2020-12-29,3604,2917,19321,2
2020-02-24,9017,3276,21312,5
2020-05-20,7720,7363,49307,2
2019-02-05,7437,14630,63091,5
2020-02-13,8440,9936,8132,3
2020-11-17,592,16952,39513,1
2020-07-02,4243,15209,68098,5
2020-02-14,205,15292,18374,4
2019-12-25,1930,19137,47557,2
2019-06-28,137,1615,17354,1
2019-05-05,2807,6533,42754,2
2019-12-14,2579,8544,12400,5
2019-12-17,6533,14763,56878,2
2020-01-18,6199,15349,67068,1
2020-03-10,4391,1665,47908,3
2020-09-03,7538,19498,58272,3
2019-01-18,1118,16505,62618,4
2019-07-22,8070,13346,10121,5
2020-06-23,1221,6714,33700,1
2019-02-05,7368,1653,21658,5
2021-01-01,290,11363,51828,5
2019-09-01,4760,19792,66955,5
2019-09-15,1000,10694,18869,3
2020-05-02,2113,3573,29787,1
2020-04-22,9064,9930,15169,4
2021-01-26,5241,901,21839,1
2020-04-07,7675,2248,47235,4
2019-02-08,915,7529,17466,3
2019-09-29,4990,18186,51868,5
2020-03-20,961,17788,18005,3
2020-05-28,2490,14053,43791,1
2019-05-29,8001,13129,59968,1
2019-03-19,5361,12040,49528,4
2019-10-15,7609,17555,45267,3
2019-02-07,4649,12460,7456,5
2020-08-03,1233,11423,22185,4
2020-08-01,8720,2696,25129,1
2019-09-03,4934,16343,7381,4
2020-10-31,8850,14227,11433,1
2019-09-14,5296,9831,59665,3
2019-04-01,2263,,55273,
2020-01-18,92,2417,3189,5
2020-09-30,2664,7251,58048,2
2020-02-19,4472,18733,10613,5
2019-10-05,1422,6896,3751,5
2020-08-27,8970,5689,66409,4
2021-01-05,1429,1264,56956,2
2019-10-27,8981,891,24681,5
2020-02-20,8888,11895,9189,1
2019-10-22,2570,10823,10155,2
2019-12-18,4519,,39786,
2019-09-14,5404,7833,4238,3
2019-05-07,1752,9208,7547,1
2020-02-17,3165,7663,37239,3
2019-01-23,4773,13225,7682,3
2020-09-02,563,7435,12402,5
2021-02-15,8255,7561,42179,5
2020-03-06,9780,11935,42642,3
2020-11-07,7646,7502,39302,3
2020-10-23,1623,18190,2067,3
2019-08-15,1203,18314,68364,5
2020-11-13,8601,18619,52718,5
2019-05-09,1916,14587,48514,5
2020-09-13,8081,6834,31492,2
2019-01-17,9155,6152,38329,5
2020-11-10,5342,3732,68606,4
2019-03-31,5597,1420,38958,1
2019-01-26,7621,5763,10123,1
2020-02-05,4029,3566,33843,5
2019-04-13,3441,3223,37420,4
2019-05-27,8965,10420,42992,4
2019-03-26,2072,14996,22029,1
2019-02-03,1137,16355,52746,3
2019-12-12,5296,13936,52159,2
2019-01-24,8876,16106,39098,5
2020-03-08,1343,272,44313,2
2019-05-22,1143,49,41763,5
2021-02-15,6962,16313,57087,2
2020-12-09,7556,7397,3601,5
2020-12-21,7748,8986,27122,4
2019-04-15,9662,,35479,
2020-10-22,4137,10258,56264,1
2020-01-15,8602,18130,56219,4
2019-05-04,6930,1676,26726,3
2020-08-24,4514,14446,61283,2
2019-12-28,237,17397,59010,1
2020-02-10,651,12840,24097,3
2020-12-17,9098,2311,45393,5
2020-03-31,9176,10892,22840,5
2020-08-20,1403,18391,57500,1
2020-01-01,9495,18771,41554,3
2019-12-10,2067,18529,4965,4
2021-02-09,8107,14341,2437,2
2019-06-12,7642,13340,64999,5
2020-04-01,2035,3061,11938,4
2020-03-16,6949,3816,21933,2
2019-07-23,6671,19394,68450,1
2019-06-26,9727,743,25139,4
2020-12-18,3964,9067,39896,1
2019-03-19,5552,12054,47689,3
2020-01-09,1441,13688,23900,3
2020-12-21,397,,35092,
2020-05-10,6829,3802,1872,2
2021-01-29,7436,13441,20047,4
2019-10-29,947,9995,5657,4
2019-04-30,4518,16521,12970,2
2019-03-05,5207,4318,57988,3
2019-03-11,8184,5353,40699,1
2021-02-27,7658,2756,37910,5
2020-02-19,3128,3406,805,4
2019-09-30,816,1737,51743,2
2019-12-22,7252,12594,1161,4
2019-07-28,2688,2736,16412,2
2020-07-14,7403,11192,35466,5
2021-01-29,4699,15703,19883,5
2019-03-15,3046,5959,63966,5
2019-09-28,3771,6867,64911,4
2021-02-24,9483,1513,24578,2
2020-02-06,9095,653,49135,1
2019-11-17,1598,7505,48411,4
2019-02-04,4574,15743,11821,4
2020-08-28,1968,18535,29875,5
2019-06-29,2198,8452,63141,4
2019-04-03,533,11872,37351,4
2019-04-18,7695,19445,51868,3
2019-08-20,8061,6755,31533,1
2020-04-22,5777,4097,4890,1
2020-02-12,9702,5079,38046,2
2020-09-11,4485,16577,19333,2
2019-07-17,4348,15810,23259,1
