Date,ClientID,FeedbackDetailID,ProductID,MeanRatingProduct
2021-01-30,7031,15325,22081,4
2019-01-12,7174,15594,2850,5
2019-10-22,109,19539,46567,2
2020-12-20,1794,19507,3880,5
2019-06-21,6190,9565,9412,5
2020-06-09,4915,1400,868,2
2020-12-29,4210,3747,54752,1
2019-10-14,3866,11380,53017,5
2019-01-04,2757,1001,46107,4
2019-05-04,4055,6391,17650,1
2021-02-27,857,19842,11388,4
2020-07-04,9030,10400,53567,4
2020-10-22,3092,12940,25254,4
2020-09-29,1864,3212,69783,4
2020-10-28,5403,18493,2414,4
2019-08-30,1047,948,19904,4
2020-01-13,8908,6226,5788,4
2019-12-09,4724,4886,46721,4
2020-12-07,6359,18970,20307,4
2019-10-05,1202,2257,18297,3
2020-11-19,3081,8380,43047,5
2019-04-10,8934,6690,39808,4
2020-03-02,4293,1737,37617,4
2021-01-31,612,16127,952,1
2020-05-30,1571,17647,4790,2
2020-01-10,9979,9026,68855,3
2020-10-29,1445,4133,18235,3
2020-01-15,160,2040,68153,4
2019-11-18,9913,12755,39567,1
2019-07-29,7511,10325,27017,2
2019-10-06,7668,452,60901,5
2019-08-18,4068,18523,11309,2
2019-02-12,9829,101,54861,5
2019-03-07,3244,18687,9297,4
2020-07-16,6694,16644,19749,2
2021-01-09,3555,14035,24420,5
2019-08-01,9025,13406,20055,1
2019-04-20,4718,13342,53088,5
2021-01-25,4918,6029,30877,4
2019-03-04,629,43,25598,5
2020-09-26,8034,10162,22493,5
2020-02-17,3672,13092,29122,1
2019-12-24,3162,2214,60192,2
2020-07-02,6701,16362,8356,5
2020-12-04,124,3797,28029,1
2021-01-19,5915,19149,43377,2
2019-02-03,6732,16643,44156,3
2019-04-03,7702,1501,11168,4
2020-06-16,4237,9792,22905,3
2019-09-22,1237,4656,61548,5
2020-04-02,1356,1438,55558,1
2019-04-25,7260,13091,16995,2
2020-10-19,705,15023,42550,4
2019-02-24,806,10896,63652,2
2019-01-06,8585,18474,10884,5
2020-10-17,1625,6622,44021,1
2020-12-20,5602,15105,59694,2
2021-01-15,4329,13734,5907,2
2019-02-18,8393,19805,44594,3
2020-08-13,4931,1713,64744,4
2019-02-13,4448,1477,63315,4
2019-09-26,668,7040,40600,5
2019-07-28,8414,1095,61953,4
2020-08-02,9171,14090,46316,3
2019-03-11,1658,3962,13634,1
2020-04-05,9572,6784,23497,5
2019-10-31,8299,7513,64285,4
2021-01-15,711,16918,32668,1
2020-02-09,3266,15224,63158,5
2019-05-27,8389,9086,18624,5
2019-11-27,5367,12808,38729,1
2019-09-04,9674,9512,35828,2
2020-01-08,3395,17489,64795,3
2020-03-31,6502,16542,14628,1
2020-11-25,7693,12560,42275,4
2019-03-28,9988,13210,36605,2
2019-04-30,5194,6903,6621,1
2019-10-11,8939,5458,21365,5
2019-08-02,4088,15548,9595,3
2019-12-19,946,5568,21969,1
2019-06-05,7278,13056,41182,3
2019-09-03,9223,11953,7703,2
2020-11-27,415,3838,51657,4
2019-06-19,9931,1063,66331,5
2019-06-30,8331,14477,2133,1
2019-06-29,5548,9224,9618,2
2020-07-19,1373,3054,50159,5
2020-11-22,8802,13543,17721,5
2020-09-01,5877,15347,3438,2
2020-08-09,5551,14870,23989,1
2020-05-06,913,1838,44527,4
2020-06-01,8297,3862,57369,2
2021-01-14,1904,3284,42259,3
2019-12-17,3814,14318,28251,3
2019-08-15,9134,4020,26230,5
2019-02-13,7818,3234,57926,3
2021-01-17,8521,367,65885,3
2019-12-02,2923,10393,37504,3
2019-03-01,1676,8631,15366,1
2019-06-07,8339,6990,22916,4
2020-08-22,4145,3551,35455,1
2021-02-01,803,10179,52780,1
2020-01-25,4234,16805,39576,3
2019-01-08,964,9555,36582,2
2020-06-07,5028,11653,17798,3
2019-12-10,1643,5835,61696,2
2020-09-11,7532,9799,58926,5
2019-03-26,3494,6904,45261,1
2020-05-07,9428,6792,49098,1
2020-10-21,3402,19387,25225,1
2020-07-27,3016,7952,30720,1
