Date,ClientID,FeedbackDetailID,ProductID,MeanRatingProduct
2020-11-29,8498,11611,16616,2
2020-10-22,5785,5898,40165,5
2020-10-14,618,14706,5432,4
2020-12-18,9736,246,32,3
2020-06-14,1297,2213,37181,3
2020-06-15,15,10919,5826,4
2020-09-27,311,7310,12498,4
2019-04-02,7420,8938,38,3
2019-06-26,1031,2051,56060,3
2020-04-08,2300,19010,66530,5
2021-01-31,8871,4446,16349,3
2020-12-12,2960,11819,3419,3
2019-11-23,7225,5219,62587,5
2019-10-13,6587,11500,24126,3
2020-03-31,387,2582,46913,1
2019-10-13,3005,5234,67559,5
2020-11-18,3044,16982,35032,3
2019-08-02,5627,11060,7601,2
2019-09-03,2418,8695,8043,4
2020-11-23,3515,17657,69670,2
2019-12-05,2998,8116,45778,1
2019-08-10,815,13376,82,1
2020-12-19,4024,8200,66702,5
2019-07-16,1434,878,19402,5
2020-07-29,2883,19342,27176,1
2019-03-09,6779,14086,20156,5
2019-05-02,6712,1012,10466,5
2019-06-04,2584,19292,63776,1
2020-07-26,3885,6587,51258,2
2020-06-18,5703,12674,3606,3
2021-01-14,3787,15877,24311,2
2020-05-13,2569,235,29155,4
2019-06-03,2946,8214,37589,2
2019-10-04,4109,249,1286,5
2020-12-09,7785,1397,3214,2
2021-01-30,9225,7752,22458,5
2019-11-05,6307,2428,55119,5
2019-05-11,202,15452,66411,3
2020-08-16,4746,13448,6605,4
2019-08-31,1821,4159,15191,5
2019-06-22,7903,12193,22597,3
2020-06-14,2430,9032,37095,4
2020-01-08,6733,2452,1081,2
2019-12-08,9536,19877,40656,2
2019-06-30,6168,9757,60611,2
2020-08-13,2431,6362,13147,4
2020-12-05,8330,10218,9895,5
2020-10-28,1164,18496,7322,5
2020-01-08,972,18727,28662,5
2019-09-10,6471,5223,22837,1
2019-05-02,5036,15069,41176,4
2021-01-01,9588,481,11058,1
2019-12-20,2427,6659,56623,5
2019-10-30,1818,2552,35781,2
2019-12-10,9262,2062,29639,4
2020-04-10,5919,10868,60655,5
2019-11-07,92,16468,60951,4
2019-03-27,6891,2212,30756,4
2020-10-25,8020,5093,34025,3
2020-07-07,2049,10092,61096,3
2019-01-14,1815,6031,50370,2
2020-08-05,7465,4266,22260,5
2019-03-29,6143,19872,15551,4
2019-09-20,3017,19127,48039,1
2019-01-25,8309,18643,43624,1
2019-05-31,4825,10357,63249,1
2020-09-06,823,14795,11312,4
