Date,ClientID,FeedbackDetailID,ProductID,MeanRatingProduct
2020-07-27,7501,8821,54496,2
2020-03-01,7187,11798,66884,3
2019-05-16,8079,2759,40366,2
2019-06-23,4850,5870,22448,4
2021-02-19,2310,2813,62728,5
2020-04-19,5960,6006,14487,1
2020-12-21,2622,700,59173,3
2019-10-03,2385,,63286,
2020-04-18,9899,12248,47899,2
2021-02-02,9878,3744,69517,2
2020-02-22,2419,10757,14366,3
2020-12-15,6426,12199,63247,1
2019-07-01,6914,10067,62819,3
2021-01-29,3345,10568,64465,5
2020-07-25,2439,5099,23621,1
2019-04-10,2434,18516,21658,3
2020-07-28,7352,7711,27666,1
2020-10-17,1446,4690,30838,5
2020-10-28,5822,2060,25814,4
2019-11-03,9784,3194,50734,5
2019-06-02,1665,10096,46918,1
2020-04-19,5178,2480,49147,5
2020-11-20,137,2225,6867,5
2021-01-10,3290,5031,56768,4
2020-07-16,3141,4930,51527,1
2020-08-16,626,9575,16604,2
2019-04-15,8627,5174,59422,1
2019-01-11,8753,4615,6895,3
2019-03-12,4776,7035,44371,3
2021-02-22,8928,18431,63250,2
2019-07-05,8758,19780,42365,3
2019-07-25,492,16168,60611,4
2020-05-11,6910,11091,8580,1
2019-10-04,9204,12522,32492,4
2020-11-09,3620,,57706,
2020-06-30,4674,9371,22516,1
2020-02-22,497,5138,63881,2
2020-06-16,2566,7424,29224,3
2020-03-03,7013,5580,44893,4
2019-11-29,1786,19013,49471,2
2020-02-07,4503,1991,15586,2
2020-10-06,6948,19658,17396,3
2020-01-11,4230,10285,17535,2
2020-03-25,1457,6254,5931,1
2019-01-22,3944,2742,3338,5
2019-12-16,4241,6623,12941,1
2019-05-13,5770,6415,57275,3
2020-11-14,5379,13438,51446,1
2020-03-14,6550,14749,54278,1
2021-02-28,545,11166,54382,1
2020-12-13,3420,2250,7242,1
2019-04-12,4061,13478,6070,3
2019-06-11,7214,16476,37232,4
2020-01-01,3680,6889,18027,2
2019-08-29,8681,8185,10740,1
2020-02-23,1599,8131,26789,4
2020-09-25,9240,2275,42270,1
2019-06-01,5072,11111,42901,4
2019-05-15,4560,16350,457,2
2019-12-24,1700,6632,40997,3
2020-04-18,3870,19154,15547,1
2020-06-06,8262,11808,62041,5
2019-04-28,8751,4091,3585,3
2019-04-01,8285,1940,13073,1
2019-02-11,684,13965,54960,5
2019-05-16,1419,7246,58221,3
2019-10-17,9014,3938,43037,5
2019-06-30,5350,,67655,
2020-08-05,5710,8743,39162,5
2021-02-02,6894,4575,44290,5
2019-01-01,5530,7394,44679,3
2019-09-17,2298,5086,48176,4
2019-11-13,2867,12471,27960,1
2019-06-17,3007,2482,57154,2
2020-05-31,3828,7687,26153,2
2019-02-28,2214,12759,6175,4
2019-10-13,7376,11184,45980,1
2020-04-07,4951,14881,23528,3
2020-04-08,2105,9915,21892,2
2019-08-31,3140,15756,16779,2
2019-04-05,1355,5685,20837,5
2019-07-16,6750,4371,26913,3
2019-04-19,4337,17326,24560,4
2019-08-20,1847,567,21585,5
2019-01-09,4681,17068,24590,5
2020-05-18,665,12432,60388,3
2019-04-24,9766,4134,47073,3
2020-03-19,3786,18883,7479,3
2021-02-01,7383,19145,34288,4
2019-06-25,3388,15229,56875,2
2019-07-15,1211,13335,28797,1
2020-03-06,686,16742,22684,5
2019-10-02,6152,18149,32187,4
2020-02-25,4110,18451,24564,5
2019-08-25,8427,19596,42046,4
2020-07-21,7181,10593,36561,4
2019-06-11,2667,8174,698,3
2020-09-23,4074,11814,18604,3
2019-12-27,6542,9703,57218,5
2019-10-08,1356,8535,16744,4
2020-11-25,4943,19822,39662,4
2020-06-16,5795,1639,64134,4
2020-02-08,1108,19754,32876,1
2020-07-14,9293,18329,56431,3
2019-07-14,548,17707,39571,2
2020-08-02,776,16992,16899,5
2020-06-24,518,18213,4497,3
2019-07-02,7424,10803,12067,2
2019-03-14,2013,7681,50549,3
2019-12-08,6766,10096,65722,4
2020-10-21,3543,10964,53235,3
2020-10-03,2614,7459,39451,4
2019-09-11,4904,13414,27618,3
2021-01-28,5804,15850,2735,5
2019-11-01,7512,18404,37941,1
2020-10-01,4339,3705,6820,3
2019-11-12,1479,6240,25990,1
2020-08-15,8257,10445,46737,2
2020-02-02,2390,16902,26809,2
2019-06-18,2173,8640,55085,2
2020-05-19,5741,19516,360,5
2020-09-27,2058,11950,52401,4
2019-12-28,222,15834,27710,5
2020-05-01,2406,10846,67983,4
2020-06-16,3782,2084,37516,4
2019-06-09,2327,10063,18898,5
2019-03-19,9369,237,20576,3
2020-05-15,706,17477,43192,1
2019-10-24,4026,5816,4670,5
2020-12-25,9238,18118,55639,3
2019-12-22,8845,13827,3649,3
2020-09-25,2081,18749,66565,2
2019-06-04,2108,18471,69100,5
2020-08-24,9984,9421,36502,2
2019-05-19,3631,1213,35674,1
2020-05-26,9695,7704,49504,5
2019-10-17,2123,17144,41795,3
2019-09-27,9226,4180,63792,4
2019-08-24,6080,12230,42982,5
2020-11-13,14,15929,49021,5
2020-05-17,564,13259,17966,4
2021-01-04,7697,4172,55912,3
2019-02-09,2309,4529,41029,2
2020-10-26,1033,1762,35998,5
2019-02-11,79,18488,39128,4
2019-08-05,9290,3960,48705,3
2020-05-23,9168,6612,30687,4
2019-08-13,4671,18535,57091,2
2020-03-06,2212,1427,39104,1
2019-01-29,4718,1487,17772,4
2021-02-21,9478,12439,16072,5
2019-08-16,9439,9528,34575,1
2019-03-24,3189,13500,69686,2
2019-08-19,7332,18101,28698,2
2019-06-09,6509,9075,1457,5
2019-07-16,4263,15962,27742,2
2019-02-18,1978,16887,47048,4
2020-11-18,3766,10824,34493,2
2020-05-30,7830,18189,32536,1
2019-02-08,3292,12911,53171,1
2019-12-03,4752,7432,12781,3
2020-12-06,2267,19376,38410,4
2020-12-07,3095,14157,20682,4
2020-02-25,2682,15405,18754,1
