date_id	 ,delivery_detail_id,location_id,clients_id,sum_weight
2020-03-11,18890,1429,10104,76
2018-12-15,1119,1982,1950,30
2019-03-02,16847,13629,11880,3
2019-12-23,7536,4063,8976,3
2018-04-26,20402,17455,462,5
2020-10-30,2403,29724,1641,86
2018-11-13,4462,2186,1052,72
2020-09-15,14791,8054,1187,83
2020-02-15,16486,4231,9149,82
2018-11-18,16791,17958,11647,28
2020-04-17,3660,12243,11960,97
2020-01-04,15248,13792,2345,68
2020-10-08,13659,20981,343,11
2018-07-20,17311,17872,565,62
2018-02-14,3562,1106,9148,63
2020-05-23,11864,8664,2760,42
2018-07-02,11702,6868,9775,36
2019-04-07,17842,20890,2463,83
2020-10-25,11456,21953,2629,14
2019-03-04,13788,19749,3219,6
2019-04-30,5114,11501,2813,20
2018-01-15,10130,13125,3676,81
2018-07-23,18222,12229,10594,43
2020-05-06,17439,26392,3629,27
2019-07-30,15720,9934,8461,86
2019-11-20,2126,950,2422,66
2018-08-25,10371,15519,8565,48
2018-10-18,4876,8186,9696,59
2019-03-24,11005,26055,6897,61
2020-11-16,2999,21210,7621,7
2019-04-29,7602,19134,1484,3
2018-04-01,19994,8363,4393,73
2018-05-17,19089,29883,10670,11
2020-02-26,4385,19444,4589,10
2019-04-21,14269,25038,2075,22
2020-03-21,1955,11449,5948,45
2020-06-11,1067,26888,10984,93
2019-04-15,4988,19480,5162,47
2020-08-04,6190,7629,10446,52
2018-03-12,12970,11448,2568,97
2020-08-29,2304,27416,5625,50
2020-09-01,5,1844,9240,32
2018-10-02,17875,28681,4851,40
2019-07-14,21337,17093,7704,16
2019-10-05,14600,5923,2945,49
2020-05-28,4360,24586,1551,76
2018-03-26,8598,17443,3835,32
2019-08-22,9723,11997,5445,13
2020-11-05,10075,13654,7333,14
2019-10-30,7180,7190,11422,47
2019-03-07,20885,27534,7963,79
2020-08-14,12479,19607,9372,84
2020-08-15,16241,10772,8429,47
2019-07-20,7264,13630,9777,85
2020-05-17,12587,8113,1123,2
2018-04-18,11224,14018,1740,42
2018-11-25,21764,719,8243,65
2020-05-02,14682,13937,1578,19
2018-09-12,4658,781,6045,27
2020-04-28,15346,3883,4693,6
2018-03-22,19179,6678,11747,24
2020-07-23,19060,14084,3899,61
2020-05-14,3236,20258,9989,83
2019-06-10,5370,20096,7805,66
2019-12-01,18413,13227,4945,6
2019-10-18,913,23785,9909,100
2018-02-24,17211,9750,839,20
2019-11-24,19970,9758,7387,89
2020-07-26,15866,4307,3610,23
2018-02-26,5693,4599,2074,57
2019-06-21,17732,19279,7844,61
2020-10-29,11613,26513,3256,63
2020-12-17,10396,23764,3785,35
2020-04-09,21070,29578,2250,93
2020-10-30,979,28081,6628,36
2020-02-21,6182,4645,7947,23
2018-06-26,16782,25540,337,43
2020-07-31,5656,3854,11154,18
2020-01-13,480,3494,9350,73
2019-09-19,10105,9063,6957,71
2020-06-10,20293,28124,5292,10
2018-11-20,3300,11390,7459,8
2020-02-06,15521,13132,4460,95
2018-11-17,15677,8816,1403,12
2020-08-20,10480,21719,3519,68
2020-11-27,2110,19855,1659,31
2020-03-31,6928,2391,6309,82
2019-04-09,21418,29755,718,100
2019-11-09,16605,15425,7499,83
2019-02-15,21177,23123,8653,54
2020-02-10,1947,20334,9969,48
2018-12-28,15127,16305,1978,69
2020-06-15,16459,23869,3539,53
2020-01-02,4189,24710,8106,9
2018-06-26,1043,9821,8352,67
2020-07-20,11570,8560,1922,62
2020-07-22,13,17056,1097,90
2020-07-14,3787,24395,3946,91
2019-06-19,16458,2619,9689,1
2019-11-05,3788,25105,6242,100
2018-05-22,1389,9750,6117,86
2020-03-20,3506,13542,989,18
2018-09-29,542,10203,319,95
2020-08-11,2330,11536,10056,18
2018-09-03,21186,10732,2525,47
2019-10-20,5857,3876,8077,73
2020-02-12,4291,11971,187,40
2018-04-19,21343,22172,11837,77
2020-05-25,8763,3808,7118,21
2020-03-10,14828,19013,3514,97
2019-08-29,21967,28981,4382,34
2019-06-24,15518,13417,4159,96
2019-06-09,1501,17797,6681,2
2018-07-08,18692,26830,7159,2
2018-06-16,9058,21530,6998,16
2018-04-05,3495,23606,4442,3
2020-01-16,16251,9870,10319,43
2018-06-24,5183,8439,11711,83
2019-10-05,4014,24838,3646,82
2020-03-26,1581,16584,3178,91
2018-10-11,9272,9741,2966,46
2019-05-04,17146,843,2469,20
2019-03-29,3585,14257,5907,33
2019-06-19,17807,29462,11959,71
2020-03-01,20403,8063,2302,27
2020-04-29,12514,9136,1240,81
2018-12-03,1509,14010,1760,81
2020-06-28,11794,10652,6791,31
2018-05-07,7801,8646,5083,65
2019-02-09,12755,29548,7946,8
2018-08-12,7692,25081,10658,76
2019-12-14,15853,2859,5965,12
2019-05-09,2498,20344,382,22
2020-03-29,14882,23592,3765,94
2019-08-18,3042,3918,10245,56
2020-12-12,12010,20825,11691,39
2020-12-05,17499,27458,10652,57
2020-06-27,2019,11345,7172,42
2018-07-31,16267,6376,1242,9
2019-07-27,14446,11435,10588,62
2018-08-17,21897,19846,3451,62
2020-08-26,19161,7746,8480,27
2019-07-21,8909,18272,698,82
2020-12-09,13198,18861,11178,65
2020-09-28,133,9708,2575,61
2020-07-30,1622,8527,11561,99
2019-01-21,2868,25684,563,82
2020-09-20,18265,25722,1957,2
2020-07-15,2082,20747,5080,83
2019-07-07,11973,26020,5975,91
2019-03-26,17733,16448,3269,24
2019-06-04,13158,28734,3731,81
2019-03-23,18622,28618,7229,73
2019-11-30,21790,21760,3166,18
2020-04-17,8883,27805,9238,85
2018-06-26,3411,26338,9337,16
2020-02-04,17583,9537,4926,77
2020-02-29,15437,18403,5577,1
2018-04-17,8246,21913,8954,69
2020-09-01,10228,19407,2053,33
2020-01-07,13848,17456,8101,81
2018-07-14,3977,16649,10938,5
2018-05-12,11286,18237,5993,66
2020-10-11,21275,29132,10020,53
2019-04-01,852,22404,1866,59
2020-10-15,21232,19428,2111,71
2019-01-29,19471,25000,1337,73
