date_id	 ,delivery_detail_id,location_id,clients_id,sum_weight
2020-07-11,10755,6095,5302,7
2018-09-10,3573,6903,885,69
2020-07-11,5890,20693,5214,29
2020-04-05,8441,21686,5165,74
2018-03-19,8032,5050,4453,33
2018-06-17,12413,10034,6172,39
2018-01-27,8555,27040,7241,19
2020-03-11,5313,23862,9386,78
2019-08-03,21938,26740,6592,65
2020-03-01,12971,27321,5255,82
2020-09-12,10103,29147,4928,30
2019-07-23,19638,7851,10445,84
2018-03-20,17705,28792,908,52
2018-04-10,11594,11009,5594,3
2018-10-02,19316,12269,6913,81
2020-02-07,17626,5390,2905,82
2020-03-06,7042,29947,11829,70
2018-05-19,1262,22026,3674,82
2019-11-07,6788,13808,3409,9
2020-04-06,7729,10017,10133,84
2019-01-15,715,8116,6770,85
2019-03-12,17781,28525,8905,19
2019-02-10,8610,12576,10520,76
2019-11-10,16807,6087,10259,68
2018-02-22,15186,17421,6291,65
2018-07-09,2933,29352,7892,3
2018-10-09,8791,14269,673,87
2019-05-31,3221,19615,630,47
2020-07-22,6927,11181,6712,85
2019-01-18,19888,16839,6046,61
2020-02-12,19338,13235,8520,50
2019-12-04,11130,13807,6879,34
2019-07-31,2428,10548,6713,23
2019-05-26,8676,14714,2477,16
2018-05-03,3971,10067,8438,19
2018-05-31,8244,7303,2262,93
2019-11-15,7311,5180,7114,18
2018-10-27,9770,18872,10878,13
2019-06-16,1832,26497,1232,15
2020-10-23,11078,14681,4391,91
2018-12-20,12652,29509,3273,89
2019-07-05,1112,22386,3038,6
2020-12-14,17990,29581,1590,75
2019-11-12,11808,27531,7531,73
2020-08-27,18662,17996,7754,49
2020-11-12,9072,15647,3462,57
2018-10-17,18733,16750,10004,64
2020-09-20,16698,1479,11425,46
2018-10-16,15514,7360,1610,27
2019-08-29,15655,18235,5650,16
2020-11-14,9904,22611,625,57
2018-09-12,5131,6207,8049,74
2018-08-18,14631,7881,8012,75
2020-02-11,16700,20642,7843,2
2020-06-16,15891,8644,86,94
2020-09-25,10500,13426,8520,68
2019-09-25,5742,10372,10729,75
2019-05-24,2047,26872,1763,50
2018-01-05,13755,11413,10033,51
2020-11-27,15433,28229,5216,17
2018-03-15,44,18849,11715,98
