date_id	 ,delivery_detail_id,location_id,clients_id,sum_weight
2019-04-25,7355,27004,4086,5
2020-04-19,17750,21880,9333,6
2020-04-04,9015,15461,3868,27
2018-09-12,15801,14566,4108,78
2019-07-18,4251,23365,2383,48
2020-10-13,19067,25208,5443,93
2018-04-27,21587,28537,11350,53
2019-07-30,8146,19781,7665,54
2019-09-28,2523,27605,10809,5
2019-07-10,9668,16377,3266,95
2020-10-12,19889,23838,2707,97
2018-02-05,6774,28492,931,96
2020-01-20,13573,27508,10831,97
2018-07-28,7673,14149,2565,41
2018-10-18,2535,9718,7290,80
2019-07-25,12786,26400,1905,21
2019-06-03,1230,26189,8670,28
2020-09-29,9950,14291,3603,90
2019-10-31,8010,20848,967,74
2018-03-22,3475,16566,6138,67
2018-06-28,18459,22785,2976,29
2019-07-27,18347,9740,10823,74
2018-06-22,20761,17807,3251,13
2020-08-02,19474,8120,9016,10
2019-11-04,17229,23609,9993,53
2020-07-26,11741,1135,11816,42
2019-06-30,20579,24107,6347,74
2019-04-03,13048,20589,2436,44
2020-12-19,13478,13779,966,35
2020-05-10,13726,17983,8095,65
2018-10-25,21546,5393,8308,26
2019-01-10,1718,18561,7758,12
2019-08-07,18954,13208,11587,4
2020-07-03,1275,13949,4202,57
2018-11-22,9859,29097,11538,90
2018-11-17,4818,19066,1321,28
2019-03-25,12219,13378,11176,83
2018-04-14,4683,23782,7692,52
2020-02-28,11904,28829,6745,2
2019-12-26,20760,21786,10512,73
2018-01-19,16266,2654,8759,51
2018-12-06,18243,4622,2075,22
2019-11-27,11638,2489,10841,81
2019-04-06,4442,19518,1517,38
2020-06-23,11093,29549,1274,51
2019-05-22,17247,19043,7412,44
2019-03-28,7963,973,444,93
2018-03-19,21893,5140,914,60
2019-08-30,17748,468,2236,28
2019-07-25,9102,25015,1660,49
2018-03-16,3202,22367,1618,40
2020-03-13,20271,29957,7429,3
2019-09-18,12197,10019,10430,9
2018-11-19,21450,9953,2032,5
2019-12-29,15233,17633,4673,83
2020-10-06,5831,22371,1845,93
2018-09-19,14321,4496,7357,18
2020-04-17,11408,11708,10628,31
2020-01-19,3888,14128,491,91
2018-08-14,12633,6922,11897,67
2018-04-21,18520,12955,6173,37
2020-08-18,12374,26130,9497,42
2020-10-15,2606,8475,2106,30
2019-05-06,19039,23905,6465,99
2018-08-24,12668,16357,535,86
2019-08-10,17360,8105,2906,68
2018-03-01,18209,26767,3613,69
2020-01-14,9798,28867,4385,69
2020-05-06,18028,12584,9473,5
2019-05-01,18824,19150,335,10
