date_id	 ,delivery_detail_id,location_id,clients_id,sum_weight
2018-12-14,7707,9515,6433,59
2018-02-10,17601,12885,8803,8
2020-05-14,12114,20173,1883,68
2019-05-10,18413,10457,7161,75
2019-03-13,21207,10993,11809,89
2018-04-02,2515,7540,10564,100
2019-09-11,4018,23959,1769,95
2019-10-07,17590,28567,4392,9
2020-09-07,2662,22782,4469,33
2020-07-02,7967,12897,5426,9
2019-11-25,14923,24502,10138,31
2018-10-28,10677,14908,6628,65
2020-01-21,19653,14754,9023,23
2018-07-19,12370,20921,423,63
2020-05-31,15556,9736,693,21
2018-07-30,17372,18671,6261,28
2019-10-21,12350,1879,90,55
2019-07-10,4144,3270,4950,2
2018-06-08,9065,22553,440,8
2020-09-18,10539,22092,6110,7
2018-02-25,4682,11515,5017,88
2018-04-07,2061,21465,2244,10
2020-12-28,3449,9314,767,23
2018-10-29,19095,9206,704,42
2019-12-30,14617,25612,4967,35
2018-07-13,8580,20862,4233,50
2018-08-16,19207,19731,9132,61
2018-08-02,6530,18289,11357,24
2020-04-30,5024,17755,2952,24
2018-01-23,21091,10141,199,11
2018-09-02,7033,20784,813,2
2020-10-13,3847,15767,5490,28
2019-01-25,13778,12640,4311,20
2020-05-06,5791,6254,7006,35
2020-01-11,9014,3686,6999,24
2020-04-17,6454,15303,1298,52
2020-02-27,20176,19037,3055,55
2018-11-21,11228,17140,11633,92
2019-01-23,14301,15513,7978,3
2018-07-27,17895,21988,6820,67
2020-01-29,21820,13930,7400,86
2018-02-09,8028,8279,1780,38
2019-03-11,2650,23977,3185,54
2020-08-16,1496,4087,4942,25
2018-02-14,14657,16226,4045,89
2020-09-26,14594,20421,3099,85
2018-06-09,10025,17949,9929,6
2018-11-14,17683,3487,3384,75
2020-07-30,15985,29446,3710,65
2020-12-04,18880,21399,4863,56
2020-04-10,10474,24332,3373,62
2018-04-24,17330,10607,2092,48
2018-04-25,8117,14290,8629,15
2018-01-18,20917,21308,2139,18
2020-11-08,11389,19602,204,6
2018-06-07,564,404,1217,87
2018-12-22,20557,17291,5188,80
2018-03-13,13270,5960,1423,44
2020-06-08,17070,27692,9497,79
2020-05-16,6538,18882,5611,85
2019-04-02,19001,10137,1042,55
2020-05-05,14005,17649,6766,31
2020-06-11,840,23751,3801,21
2019-12-04,8038,15509,4159,3
2018-04-11,1567,4485,873,10
2020-08-30,13533,29441,2663,56
2020-02-22,19312,5388,1539,85
2018-04-02,18863,12610,8434,75
2020-08-17,5820,18573,9903,74
2018-11-21,4606,16334,3016,45
2020-01-08,20333,5330,7710,50
2019-04-06,17803,28977,2208,43
2019-10-28,17067,4599,4459,27
2020-07-20,12261,27070,6179,28
2018-07-16,5471,7610,8952,40
2018-05-13,12852,9913,4991,11
2020-10-24,15911,5615,4626,59
2018-01-03,19135,9984,2869,60
2019-11-09,5195,27146,11833,23
2019-02-01,21103,1329,7690,72
2019-09-21,20276,14529,8460,6
2019-12-26,5027,4041,4922,98
2019-07-07,21479,8641,3162,18
2020-11-24,4854,17094,3866,96
2020-11-28,16425,14698,3643,25
2019-06-05,15095,19453,1601,17
2019-10-06,17638,28991,5697,67
2018-01-29,16894,20252,4950,8
2020-01-05,5578,11354,695,24
2020-05-05,10748,10092,3039,2
2019-06-07,2723,2989,11610,47
2020-07-17,508,7680,8494,26
2020-04-23,6939,21943,2374,94
2018-01-07,13999,29433,7006,28
2019-04-20,20469,17288,244,71
2019-10-11,16729,9690,6822,12
2018-10-25,15269,12088,852,99
2018-01-06,1207,29163,6054,18
2020-01-02,9984,25153,771,62
2019-07-17,4691,29768,4148,82
2019-04-08,20840,3240,3147,66
2018-11-07,8591,16869,2251,46
2019-06-14,11277,2096,4769,35
2018-07-26,12673,27846,4126,61
2018-12-15,5847,24233,11976,15
2019-05-05,19007,14847,8800,38
2018-01-26,1453,24334,225,89
2018-02-14,15780,20422,5522,11
2019-04-12,3441,8985,3114,45
2019-09-03,13893,1069,1230,70
2018-12-15,14932,4956,10123,6
2018-06-20,10714,2936,2355,54
2018-05-24,12854,1423,2188,16
2020-10-11,13245,19621,5109,40
2020-10-31,13525,448,11120,74
2019-10-01,19290,16979,11218,63
2020-01-11,85,15740,4903,37
2018-01-29,20429,22088,10271,78
2020-03-19,5034,16302,8016,6
2018-12-05,19651,17192,5626,9
2019-03-25,7598,20501,81,8
2020-12-09,5626,4360,1430,67
2020-08-18,7035,17346,3907,14
2020-02-10,8616,7008,5077,32
2018-07-31,16921,22616,5974,16
2018-12-14,19831,16255,1385,80
2019-09-07,15841,13884,684,65
2020-10-29,11040,17261,94,87
2019-02-25,5922,9920,794,60
2020-03-18,1015,25451,1936,57
2020-10-15,820,18993,6415,11
2019-08-23,6347,12448,1658,69
2019-10-05,11613,10181,3409,81
2019-12-24,19825,14924,8701,6
2019-02-24,6496,20409,10254,95
2018-01-25,1882,19580,2528,68
2019-07-08,2601,8419,3141,47
2018-09-15,2487,26977,11682,1
2020-05-06,9919,27882,218,4
2020-01-11,15480,11368,2794,28
2020-06-23,7668,803,4205,64
2018-07-25,11413,29899,6190,94
2018-03-18,16160,213,5172,24
2019-04-24,19722,28413,6295,26
2018-06-06,9292,965,5982,84
2020-02-02,3597,8323,1723,25
2018-07-09,8889,2086,941,82
2019-01-18,2281,22533,3495,97
2018-08-24,5000,8796,494,35
2020-08-21,14928,5947,1993,69
2020-10-31,2151,28420,6188,30
2020-06-30,15837,11180,2560,46
2020-10-07,14356,16871,9769,62
2019-10-07,17675,14533,4517,50
2018-09-03,8571,19078,9037,67
2020-01-29,9282,3694,2976,18
2020-05-25,12727,13192,10122,42
2020-05-07,10631,24045,2443,47
2018-06-10,14871,3024,6903,1
2019-12-02,18450,2822,8318,57
2018-06-06,17689,23878,2654,78
2019-12-07,11229,14053,11623,86
2020-02-11,11190,7129,6869,50
2019-01-13,4778,17981,1204,80
2019-03-25,30,19530,2263,61
2018-03-25,4563,14232,7662,85
2020-12-25,12703,11925,5178,88
2020-10-24,7417,13795,4553,55
2020-12-30,3061,25402,7832,73
2018-04-17,8462,14938,4953,85
2020-05-03,21867,18350,6702,42
2020-07-29,4583,14603,6045,86
2019-03-11,20452,1304,370,81
2020-08-15,13149,40,8883,79
2020-10-20,13734,22194,5046,3
2019-09-19,5293,17221,5495,68
2018-01-28,11146,2960,11160,33
2018-02-22,20835,25945,7504,73
2019-03-21,12576,26399,6076,27
2020-03-17,3164,8233,4539,98
2020-08-05,3525,23972,3161,49
2019-07-17,11132,21415,2716,21
2020-05-27,7497,18070,1887,58
2018-01-03,14436,29508,8998,26
2018-01-01,10391,29010,2538,100
2020-05-19,6546,12555,9998,49
2018-10-20,12346,3118,5692,12
2020-07-02,18892,6797,4022,43
2018-08-13,17509,16333,10348,9
2019-08-28,11633,13206,4316,36
2018-01-24,15484,18212,2598,86
2020-10-22,17680,21202,8864,44
2018-12-19,7907,6014,6072,13
2018-04-30,2482,21081,4443,52
2020-05-26,15645,26060,11529,57
2019-08-17,8716,2410,10066,21
2019-08-08,15150,22603,6678,37
2020-02-05,15769,4211,3547,14
