date_id	 ,delivery_detail_id,location_id,clients_id,sum_weight
2019-04-04,17019,717,4678,68
2018-09-18,4108,20485,10433,38
2019-02-26,19177,24616,1866,9
2019-05-16,1510,16246,3883,35
2019-12-28,8635,23830,10846,18
2018-12-06,13746,21843,4036,98
2018-08-05,2729,11497,3422,8
2019-11-09,14924,16527,6219,6
2019-07-18,20899,27046,9235,23
2020-05-19,12288,17899,651,30
2020-08-17,12288,23937,879,30
2018-05-23,7617,28692,6153,9
2018-07-24,5310,1657,846,51
2020-06-15,12402,3394,4952,14
2018-03-25,13117,23157,2523,60
2018-05-21,10172,4714,5188,47
2020-06-08,3292,1986,2644,2
2018-07-01,21278,23049,8294,69
2019-12-16,6355,7913,3319,83
2018-02-22,1666,22414,8428,28
2019-12-20,10071,18143,10843,45
2018-06-05,8717,1393,10949,9
2020-02-06,10198,23929,11190,91
2018-11-17,117,13400,7130,3
2019-01-04,19605,4794,7499,9
2018-10-03,1372,7454,7785,51
2020-11-08,943,28751,8090,96
2019-01-19,14157,3593,1498,48
2020-03-26,17474,2393,8507,7
2018-04-23,16898,17661,9450,55
2020-01-29,7355,11578,3725,60
2020-07-03,16817,15185,1921,99
2019-03-09,20086,19984,3711,86
2020-03-10,3538,15835,5799,25
2018-02-02,17416,26891,5453,16
2020-12-27,18160,27634,6393,36
2020-05-17,18561,29974,2427,90
2019-10-24,6856,7058,7799,84
2020-04-10,17321,15467,8332,37
2018-11-04,2211,21141,7290,73
2020-02-21,1425,2800,3105,23
2019-03-15,305,15764,6937,62
2019-10-30,11330,17226,1989,43
2019-05-05,12822,2391,8481,12
2019-08-13,20810,2461,3462,77
2020-07-23,7488,18778,6450,24
2019-05-15,15921,16059,1964,83
2020-07-27,1054,13794,5539,47
2018-10-23,16550,13500,1877,85
2019-01-14,505,18812,1041,1
2019-09-29,7455,12926,9481,2
2020-11-02,3835,29669,9578,36
2019-11-17,9506,22705,4533,84
2019-12-22,12385,4017,9078,82
2020-12-27,2541,8037,7218,64
