date_id	 ,delivery_detail_id,location_id,clients_id,sum_weight
2020-01-02,17361,17322,3732,71
2018-12-31,2649,14708,2527,82
2019-06-19,8632,9253,9036,45
2018-10-17,8007,482,9093,10
2019-08-19,8824,29637,11023,33
2020-06-07,18733,13434,488,75
2018-09-10,3385,27759,9019,10
2019-05-22,4532,10833,7730,51
2020-09-27,16602,9646,8609,4
2019-12-28,8388,11901,111,65
2019-08-22,4307,8340,1171,24
2019-10-23,15087,14620,11950,51
2019-12-26,12435,11412,10146,88
2019-04-30,5154,12467,5992,44
2018-02-12,8913,7322,2423,2
2020-01-06,11835,11170,3909,34
2018-06-05,17381,15054,2337,93
2020-10-09,2891,9529,8986,28
2019-10-18,7407,15470,11983,48
2018-11-29,7246,15330,5851,35
2020-12-07,16120,1251,10251,23
2019-08-23,1455,19994,4046,3
2018-10-11,4585,13767,11295,72
2019-12-08,475,19605,3507,100
2020-02-26,15746,2165,9338,7
2018-03-05,16556,17503,3387,20
2019-05-29,7337,10694,2295,70
2019-04-30,19200,19883,3834,99
2019-11-01,9120,15958,10239,28
2020-06-04,16641,14919,7932,85
2018-01-31,15645,23793,8141,20
2018-09-07,19834,21594,4632,53
2018-06-14,20839,614,11215,31
2019-09-09,3169,25249,8157,25
2019-01-05,8,11240,11875,93
2019-10-24,15472,1868,8922,59
2020-01-24,12024,6641,3317,76
2019-03-23,8473,13729,1770,7
2019-11-02,21658,16790,11356,27
2019-03-04,7180,7290,10786,3
2020-01-14,3603,13993,8690,27
2020-01-02,829,27631,2141,24
2019-10-31,2828,16678,5918,43
2020-11-07,14512,16591,7977,15
2020-08-19,4799,19376,565,38
2019-08-17,21248,6628,770,97
2018-11-07,5830,23901,6509,81
2019-04-24,2688,14532,3718,5
2020-09-22,2354,27527,10601,68
2019-05-11,3297,5616,11962,28
2020-02-17,8660,6516,10856,96
2020-04-24,5644,17928,3351,58
2019-12-04,9352,19811,1503,89
2020-01-04,12376,25183,1010,81
2020-08-05,19482,4870,8554,81
2019-04-28,2455,14944,9307,34
2018-03-04,19763,15508,8811,78
2019-01-31,17041,13976,3438,29
2019-03-14,6282,2148,6862,20
2018-12-17,6258,23901,5780,54
2018-02-16,6259,22222,3756,4
2020-10-07,4122,5456,8025,6
2018-08-15,12776,9871,7245,34
2019-01-23,8617,25621,8273,63
2018-07-31,16492,15178,1967,77
2019-03-13,533,5183,11260,55
2018-10-28,17802,28737,11701,69
2019-07-07,17641,28647,9514,66
2018-12-14,17170,10918,10844,99
2019-05-04,3289,3951,8100,70
2019-02-25,1588,19649,2911,3
2020-07-28,18344,12036,4863,74
2020-01-24,21058,27306,10929,1
2018-12-08,14620,28121,9160,53
2020-05-23,19578,2359,4472,23
2019-11-19,4918,24331,8967,88
2019-12-03,15228,24610,6481,7
2018-07-28,4899,19852,7476,84
2018-05-24,17681,27857,10535,60
2018-02-05,4299,10100,3969,40
2019-06-17,3173,14305,942,14
2020-03-27,21846,1820,11049,40
2019-07-22,10964,4893,8187,3
2020-01-13,5721,11049,7502,20
2020-04-24,21492,18881,2503,41
2019-06-28,59,4507,10849,13
2019-05-24,5523,26914,945,42
2020-07-10,10550,10887,1863,64
2020-02-09,8683,4546,7980,58
2018-10-28,6591,6896,1775,55
2020-10-18,2391,25304,9204,3
2020-11-08,20071,20137,1661,16
2018-03-12,16924,13944,5128,89
2018-09-04,6193,21471,2121,2
2019-12-31,600,24539,5595,81
2020-10-10,5766,28298,339,48
2018-10-13,18391,400,876,18
2018-08-18,8011,7909,2769,93
2020-01-13,10990,8914,1648,67
2018-07-31,16556,62,10019,68
2019-12-04,4500,24535,11575,67
2020-10-28,4981,18180,10882,93
2020-04-06,16883,18529,8677,24
2019-09-06,15595,10958,5923,23
2018-12-24,1016,23284,7074,26
2019-02-06,12333,14600,9740,11
2020-07-26,9838,9057,8441,44
2019-02-23,3417,29317,2453,46
2018-06-19,21425,5592,7653,76
2019-09-08,21438,27350,6310,69
2018-03-01,3921,28053,7723,66
2019-02-14,15206,4156,10656,70
2018-05-30,8545,29092,1179,65
2019-08-21,16334,15396,7720,75
2018-03-15,14607,5595,9081,48
2020-02-25,3351,29069,301,28
2020-05-23,17591,1540,8831,72
2020-04-05,19431,17282,4476,56
2020-02-20,12064,25901,2952,53
2018-05-19,20838,3214,6483,61
2019-11-18,19118,9715,10492,6
2019-02-21,5434,2483,6769,11
2020-11-15,3586,16168,6011,36
2018-03-25,15587,14837,9449,88
2019-09-24,8938,21877,9898,73
2019-04-15,21436,15865,5168,82
2019-09-09,424,22853,3427,2
2020-07-18,9656,22869,10925,79
2018-11-18,3819,594,1642,86
2020-02-29,17952,22645,3634,86
2018-04-29,528,20094,634,67
2018-08-22,9116,9187,5703,6
2020-12-07,9983,5903,8910,40
2018-01-15,18641,11247,6271,11
2019-04-13,5842,1418,10006,54
2020-03-16,21407,5533,6349,11
2018-08-04,13713,1915,8695,52
2018-03-19,13935,13208,7809,78
2018-07-23,18743,19170,8838,30
2020-05-27,15010,1143,9043,76
2020-08-17,19930,1379,9942,21
2020-12-27,5919,28345,5068,82
2019-10-15,9905,18012,6118,81
2020-08-24,15511,9134,10707,79
2018-09-28,12577,7408,8017,24
2020-06-25,6650,24924,8293,62
2018-11-20,1126,4251,1989,97
2020-09-18,19987,21453,6408,40
2018-09-16,3937,22856,3157,43
2019-06-21,367,15960,1782,79
2018-12-23,10253,22200,5580,98
2018-12-07,9627,24895,2204,49
2020-12-25,19380,22623,9852,62
2019-10-25,13089,26252,6486,85
2018-06-24,15976,13627,1048,27
2019-09-12,19989,21464,11388,92
2018-02-22,19266,25663,9589,27
2018-07-16,4635,19491,4480,54
2020-10-03,11511,10519,78,86
2020-11-27,3268,12211,3339,100
2020-02-23,7867,15636,10260,48
2020-04-30,3832,29837,9620,71
2018-09-17,121,8706,10200,13
2018-12-22,20133,9010,8873,47
2019-12-19,11952,10871,2072,18
2019-02-25,7598,25373,11418,97
2019-09-15,13180,5923,3137,57
2020-03-26,4902,29624,10976,30
2019-01-15,14948,14025,7065,73
2020-09-12,14561,25693,2806,90
2019-10-25,9914,10954,2650,83
2019-05-01,2975,23715,6587,7
2019-09-04,20833,19283,10833,5
2020-12-01,9910,23529,10808,20
2019-02-11,17838,8235,3054,94
2020-10-06,1204,28175,11528,41
2018-02-02,4604,21264,185,1
2020-04-16,20802,10431,8333,99
2018-12-28,11473,7165,2186,50
2019-07-31,4229,11126,4972,96
2019-11-11,18860,1058,1678,69
2019-09-20,18952,29656,9686,83
2020-12-19,11955,22778,6575,21
2019-02-15,16642,2447,8781,63
2019-05-03,4763,21438,10644,10
2018-05-02,159,15600,8327,27
2020-11-24,11168,25972,2736,22
2020-01-14,2502,26313,2378,74
2019-09-10,21722,28672,4334,86
2018-11-12,5742,2957,1703,15
2019-09-04,5017,5075,11828,66
2019-02-27,5084,9191,4082,43
2018-02-08,5531,17523,4661,4
2019-06-07,12833,13717,5640,17
2019-01-11,7649,29330,6444,52
2020-03-21,1184,25983,9865,45
2020-04-27,20111,11193,6891,23
2018-05-15,13055,472,8494,99
2019-02-21,8524,27220,1169,30
2019-04-25,14381,20560,2451,52
2019-11-18,8231,16096,10644,40
2020-02-21,7870,28066,9347,52
2018-05-25,20880,4134,8804,62
2019-12-15,9223,26199,4382,55
2020-05-10,15012,8534,2574,41
2020-01-09,11499,21891,4305,44
2019-09-08,18689,16277,7471,18
2020-03-24,8659,17056,2692,68
2018-03-01,13592,3280,3793,70
2020-04-05,14909,6460,7491,43
2018-08-29,18188,10461,9286,66
2018-07-25,13517,26186,6304,56
2018-03-28,506,6809,868,65
2018-05-31,5427,4797,9525,87
2020-04-13,13888,9799,5723,67
2020-08-02,19455,16889,6882,9
2018-03-14,6252,25718,11281,3
2018-02-20,4616,22448,5989,10
2018-07-24,15713,17648,177,86
2018-12-10,4486,11736,3977,9
2019-07-23,21326,2284,4978,50
2019-01-21,4625,14177,6354,69
2020-06-15,21245,2189,3391,97
2020-02-26,9436,6258,10831,51
2018-01-12,14577,25452,9504,25
2019-09-18,7614,1106,4196,43
2019-08-16,13331,11122,7416,53
2018-04-28,7378,10279,3514,22
2019-11-26,13026,12038,8563,97
2019-12-21,9894,16632,7692,50
2018-05-31,15647,6054,4176,14
2019-05-25,7093,23384,2631,11
2019-12-27,3999,12977,8680,10
2019-07-05,10772,11701,10567,78
