Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-09-23,665,16138,2599,51101,384049,65,2840.25,38713.66,2020-12-05,1574
2019-08-16,391,9016,1819,56663,163287,86,5909.0,35570.05,2020-08-14,9976
2019-05-27,371,19115,3960,92056,220762,29,6331.62,36519.86,2021-10-01,802
2019-03-13,835,11306,3771,50773,205453,56,2652.2,35902.79,2020-12-27,8531
2019-03-23,279,73099,2090,71599,328487,56,7977.32,43109.75,2020-11-26,19489
2019-11-16,1199,66986,244,89796,161521,7,8611.03,25641.69,2020-08-09,15566
2019-06-15,10,65735,2661,4266,353325,85,7481.36,17897.93,2021-06-14,806
2019-12-13,328,24378,3566,69510,63241,33,5946.52,42075.9,2020-06-17,499
2019-04-19,642,14688,7277,33497,282044,21,7631.45,32432.11,2021-03-20,12938
2019-07-30,345,63401,9504,4308,125205,84,6666.63,14666.91,2020-02-27,400
2019-03-11,186,1980,7946,87760,204529,77,1818.64,18759.98,2019-11-20,2894
2019-05-09,321,1129,6838,82994,375683,63,2459.54,1915.79,2019-02-25,10552
2019-06-09,273,35669,5089,80838,147715,12,5887.09,1586.79,2019-10-27,3304
2019-08-29,608,44705,7909,78132,250815,57,1350.99,24512.52,2019-10-28,14931
2019-08-29,1125,38061,3561,31964,331441,51,3826.44,13289.45,2019-07-16,5302
2019-10-21,202,70419,1537,97809,172692,1,5141.13,15282.26,2019-05-19,10712
2019-01-12,668,71968,205,75311,172896,7,4649.25,44250.53,2020-06-29,10571
2020-01-06,1160,66443,4631,97129,300033,25,9935.0,20249.6,2021-10-29,1529
2019-09-20,329,62610,7446,7099,151861,51,6514.1,22591.12,2021-04-22,15237
2019-11-12,896,47473,5581,31050,165124,67,474.49,14075.31,2020-12-19,9631
2020-01-07,732,16744,3078,37637,222211,86,9281.01,39226.63,2019-02-17,19387
2019-04-05,306,43050,5642,61987,328214,23,8181.87,15195.85,2019-03-02,6643
2019-07-28,191,8321,5187,68375,256314,13,4573.78,43915.77,2020-08-11,2677
2020-01-03,500,17736,1041,79932,20742,38,8065.04,29244.27,2021-10-16,2081
2019-11-17,344,41642,9895,35072,34789,6,2678.38,49237.76,2019-08-17,609
2019-10-05,213,11183,1455,29281,26775,52,7189.71,48006.87,2021-06-23,10925
2019-09-15,368,3536,5109,66011,243676,63,6804.52,36317.16,2021-06-17,6345
