Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-10-15,187,3984,2422,26328,307698,78,1369.3,25826.65,2021-01-30,15920
2019-11-05,848,43694,4149,10599,117993,89,3248.77,23272.01,2020-08-09,15693
2019-09-21,120,57956,2961,45879,170665,91,4466.49,19547.66,2019-11-27,18506
2019-09-13,280,15674,9608,82802,376443,71,7175.19,12640.47,2020-01-19,10516
2019-11-25,54,6783,9103,37291,56132,37,8608.08,41053.27,2020-03-04,13870
2020-01-08,991,20308,5077,60912,176107,95,5267.6,12216.55,2021-01-31,12620
2019-11-29,645,36793,7739,579,113295,5,2248.04,31318.3,2019-07-10,2278
2019-07-19,433,31666,9077,50031,153670,72,3061.91,10000.0,2020-11-20,13145
2019-04-10,687,52974,1643,30491,2784,38,2519.85,47000.17,2021-06-19,93
2019-10-12,723,1896,4323,77628,14827,73,5324.81,32134.77,2022-01-30,14740
2019-06-24,8,30249,7700,92760,229878,70,3932.54,4411.7,2020-09-24,16282
2019-12-27,827,28101,8718,89216,16890,80,456.89,47929.36,2019-02-18,12574
2019-06-05,446,40927,4352,53952,141807,6,516.01,29264.15,2020-04-29,17931
2019-03-15,1144,65179,3641,475,329108,38,4251.15,4469.94,2019-02-26,8556
2019-09-29,58,3222,7632,10212,309285,58,3583.84,21461.2,2020-05-31,8772
2019-06-08,899,52758,3035,5396,97486,98,1064.01,10182.01,2020-03-01,16658
2019-03-22,127,74591,4880,8075,66525,53,8348.89,10011.99,2019-02-20,6961
2019-07-02,429,13261,1822,51693,7510,3,5602.44,46247.66,2019-02-11,6655
2019-03-13,911,56581,7786,92899,292713,70,6835.96,15075.44,2021-08-17,19199
2019-11-14,1075,63294,8255,61517,85019,47,2042.31,42644.68,2021-07-25,11665
2019-12-15,163,56684,898,73185,217561,2,172.44,34433.0,2020-07-10,18883
2019-06-12,226,44938,6989,94241,378712,7,6119.8,33727.7,2020-12-28,88
