Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-11-08,76,70071,7907,91555,332595,4,5048.63,20018.23,2021-04-06,17248
2019-05-25,333,43382,4300,67899,74367,52,2224.05,14351.96,2020-01-09,19951
2019-06-24,1129,61501,4608,32157,327062,40,9181.22,19969.84,2019-06-17,1398
2019-02-04,1005,51838,2995,56567,367577,73,7883.96,4383.19,2021-02-25,2338
2019-07-10,465,40819,6715,79044,85471,70,7470.08,13672.6,2021-05-20,11757
2019-08-01,206,56939,4619,73181,166350,3,5724.7,28355.85,2022-02-01,1619
2019-11-11,498,12283,1697,19955,9594,49,6124.26,40430.85,2019-02-09,6211
2019-12-24,404,57675,9479,68115,356445,91,6028.53,35841.45,2020-01-14,10152
2019-12-05,828,71975,7539,53039,171481,88,2418.87,29965.85,2021-06-26,8899
2019-04-29,860,16223,6590,87559,85766,38,5606.82,16854.46,2021-10-30,6410
2019-10-27,198,23484,3537,327,281618,48,3004.17,48640.97,2020-01-26,9657
2019-08-08,801,6097,7255,85041,304364,72,7185.13,6813.74,2021-09-18,13609
2019-06-07,1115,48365,5400,88674,18823,33,6958.95,2961.59,2020-08-20,3035
2019-10-14,950,49334,7706,37640,174502,100,9243.26,34584.25,2021-05-19,8308
2019-07-18,917,55735,8800,32364,207327,56,7198.18,23919.59,2021-06-08,17167
2019-01-11,946,50439,3278,99592,382521,41,8906.68,3018.53,2019-03-02,14307
2019-01-28,797,62841,4211,38163,103553,58,3461.55,32871.66,2019-04-06,10973
2019-07-11,838,43852,8024,3141,72857,65,7268.64,31020.68,2020-08-30,11906
2019-06-26,585,15354,2363,96995,328432,13,4318.56,21577.95,2019-11-25,2551
2020-01-01,88,51151,9979,42435,145790,96,7600.61,3425.11,2021-09-25,17886
2019-09-19,934,19016,7770,72180,368234,58,3172.61,27368.32,2020-11-19,2464
2019-11-21,1162,66099,9534,39315,321970,45,544.31,11045.84,2019-04-28,3708
2019-01-20,45,59679,7271,44918,79642,73,4243.77,44138.7,2021-01-16,3706
2020-01-07,177,70634,5576,23283,135380,53,6061.14,46257.04,2020-01-13,8925
2019-07-20,509,13777,7786,14418,95834,44,1084.27,24874.36,2020-03-13,1788
2019-09-01,216,69040,2442,11407,8670,74,4752.52,18234.57,2021-02-24,1685
2019-09-08,343,36760,2156,46426,33510,97,9654.36,49658.09,2019-03-22,9958
2019-06-14,1080,50072,5007,99036,75009,16,315.54,27998.1,2019-06-04,14543
