Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-04-08,489,24307,6553,44264,332568,22,5069.35,40133.13,2021-01-02,13042
2019-05-09,960,7669,4155,15680,190114,81,2648.3,44278.23,2021-01-10,5229
2019-11-27,56,71941,6904,94555,105298,41,6906.07,6121.49,2020-05-13,18715
2019-03-29,112,58853,9395,17940,268986,41,7155.12,16010.36,2019-08-16,18898
2019-04-07,192,40577,4423,84024,360913,37,338.19,32994.38,2020-10-22,6231
2019-04-28,822,15357,3129,73236,113022,86,3134.47,18766.23,2019-09-08,5612
2019-10-04,371,72770,2029,5482,77904,33,7483.22,9403.49,2021-05-08,2621
2019-03-02,615,15252,4359,36048,287150,92,7715.57,8132.77,2021-08-04,15114
2019-11-13,552,1961,6480,64941,190146,48,6764.47,16866.17,2020-07-30,967
2019-04-16,1076,14783,3880,86109,373113,67,5478.64,48300.45,2020-08-23,5837
2019-05-24,1092,49886,9985,97936,316802,61,9775.0,28843.01,2019-02-10,15914
2019-11-06,152,20840,74,98073,298768,10,6330.05,32851.05,2021-10-17,7776
2019-10-14,432,27224,8602,9616,226340,51,3341.38,34137.45,2020-12-17,11947
2019-10-11,708,39649,3969,25143,61165,64,4002.02,15121.79,2019-04-02,157
2019-01-21,864,6042,7514,41709,264398,100,777.32,16586.87,2021-05-04,18923
2019-01-16,879,56125,7610,78489,165928,50,6252.63,21643.65,2021-08-06,13552
2019-12-01,722,42840,4111,6927,374815,42,855.87,32786.3,2019-07-27,16353
2019-06-14,935,60101,5698,256,199817,87,4435.83,39558.87,2019-06-23,19935
2019-06-22,343,63439,352,37306,377714,50,6388.28,4929.63,2020-10-07,4325
2019-09-22,1157,22946,7346,69952,101084,54,8463.76,21606.85,2021-11-22,14138
2019-04-05,802,65089,4187,71081,193426,91,3856.06,9595.53,2021-04-15,11157
2019-06-05,1176,21260,6473,77520,181668,9,2773.42,37017.67,2019-06-17,3105
2019-12-17,17,14996,2504,78624,27138,81,2024.56,37724.97,2021-07-22,3418
2019-06-03,795,34097,6921,26698,343973,2,5998.27,42020.2,2019-12-13,16257
2019-07-22,226,44644,4683,18816,171378,100,7537.01,21532.82,2019-12-30,19740
2019-02-08,448,70246,2149,10249,153176,91,4150.07,28252.87,2019-08-20,5431
2019-11-19,517,38246,3898,98829,180508,89,8061.17,37951.91,2019-07-27,15515
2019-09-15,1124,53383,9415,47378,220807,31,3195.94,2095.76,2019-08-29,9123
2019-01-31,283,57925,1811,90032,173075,15,1978.89,18508.31,2019-04-15,4818
2019-07-27,1081,72025,6717,70413,1705,11,6886.04,8504.29,2020-02-08,13952
2019-08-07,787,16544,1236,62257,40902,98,3548.43,7771.05,2020-07-03,14681
2019-05-24,336,53641,610,21697,80047,87,8414.68,31039.49,2021-08-01,8697
2019-11-14,928,8993,8547,78173,119517,88,8968.49,46831.53,2020-04-29,1519
2019-01-22,440,9809,5272,97015,174573,78,5474.76,20934.0,2019-07-10,8852
2019-08-17,274,24985,2947,22295,49592,9,1641.38,240.43,2019-08-21,11296
2019-03-18,753,18219,9774,4873,7382,91,1942.3,37557.55,2019-03-04,19324
2019-03-02,310,16043,7307,24460,314856,61,4035.21,26929.48,2022-01-04,16746
2019-03-28,202,43350,3169,55217,5699,71,9204.28,41872.47,2021-07-31,5287
2019-01-26,751,61794,5527,53260,147239,79,9275.45,18283.62,2021-09-17,6224
2019-05-27,715,25657,6766,28329,116197,26,6032.59,42708.38,2020-10-02,2955
2019-07-26,455,53513,7787,52823,298281,39,6953.44,6267.87,2019-06-18,17839
2019-11-10,245,8563,6641,22964,351105,87,7256.24,12722.47,2020-06-22,10001
2019-11-22,647,10885,920,47750,169991,9,6575.45,43010.3,2020-09-11,9966
2019-12-12,258,50117,1224,25739,260819,78,3204.31,47646.35,2021-05-14,4289
2019-10-15,935,65095,9744,28162,91733,7,5750.47,26436.92,2021-12-11,19876
2019-11-14,168,10780,5858,93284,244190,34,9953.41,37662.87,2019-05-15,17502
2019-05-14,801,50628,1928,72946,191585,5,2447.72,27579.99,2019-07-24,15752
2019-10-14,145,61619,797,64526,83991,29,8318.47,2794.12,2021-09-12,14796
2019-10-20,881,34977,8259,86214,284497,46,1034.46,31378.37,2019-08-31,3264
2019-04-24,455,7314,9629,57926,82356,12,2051.09,19643.16,2021-07-31,19972
2019-04-10,993,15623,6167,32335,228517,30,9240.01,10424.46,2020-07-04,8389
2019-05-23,667,64221,4647,32791,311593,81,8539.18,26386.16,2020-04-10,18056
2019-11-24,434,39982,5189,89763,201215,8,4068.86,44422.01,2020-09-21,19475
2019-10-30,68,21310,4081,40448,134565,5,6681.92,29343.38,2019-12-04,4299
2019-03-19,1080,71516,6083,87036,3865,79,629.06,23208.48,2020-12-25,5627
2019-09-13,373,67155,2283,87322,152775,91,8642.6,4893.53,2021-01-28,11122
2019-01-16,137,68862,5439,47285,83599,79,2220.88,41418.01,2021-06-02,11631
2019-12-25,446,18489,8561,11303,306072,100,3222.18,41374.89,2021-10-30,4472
2019-09-27,1172,28934,1063,23479,58816,97,4140.4,11923.65,2020-09-11,15434
2020-01-01,1064,5317,4023,14961,389464,85,1733.86,48572.6,2019-08-01,3147
2019-11-02,750,19671,9624,42180,3209,40,4409.34,42746.81,2019-07-22,8637
