Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-11-07,920,57600,6097,37687,56580,15,1570.78,35935.14,2019-10-19,4241
2019-05-14,772,71785,3973,10675,224420,31,9614.67,5277.63,2019-09-19,3983
2019-12-14,1149,44807,4517,57091,33190,99,3905.42,9789.02,2022-01-23,1305
2019-04-12,1127,54174,7234,9972,254529,78,2958.64,10955.75,2021-06-08,19944
2019-09-02,677,4213,7642,76071,27962,38,7356.06,7478.4,2020-02-22,15024
2019-03-09,753,49308,4545,74424,231441,9,6020.34,32817.09,2021-04-28,17086
2019-08-01,140,32081,4010,57269,165289,67,9253.69,27974.64,2022-01-24,19118
2019-12-08,57,50305,889,42609,75802,50,2299.2,30223.74,2019-12-02,18946
2019-09-30,396,73255,8850,42877,7217,96,703.22,40181.86,2020-12-24,18695
2019-02-26,42,24214,2446,61657,358188,2,5137.98,45292.2,2021-10-10,16275
2019-12-24,138,64001,6723,17133,283537,51,3718.73,10779.15,2020-05-23,8900
2019-05-13,103,16219,7396,84994,105456,96,9577.33,18119.86,2021-04-07,11447
2019-12-20,737,26239,1479,68734,356258,84,4013.76,21749.24,2021-02-25,11033
2019-08-12,322,54504,1866,23566,27371,72,3092.14,17073.27,2019-04-01,12488
2019-10-04,669,2963,369,36634,40440,12,455.64,18336.88,2020-12-19,8628
2019-05-30,652,51870,9208,32966,145225,17,2015.82,43613.05,2021-05-15,61
2020-01-03,884,35288,6349,27786,108549,21,9282.46,5371.7,2020-07-16,1972
2019-12-02,971,51274,183,15677,217075,68,5062.78,38921.42,2019-10-18,13368
2019-07-11,264,55805,3855,12132,244196,50,8470.7,27947.02,2020-07-07,19008
2019-02-28,343,62589,2213,79181,230670,63,4961.75,29914.38,2021-10-27,17230
2019-06-01,800,41077,886,21596,352761,72,5327.34,4887.47,2020-08-19,3809
2019-12-01,839,17401,5722,36280,302587,99,1535.75,3682.52,2020-10-29,5530
2019-08-22,692,34653,8895,3832,304714,84,6094.68,17426.61,2020-11-27,5138
