Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-11-05,1044,5325,9243,72221,257436,35,8667.82,605.12,2019-02-05,12039
2019-05-16,1159,35411,7570,61030,11826,42,3403.74,31810.99,2020-08-20,14201
2019-12-12,1026,24972,6171,50051,204168,29,2374.39,32537.13,2019-04-12,15774
2019-09-21,933,39261,6885,50419,259874,17,8220.36,43553.66,2019-12-23,16545
2019-07-13,85,70374,9438,11469,337573,83,1826.54,12861.18,2020-02-28,9688
2019-04-11,1048,68313,6858,69825,348951,60,6481.83,6535.42,2019-09-27,9418
2020-01-01,1159,40933,2426,16186,63241,92,2474.57,22177.94,2021-11-09,19404
2019-02-24,320,39506,7438,8827,369768,34,5677.93,1235.66,2019-10-13,11333
2019-06-03,1198,64692,3108,45600,158349,68,6765.62,35907.28,2022-01-27,4827
2019-12-26,1113,17556,6298,3153,276781,84,8579.03,2230.55,2021-07-13,16769
2019-08-13,829,43886,9153,53033,125413,31,1723.43,18188.76,2021-11-24,5827
2019-12-15,728,29855,1586,28285,66932,7,336.17,30453.87,2021-05-02,5026
2019-01-09,1066,19190,662,38871,83592,27,7105.53,40822.99,2020-01-10,16004
2019-03-18,363,36278,7677,88587,66983,22,9393.64,11365.54,2021-09-04,9947
2019-10-07,784,9325,9113,9470,175804,35,8954.67,49575.92,2021-03-17,15509
2019-03-25,286,67312,5115,64785,188770,39,5418.81,747.4,2021-10-16,17318
2019-11-15,965,4104,361,39286,55386,11,7444.49,7562.99,2020-12-23,8683
2019-07-15,1,39189,8746,31040,169738,9,1113.12,13964.06,2021-10-31,18620
2019-05-02,1101,23619,6119,2123,135371,91,805.3,20356.03,2019-05-26,10898
2019-04-28,1078,20790,7747,14756,139917,10,169.84,41882.7,2020-07-26,4423
2019-08-07,523,23194,2055,53502,306418,25,1393.45,18903.56,2021-07-02,7525
2019-06-21,619,17266,5377,9217,74511,37,26.73,38014.82,2020-10-01,15979
2019-04-28,406,62423,4975,35558,200683,82,3634.44,49038.04,2019-06-06,2944
2019-04-19,804,40956,5632,64698,128476,8,2699.66,4724.01,2021-03-28,3407
2019-12-17,330,21887,1069,47766,371110,22,8395.14,16293.54,2021-10-03,11624
2019-03-24,943,14117,3166,92091,252213,91,7066.81,32867.22,2019-08-30,3690
