Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-03-01,1197,3535,1845,48564,344244,29,6126.16,20286.46,2021-05-12,14098
2019-02-10,78,73037,6225,29944,40956,35,4853.86,39343.98,2019-11-02,3631
2019-05-25,728,42291,1873,33145,97272,56,4951.91,28814.69,2020-11-01,118
2019-12-08,1193,23626,7652,90144,213264,83,3660.19,37697.64,2019-12-08,905
2019-12-18,1185,1920,53,19177,40928,64,6483.81,24380.37,2021-12-11,2288
2019-07-18,879,7373,6975,3810,331989,45,4287.18,21232.43,2019-05-26,10116
2019-04-29,93,17592,1279,10731,136223,64,9250.01,20600.79,2021-03-12,2019
2019-09-16,54,40213,4991,40984,380877,11,7436.88,32578.4,2019-07-21,4623
2019-05-23,709,41165,6080,64882,268225,89,8326.5,6179.76,2020-05-05,8909
2019-09-30,867,20196,8771,77651,270418,7,5584.96,24836.19,2020-07-08,3862
2019-06-01,776,45108,4092,27271,59652,86,4391.32,41653.96,2021-06-30,11215
2019-02-01,417,19692,1089,17976,154627,73,1970.71,32887.82,2021-10-19,4506
2019-12-13,447,40901,9483,3227,278690,47,8801.02,38917.04,2021-09-04,11088
2019-12-02,468,73012,5924,82158,79947,13,3782.86,38799.62,2020-03-21,14575
2019-02-20,1187,61019,4087,7096,238780,18,7017.28,43931.59,2020-01-09,13086
2019-06-14,318,40931,715,69223,105879,68,8362.83,34323.34,2020-07-09,1685
2019-10-13,50,17220,5821,30709,308425,48,4892.15,15160.15,2022-01-31,13975
2019-02-08,563,21166,8736,95192,264283,48,3563.23,3676.58,2019-08-14,16076
2019-07-21,969,42794,6463,22349,159615,91,1371.9,44945.06,2021-01-01,418
2019-01-29,93,14633,4535,89670,343729,44,592.34,13199.84,2019-05-10,14404
2019-12-02,1004,24871,7937,40864,29294,34,3738.73,34000.83,2021-11-10,5014
2019-10-05,1191,25565,8407,60976,350868,90,8247.33,48122.86,2019-06-30,7854
2019-05-16,560,8722,3075,30033,25630,6,5103.78,46352.67,2020-01-06,2195
2019-10-16,823,61492,8139,30272,275928,98,8825.25,5666.47,2019-11-24,4361
2019-03-12,695,12864,9597,56935,355730,35,4004.45,230.16,2020-03-31,15640
2019-10-18,721,53733,4873,46807,35047,27,8064.32,5675.22,2020-03-21,8853
2019-04-17,1070,11265,4410,91082,66479,90,9266.88,44632.63,2022-01-29,16039
2019-10-06,1022,8620,9315,68078,276958,26,9370.5,49967.54,2019-12-13,13208
2019-10-08,145,4503,7174,78097,295363,45,8147.19,20029.03,2020-08-24,10216
2019-12-07,75,65819,2000,90955,10688,71,1770.22,24059.35,2020-08-23,17695
2019-12-24,965,54517,8314,11543,15405,74,2538.19,15601.68,2020-04-06,12721
2019-12-27,859,50452,5769,35615,91882,100,6313.74,34693.66,2022-01-31,2349
2019-06-09,1186,4953,4504,97663,145205,43,9609.91,42219.95,2020-06-01,335
2019-05-20,947,6769,8947,83632,339528,73,6626.81,28930.57,2020-11-29,9494
2019-01-22,144,34879,1589,22583,52376,55,5348.41,3077.8,2019-04-26,18380
2019-07-31,371,40784,7477,91454,220534,28,7404.84,45634.01,2021-06-25,8124
2019-08-08,483,10421,5871,4027,389679,82,5944.5,30561.88,2020-08-06,15575
2019-10-26,539,67931,7237,43687,349351,73,5682.27,6152.29,2021-06-25,2003
2019-11-07,598,48537,4525,51098,209820,62,5411.98,12214.72,2021-03-23,8228
2019-06-21,113,36892,4701,86842,320895,6,7381.96,17857.43,2021-01-09,9974
2019-01-16,6,73551,3479,50082,173895,65,129.61,30546.74,2020-03-22,7951
2019-12-24,200,46228,6615,86804,202300,68,7925.42,29965.51,2020-05-30,4348
2019-05-31,207,5000,2133,56274,242718,23,4929.19,33774.0,2021-08-14,19755
2019-11-02,351,55616,5385,80354,18292,68,5491.09,30417.29,2020-12-31,10509
2019-08-04,482,3995,7562,20013,388929,23,7868.46,14577.61,2020-08-23,13835
2019-09-19,1149,8639,2724,72160,310195,16,7473.08,19909.4,2021-01-30,19768
2019-05-25,27,52880,1578,47528,241301,73,5736.73,21693.12,2021-03-15,14523
2019-02-24,647,27222,7937,15168,386017,90,8833.31,32215.25,2019-09-10,7531
2019-08-05,112,34213,266,70515,158115,12,6362.37,25022.86,2019-07-16,2682
2019-03-05,895,61102,3578,94531,247079,3,9234.56,30566.03,2021-07-03,4918
2019-04-30,402,72549,2332,8920,179330,76,7790.4,18927.08,2020-03-25,1616
2019-09-08,615,27223,8744,40446,199854,69,4074.69,48663.35,2021-10-31,17018
2019-01-21,797,44501,820,94286,144023,16,7074.7,2650.24,2019-07-05,14093
2019-06-28,419,22136,7026,94723,19666,12,3084.39,29776.65,2020-07-28,14874
2019-10-27,376,4881,1065,51009,268347,100,4326.2,24276.9,2020-08-07,3786
2019-02-06,1189,62996,1548,29976,208646,20,5052.8,33720.99,2020-01-16,17435
2019-01-16,587,12868,7973,12984,220893,79,5377.44,18149.46,2021-06-21,11936
2019-12-17,942,36526,3581,91518,70862,87,3252.8,32257.47,2021-06-27,7734
2019-08-14,681,61339,4307,92837,226487,52,3605.09,15075.78,2020-11-18,7996
2019-06-07,140,34839,495,32315,90510,25,4228.47,32989.64,2021-12-30,5460
