Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-11-23,1158,68248,1761,59618,24055,52,4622.38,2607.93,2021-07-23,6653
2019-04-19,39,22219,6605,67019,96728,93,1463.73,41253.61,2021-10-24,7211
2019-09-08,352,32342,629,29259,183619,65,8926.28,21179.4,2021-06-21,13668
2019-02-23,820,43710,3895,28177,140987,65,318.02,16403.18,2020-03-03,654
2019-03-15,545,9013,27,50257,288246,51,4338.14,36205.74,2019-12-05,4175
2019-12-28,689,21619,3315,46140,213911,76,2375.34,40093.82,2021-05-10,2798
2019-10-06,37,56355,8159,66531,200869,62,1140.72,47459.92,2019-05-21,14935
2019-04-30,1017,59707,262,10464,255782,62,9569.25,41141.36,2019-05-08,11281
2019-11-18,1142,30854,5589,10071,365910,12,574.83,4054.31,2021-07-06,15027
2019-02-12,176,40976,2714,65691,30844,5,9284.1,22443.24,2020-10-31,16650
2019-08-16,299,63644,8426,66916,82250,1,8784.36,38276.26,2021-05-12,15979
2019-02-08,811,73577,4345,39272,344496,84,3306.15,35452.2,2021-11-17,11602
2019-08-13,381,73787,1010,2316,319008,63,7383.75,33871.9,2020-09-19,17680
2019-05-15,671,29210,3159,8197,307489,95,5926.83,42772.59,2019-09-08,16811
2019-07-25,1164,44479,2751,26344,330645,13,9861.93,17670.59,2021-01-29,17690
2019-07-15,294,70633,1492,22064,40121,62,9246.63,14532.54,2020-01-17,6940
2019-08-29,614,32229,7663,28096,204629,44,8131.12,14441.31,2020-11-11,16540
2019-03-10,1081,11491,1211,77868,337267,67,1791.61,22549.31,2020-05-22,8538
2019-11-16,872,19415,4048,40859,118342,10,5876.19,45016.44,2020-11-12,12580
2019-03-23,674,65062,7046,97288,271502,93,6201.95,12239.35,2020-07-20,11469
2019-08-16,502,60347,3277,11085,157013,61,142.67,10201.87,2021-02-22,15133
2019-12-06,1196,33685,9675,12408,346277,30,9463.03,2974.21,2019-11-07,12135
2019-04-19,654,4248,7412,34131,278793,3,8153.3,14697.59,2021-03-28,7537
2019-11-14,552,13356,2618,49079,92179,62,5706.87,3684.35,2019-10-02,3169
2019-04-01,879,30519,3347,81228,93809,11,1047.57,20264.87,2021-09-07,12574
2019-10-27,316,55920,4383,38969,253899,51,4185.57,15397.13,2020-09-06,10892
2019-02-11,50,18342,1307,17823,22014,31,6722.06,11937.42,2021-05-25,494
2019-03-25,1042,11335,5363,29637,279849,68,7320.24,37770.13,2019-06-06,15367
2019-01-31,1057,70736,2422,33106,356809,68,4907.27,42708.84,2021-06-21,579
2019-09-06,703,62615,8709,57750,15987,25,412.32,16877.08,2021-09-17,10020
2019-10-06,1095,55026,934,46029,91233,25,3942.93,49034.62,2021-11-01,13598
2019-06-09,452,50753,1212,30862,22538,72,355.37,21785.15,2021-07-27,19086
2019-11-23,452,6042,9572,20450,335416,28,9031.46,49440.77,2019-04-12,6159
2019-12-24,729,53758,7652,73101,208095,63,1242.6,44849.85,2019-03-26,8050
2019-01-09,15,59266,4844,65158,61701,89,7517.62,24203.25,2019-10-27,311
2019-02-24,71,43995,8409,14286,369987,60,2542.92,34021.57,2021-09-20,5252
2019-09-16,721,52180,915,40992,122126,76,596.6,31381.15,2020-08-29,8895
2019-07-22,929,20296,1721,35623,351865,75,4066.08,45405.53,2020-03-24,16110
2019-09-08,943,26893,1706,12248,318174,10,8338.01,46679.91,2019-02-04,15992
2019-11-03,906,27458,7387,68346,355810,41,9731.98,49798.9,2019-02-08,7099
2019-08-27,757,63284,5545,90837,53997,24,2351.48,45204.94,2019-03-24,18159
2019-10-16,750,28016,1452,12029,254589,89,8846.41,18038.39,2021-08-01,13338
2019-01-14,1187,11821,88,96482,38441,13,4941.68,30387.2,2021-04-29,17869
2019-12-25,135,30985,5619,67352,303864,51,8272.19,18446.49,2021-11-02,14079
2019-04-15,1166,70986,7977,50036,361550,51,5555.07,38287.54,2021-02-20,14076
2019-01-24,618,67405,8764,10007,322017,90,1373.68,28159.35,2021-11-25,2985
2019-10-12,1092,53618,9130,17641,101951,48,5930.28,40201.87,2020-11-19,14991
2019-03-05,1195,11675,6676,24970,184863,24,5096.03,35364.23,2019-05-11,9770
2019-05-25,960,33038,9932,13612,335404,77,1348.15,43386.26,2022-01-27,7275
2019-08-31,150,46535,1250,8934,137689,54,1736.71,3213.1,2019-02-28,13001
2019-12-16,592,5495,8883,62320,126107,64,8375.68,15381.79,2019-02-22,3104
2019-11-06,739,6102,1916,82555,284177,14,6318.85,11605.01,2021-09-15,9756
2019-10-26,365,23288,8129,22716,205703,23,2822.16,13053.98,2021-01-30,4010
2019-04-29,776,41395,6116,32275,176636,84,6168.42,37479.97,2021-11-24,7779
2020-01-04,45,13652,7897,26301,217008,73,8222.01,46352.65,2021-11-27,2276
2019-10-21,658,68444,193,38373,52652,68,4410.36,11345.73,2019-08-30,11131
2019-02-05,470,8973,9286,53346,60332,66,3009.14,45070.51,2019-08-15,9101
2019-07-29,967,6139,9312,31739,35558,70,7972.15,21411.51,2019-08-12,18313
2019-05-25,963,48863,1087,82278,348187,19,5680.46,28121.77,2019-07-15,2319
2019-05-05,457,65285,823,24227,32159,19,2893.2,22091.95,2019-11-01,1009
2019-01-21,103,54563,3227,91620,263429,82,2108.55,37926.18,2019-03-16,17449
2019-08-14,727,7272,5486,37884,296544,92,2118.96,32639.26,2021-08-12,14571
2019-10-19,318,56919,94,86822,39397,40,7618.04,12483.69,2020-02-25,19186
2019-05-04,177,55765,4825,48044,305314,93,7894.06,31482.54,2021-08-18,172
2019-12-17,171,35002,5942,59862,151146,14,3486.41,14563.26,2021-08-13,3529
2019-07-19,1079,69848,9627,44797,349256,33,4067.27,30465.52,2020-05-06,6158
2019-10-19,458,35182,2937,55092,146304,26,6949.92,44373.14,2019-02-13,4941
2019-10-16,1141,12465,6739,80687,106043,74,1083.61,11644.09,2019-08-20,6946
2019-05-31,347,30028,9111,63835,328814,28,964.44,19847.69,2019-10-09,17112
2019-04-20,1156,69771,605,39133,87909,93,2531.53,30088.81,2021-03-31,15073
2019-12-26,889,50530,4892,34817,5346,21,7393.78,22542.21,2019-08-18,18664
2019-01-18,193,12777,8626,91191,126399,60,1541.5,35571.78,2020-06-09,1768
2019-05-11,117,61943,7631,38589,156513,38,6416.41,36092.12,2019-08-26,10465
2019-10-20,9,51939,1331,21899,388080,29,2414.56,19859.94,2019-06-12,19073
2019-11-17,781,35463,6542,93460,210571,61,3603.3,24568.5,2021-03-28,15718
2019-10-24,426,26856,3338,10843,129198,24,7132.58,9668.38,2020-06-30,16794
2019-03-21,1145,52008,6908,28378,98764,66,3253.76,8708.45,2020-10-26,6672
2019-08-06,671,26614,8695,28575,236731,20,218.5,15826.92,2019-07-04,15045
2019-10-10,826,59162,8733,75073,282698,62,224.55,40074.02,2020-08-17,13326
2019-04-07,837,58649,8173,85998,351331,76,3709.9,28789.95,2022-01-02,14167
2020-01-07,332,10958,6099,87387,37345,99,1915.38,941.44,2020-09-09,5547
2019-04-22,1197,23828,794,91973,204544,34,2500.87,11551.49,2019-03-25,16294
2019-03-15,780,3415,3953,17600,118889,92,4011.95,9984.54,2021-09-27,15885
2019-03-30,832,59949,5449,87416,97093,3,1056.28,12338.31,2019-06-23,2331
2019-11-01,696,43047,8639,11364,235987,84,7125.08,5003.52,2021-10-04,1849
2019-11-16,463,63398,9809,1614,42375,84,9732.91,13509.14,2020-09-02,2731
2019-05-11,1167,23746,5093,28693,35257,27,6205.25,12946.93,2019-07-16,4653
2019-01-20,13,4165,5302,74610,78174,6,7722.71,44549.77,2021-08-14,10906
2019-05-15,170,66969,6983,74345,64552,53,3993.47,18952.88,2019-04-04,15130
2019-04-15,268,46417,3197,71794,14178,84,7278.66,19876.96,2021-02-05,8099
2019-04-13,390,41801,5731,91488,202362,38,8243.88,40711.95,2021-10-02,11832
2019-11-14,389,69190,9704,46556,302478,57,5056.01,45503.78,2021-09-03,14292
2019-10-04,1119,33664,5849,36265,112512,73,7133.78,24654.09,2020-01-04,4250
2019-07-08,884,24887,5047,68794,258298,73,3496.44,4089.26,2020-01-06,16558
2019-05-11,401,49796,3461,50320,302390,12,9569.2,49194.67,2020-09-18,14776
2019-11-11,249,40395,7718,9199,247931,81,2040.06,6365.02,2021-12-23,7480
2020-01-01,1028,8542,8391,38862,43629,15,5847.78,41452.42,2021-12-09,18966
2019-11-05,372,58160,3085,13395,356177,92,8234.28,14849.69,2021-01-22,265
2019-08-05,847,55048,5875,93933,23016,85,6828.6,47404.89,2020-03-12,18800
2019-07-24,810,57136,2349,100,24136,24,916.67,8360.07,2020-02-02,3574
2019-10-22,489,6411,5696,83092,311990,80,7910.91,28051.94,2019-05-10,8237
2019-03-21,400,68149,4948,82647,15177,26,234.1,23274.53,2021-11-23,9062
2019-05-06,113,51322,8191,84345,225777,32,3133.58,48793.24,2019-08-02,17087
2019-02-22,1098,67610,5292,33207,74581,95,2044.49,11171.02,2021-11-21,13325
2019-09-26,894,59011,177,56285,7851,11,6271.52,29601.63,2019-03-21,15629
2019-03-13,340,57170,3685,79963,156100,70,6617.64,31163.42,2019-08-31,1065
2019-11-26,284,50735,635,45774,250733,95,7959.76,36694.64,2019-08-17,16721
2019-08-03,184,49872,5209,95867,25432,47,5946.05,29882.78,2020-11-26,12473
2019-01-10,1147,41535,6908,68421,276410,50,8612.8,10334.55,2019-11-08,4181
2019-10-06,59,67956,2294,70522,347621,74,2079.3,49884.6,2019-08-09,565
2019-07-25,1132,60225,5671,40562,322383,20,5745.55,42667.34,2021-01-22,18705
2019-07-15,890,9792,9799,85077,272584,17,8155.67,42573.2,2019-11-26,202
2019-10-23,819,7387,3329,74808,73865,44,7854.57,15049.58,2020-02-04,14238
2019-11-17,1110,42437,1303,32600,24230,3,197.59,30364.15,2020-04-15,1353
2019-10-13,863,51819,7526,72131,70430,6,1356.16,34111.51,2019-09-24,14024
2019-10-03,161,6310,4982,65106,242150,57,2074.62,17708.63,2020-03-24,11810
2019-01-31,299,38844,1230,84489,132097,44,4286.41,2297.71,2019-05-22,4100
2019-07-18,51,25759,3121,55353,134377,43,4659.64,14094.33,2021-02-15,13643
2019-04-25,577,12983,9523,80506,196670,94,8428.12,3525.42,2021-03-03,11086
2019-05-18,194,43496,3587,25128,42394,91,6534.15,17168.11,2021-08-09,4539
2019-10-29,545,5116,8536,13678,201163,3,6991.49,30592.53,2021-11-04,8349
2019-07-23,484,20378,2598,46396,42341,54,8244.17,6347.68,2019-04-29,6434
2019-09-30,511,37089,4776,43855,104562,66,1976.69,40618.38,2019-02-15,6963
2019-12-20,171,43707,2205,10633,245495,64,8288.76,47536.28,2020-10-06,18324
2019-05-28,649,69829,1096,9507,19723,75,6872.16,48120.93,2020-05-03,10134
2019-11-09,948,10648,4810,23504,357857,87,5653.84,19471.38,2019-05-25,7942
2019-07-17,959,50242,7179,86791,226531,30,4937.03,14705.07,2020-03-29,7549
2019-12-26,782,39217,9399,32829,51697,15,7508.78,21220.03,2020-01-09,2394
2019-08-02,671,11166,6812,49834,293507,62,7467.95,45332.6,2021-05-06,12067
2019-03-10,1027,51734,2644,8758,47167,84,1705.11,28220.28,2020-04-25,4649
2019-05-29,544,46085,9591,99136,371114,29,5821.32,7396.89,2019-04-16,14509
2019-09-16,1155,35316,4335,86167,32585,23,2246.07,14936.75,2020-08-15,6360
2019-06-03,388,2304,4904,71100,262210,86,2343.69,37553.64,2022-01-18,1688
2019-06-29,672,47933,9795,59281,278419,48,683.24,22402.9,2021-01-26,15433
2019-09-08,485,1572,6912,20748,115828,62,7523.76,6456.08,2019-05-21,3420
2019-03-21,1090,48821,6153,58061,200967,50,851.13,34956.44,2021-08-28,4827
2019-08-27,895,3471,1083,84044,212484,4,4007.19,46818.18,2020-04-20,8157
