Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-02-25,224,61853,8851,6024,84169,38,7304.87,45082.78,2021-08-19,18591
2019-07-23,1109,59587,3551,74959,298452,2,9147.65,872.29,2021-08-11,10870
2019-11-18,304,47459,4515,68877,132827,65,2470.14,14602.69,2020-12-29,10638
2019-10-23,385,69489,5815,49241,274520,81,1683.87,11678.11,2019-07-07,19163
2019-11-04,1061,56879,4946,56646,390034,84,6407.78,45671.22,2020-04-12,16545
2019-03-16,611,64816,4703,24258,20446,56,7721.02,15283.35,2019-07-14,13143
2019-04-14,1006,58722,1666,32407,175396,62,7908.67,38767.27,2021-05-14,6010
2019-12-03,1118,2763,1105,31655,286727,9,6979.02,2358.38,2021-12-12,19286
2019-09-02,1030,39293,6799,61645,156537,76,6700.54,8757.8,2020-02-21,17539
2019-10-08,845,26298,696,69831,365933,55,7901.09,9499.84,2019-03-16,1952
2019-08-02,557,70145,306,64472,29485,81,5214.62,36160.34,2019-02-25,16370
2019-12-12,301,65381,6980,39062,7432,16,6501.43,44850.61,2020-03-14,1364
2019-03-05,93,23727,4241,91311,73668,25,2209.46,44117.87,2020-05-18,18031
2019-12-22,588,1581,2814,50245,338929,100,2380.25,9209.82,2020-08-18,12085
2019-04-08,434,39531,8969,89662,328743,77,1929.73,21536.01,2020-03-07,19284
2019-01-14,37,67171,240,93663,109984,35,8375.86,8637.59,2021-08-23,17720
2019-09-14,377,60364,8862,45134,49839,77,7024.0,32509.16,2019-12-06,5346
2019-10-05,1018,50557,5721,18855,160911,6,6302.8,16276.27,2021-02-08,13580
2019-08-13,76,12646,2486,61400,23304,86,4804.88,3516.58,2020-10-10,19438
2019-01-29,464,10889,9963,17245,271475,46,5426.97,16092.99,2021-03-15,5865
2019-10-08,166,36591,104,34705,303117,84,3586.12,14555.75,2019-08-03,17489
2019-05-18,78,34808,4862,9258,21634,61,5517.49,9138.0,2020-07-18,13607
2019-09-25,892,29342,6066,12941,302277,70,6308.73,41340.06,2021-02-24,1240
2019-09-30,1085,19881,3883,31303,315309,33,5567.59,37024.52,2019-08-02,13716
2019-03-13,1144,52624,8387,31066,4673,92,2807.0,19094.97,2020-06-07,1414
2019-12-25,381,8279,5283,91485,381420,94,9875.61,4883.75,2020-05-11,4302
2019-08-28,414,26781,4447,78431,241727,20,7056.25,798.23,2019-09-04,17795
2019-03-24,712,59189,7518,94994,33815,50,6869.38,42173.31,2019-12-24,1161
2019-09-21,755,64765,580,47625,307035,14,486.95,7166.3,2020-06-14,16240
2019-03-26,127,7098,8086,34832,63189,83,2725.72,19525.41,2019-05-08,9586
2019-10-24,650,23508,132,74050,144322,9,8074.54,9933.24,2019-08-13,4601
2019-09-08,715,3554,5252,83925,305062,93,1130.0,46747.28,2021-04-11,13020
2019-08-09,899,32597,9929,20985,158674,20,8156.09,14943.07,2019-05-31,16755
2019-09-30,754,26864,7763,63894,28790,97,617.75,5578.2,2020-01-29,10631
2019-01-13,1078,40245,5783,51821,184368,92,1202.79,5404.56,2019-08-31,4263
2019-03-27,557,48678,4976,42158,25343,89,1860.96,6077.89,2021-04-10,5126
2019-07-01,434,56929,3108,19470,241314,8,6540.32,13042.54,2021-12-07,16575
2019-05-26,174,7209,8041,41305,265786,70,4574.09,4652.82,2020-02-15,17499
2019-07-24,360,33378,2493,41228,262936,16,5736.63,9359.6,2021-11-10,8662
2019-02-17,1075,6892,2202,77316,272328,47,1909.37,42123.76,2020-12-10,1847
2019-08-04,207,43642,2165,16710,356955,83,8230.05,20765.26,2021-09-26,3165
2019-09-09,68,74571,16,70938,375967,14,8429.8,11407.58,2021-07-11,13171
2019-08-22,351,3691,4351,37160,81284,84,1877.96,20936.05,2022-01-12,4258
2019-02-08,359,57224,4122,11182,356195,13,1118.31,27057.83,2020-09-26,8567
2019-02-23,524,24890,1529,20243,181220,54,5230.36,30537.58,2019-02-15,7883
2019-02-23,870,63402,9730,60084,263695,76,7727.64,30351.42,2020-08-13,11027
2019-10-10,354,52072,3214,63194,239604,1,6903.03,36411.42,2022-01-16,15463
2019-02-02,62,43091,1574,65863,67208,15,8436.94,5713.65,2021-09-02,7602
2019-10-10,755,22301,6224,28747,146369,82,5019.4,7046.6,2021-11-24,8225
2019-04-09,786,40995,1437,73397,366213,35,7481.03,14517.17,2021-05-04,6848
2019-08-21,145,38800,8890,12315,272592,17,6703.25,29745.51,2019-02-13,438
2019-10-23,997,36706,3074,23793,332367,95,7131.69,32829.53,2020-10-22,3595
2019-09-13,385,58869,7142,11136,165195,10,8597.57,1279.35,2021-10-07,5899
2019-02-21,726,69686,4671,830,190586,97,164.32,19033.36,2020-11-04,19492
2019-09-30,529,9948,2763,15510,210226,7,32.2,19861.06,2020-08-05,9877
2019-10-25,193,69312,2158,68356,269634,93,1529.75,47456.78,2021-11-11,6570
2019-10-27,297,8025,7811,56636,356474,58,327.74,10689.43,2019-12-22,5773
2019-04-05,168,27669,6411,78413,22078,52,2173.13,13550.07,2019-04-06,12666
2019-09-17,600,55235,1357,38367,149553,4,3632.35,14600.01,2020-02-29,2822
2019-11-28,167,60462,7731,58835,103241,3,8272.44,43439.41,2020-04-02,4710
2019-06-13,280,62166,342,27536,256786,84,4220.58,47575.46,2021-10-12,13199
2019-12-24,798,54621,1712,66861,290722,37,2046.03,26644.48,2021-07-01,4237
2019-03-18,200,16995,1792,19833,282737,76,2843.3,13693.96,2021-04-10,9675
2019-06-25,950,14799,5170,44410,162384,85,9335.25,47945.14,2021-07-24,14289
2019-10-05,954,26632,3853,554,255664,99,290.11,1947.14,2020-10-22,775
2019-11-05,841,61590,5221,95844,26399,38,2656.45,21392.62,2019-04-19,5558
2019-03-19,559,10508,8232,94492,105135,92,1757.08,49179.55,2020-01-25,14315
2019-04-01,141,33104,7702,49418,35284,91,2132.18,41096.6,2021-01-20,18436
2019-07-12,1026,14936,4940,80769,113684,87,6022.04,33997.77,2019-07-27,16138
2019-10-16,907,17755,8170,45046,284613,84,328.62,44830.11,2019-12-08,19807
2019-01-30,571,74718,7605,46660,351267,81,1868.57,25792.67,2019-10-07,8162
2019-04-09,740,51960,7873,55629,98203,26,7395.01,20210.94,2020-12-07,3288
2019-11-24,690,70940,2860,9612,166424,98,7042.84,31475.29,2020-07-11,19882
2019-07-04,1097,59298,5132,73460,208008,16,9523.07,23545.92,2019-10-27,826
2019-07-15,897,2049,450,84936,374849,99,4538.85,8324.41,2019-09-13,5220
2019-09-07,1130,42791,3280,96464,185454,77,4779.58,49250.0,2019-05-12,9017
2019-11-15,762,13876,7791,24402,314474,88,8970.49,9398.34,2020-01-17,3483
2019-03-26,1091,44878,7597,10227,345515,38,2010.33,41372.27,2020-06-17,7439
2019-03-19,234,54680,9450,7867,255341,59,7192.72,25472.35,2020-03-21,12113
2019-07-05,1085,64152,8718,54498,196372,28,5085.31,37825.29,2021-06-21,1776
2019-08-09,81,17959,3449,45379,339119,98,9333.36,16853.03,2021-03-22,13191
2019-03-25,678,62135,1335,23127,147149,81,8637.36,15811.33,2020-06-03,11973
2020-01-01,223,56632,8057,80309,228841,66,5993.78,18772.97,2020-02-21,18360
2019-10-05,51,15588,6224,25950,119390,83,351.16,38166.53,2021-06-04,9120
2019-11-14,557,62208,6005,68349,83120,36,1261.81,9188.62,2019-11-28,19273
2019-02-22,223,42370,8857,80731,182952,64,5774.27,11509.03,2020-06-01,10997
2019-10-02,993,52093,8476,5156,232663,18,2656.06,43877.8,2020-07-27,2128
2019-07-08,529,74823,8983,60847,60567,42,3283.8,10794.15,2021-01-14,13914
2019-11-12,422,52385,1311,8650,127141,36,1613.9,40742.27,2021-03-07,18627
2019-05-03,550,20547,6613,36157,307924,25,6138.83,24443.16,2021-03-29,8251
2019-09-06,519,69823,5334,24894,143856,15,45.89,8789.48,2021-04-07,9040
2019-04-18,566,47988,5455,24836,273492,5,2277.19,18288.83,2021-02-11,3573
2019-09-17,90,57749,6250,5158,47891,72,9326.62,22064.1,2019-09-23,13250
2019-09-10,121,62513,4780,89870,118395,42,6824.91,46701.72,2019-07-02,8569
2019-11-16,411,68124,4788,44986,325308,54,7998.15,2177.22,2021-03-08,92
2019-01-21,909,24378,8125,96901,257923,87,8245.05,1145.75,2021-02-12,17232
2019-09-13,916,70215,7712,28619,10218,67,5938.66,36625.81,2020-10-30,2343
2019-08-24,947,56610,9889,6206,112193,21,4320.07,36734.68,2020-03-09,15891
2019-04-20,545,44730,169,87676,51697,45,3185.56,20482.51,2020-08-30,5537
2019-05-28,976,32566,9569,7871,157338,98,6567.15,27977.54,2021-09-03,16466
2020-01-02,1178,61859,9361,13634,344079,80,2146.76,7540.77,2020-12-05,3345
2019-02-03,730,72812,6623,55172,39886,17,6420.01,29577.38,2020-09-16,15478
2019-11-29,1187,57109,7573,55315,149803,93,3376.77,38947.68,2021-08-27,11484
2019-01-16,359,63909,3565,34489,370193,82,1157.51,27672.57,2021-12-17,8237
2019-11-19,29,39399,2434,51289,87546,13,5336.82,34322.25,2020-11-22,1306
2019-07-29,608,35349,3590,29447,112685,69,1826.88,25667.33,2021-02-15,11760
2019-10-01,135,11981,8865,82903,331755,48,2584.03,36946.76,2020-05-29,9914
2019-09-27,870,41322,5880,34897,281067,46,3378.52,42740.74,2021-02-08,11237
2019-10-28,1146,12624,5255,50983,187359,35,8530.45,5499.62,2020-03-28,10052
2019-06-03,479,10648,4868,53014,655,17,9161.82,44680.0,2020-11-15,9570
2019-01-18,995,74818,9043,82910,105650,39,803.9,45184.02,2019-08-03,18703
2019-11-26,696,20336,51,78342,63132,35,1044.97,46528.17,2020-04-09,19498
2019-08-07,95,20800,7653,33336,242058,62,9687.11,3480.03,2021-09-16,4571
2019-03-30,1172,63621,1702,43406,388894,21,6887.96,6460.73,2019-03-13,6768
2019-06-21,814,70656,9970,1851,76779,5,8676.8,6866.79,2020-07-31,13358
2019-05-16,533,53403,1201,78175,134059,77,6336.85,2943.08,2021-04-27,19602
