Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-07-18,578,27829,3743,68737,10847,67,4350.34,1793.3,2019-07-09,1280
2019-12-13,910,67582,8960,71015,389021,69,1434.55,2787.96,2020-04-02,18387
2019-02-06,675,42434,1626,61354,185661,83,2251.66,5833.3,2020-11-21,5488
2019-11-26,925,41214,4532,142,892,68,9378.77,10284.75,2019-03-16,17897
2019-03-19,663,65274,6033,25257,125306,17,9990.09,1405.19,2019-11-07,15068
2019-11-07,122,43814,6031,77906,120021,71,1667.72,41044.74,2020-06-27,6971
2019-05-15,256,71100,2254,57253,184459,72,5083.02,18764.22,2021-03-29,18879
2019-08-08,1193,48445,4847,65436,333377,87,6250.13,19456.85,2019-09-07,4769
2019-06-02,233,30034,5218,93391,276745,93,7842.61,42617.15,2020-08-19,14189
2019-06-18,1149,49031,2871,52052,273546,18,4864.84,41099.69,2021-12-02,16601
2019-03-20,826,15087,4845,65913,61977,55,2341.41,21111.25,2021-03-31,4116
2019-05-13,590,5955,7962,16791,244058,46,3902.28,38895.85,2020-09-04,12837
2019-02-18,951,43455,3686,25674,353732,63,5343.73,28149.35,2020-12-27,14467
2019-04-16,191,7863,4421,71696,725,81,1688.64,28541.48,2020-10-31,4919
2019-11-24,813,32642,1139,36735,176913,82,9859.59,27676.92,2021-10-18,11069
2019-02-17,414,5068,5706,67304,40348,77,7855.96,37906.09,2019-05-12,8307
2019-05-04,1074,34024,1343,40493,82220,89,2002.98,28216.62,2021-01-23,16311
2019-05-01,90,29144,1664,92941,42103,33,2183.56,34569.9,2020-06-23,86
2019-02-19,110,20883,2458,19679,66699,31,9009.71,8406.56,2020-07-31,7856
2019-11-25,492,51809,8714,77802,50492,99,2340.54,8466.81,2021-03-30,222
2019-05-11,296,67824,2139,28596,51961,22,5205.57,44551.74,2022-01-28,14979
2019-09-29,738,66373,1043,2771,346203,18,4594.86,46133.38,2019-07-10,7697
2019-05-13,1047,61812,8067,25427,167088,31,8672.25,19584.25,2020-12-14,15991
2019-05-18,281,27955,1322,94634,310863,31,4299.29,360.86,2021-05-16,18445
2019-08-19,440,33171,5237,10826,279997,41,4601.6,44786.76,2021-09-22,11223
2019-05-08,297,25550,9750,90773,211077,24,5388.95,4311.4,2020-03-28,17249
2020-01-06,724,34596,827,62544,134146,69,5931.11,40976.64,2019-06-01,2523
2019-02-10,80,2507,1294,15516,205452,55,8561.96,31908.05,2019-07-14,1293
2019-09-14,24,59423,2844,43824,32668,71,6201.1,33887.37,2019-10-21,7332
2019-04-21,285,22068,5141,58249,297970,48,9842.38,3060.85,2019-03-12,1285
2019-11-18,205,70495,4246,45139,163767,42,7999.38,47139.01,2021-04-30,4481
2019-10-26,1000,47962,5432,87401,29402,14,6535.97,46528.57,2020-05-20,3581
2019-11-21,394,60323,3262,32809,378303,92,4017.29,31791.26,2022-01-19,10041
2019-11-12,8,9927,6618,48610,124040,93,5403.29,25580.34,2021-09-04,11
2019-04-17,1091,24560,4938,25948,196722,60,1067.01,30267.5,2020-04-08,12152
2019-10-02,978,13253,396,73709,378177,7,9215.97,35752.5,2019-04-20,5631
2019-10-02,862,24221,2576,34095,134155,55,6546.96,40445.0,2021-06-23,8103
2019-07-09,3,36329,3358,53229,249838,82,946.12,48747.94,2019-07-23,14020
2019-01-21,21,6917,6802,43112,171253,24,7347.68,28270.39,2019-08-19,10255
2019-01-09,584,58038,7380,80235,346413,33,775.48,36608.02,2019-07-18,14873
2019-03-17,901,63222,7848,4558,267004,51,877.74,8188.54,2020-02-19,9521
2019-11-28,48,56749,2628,73177,328850,4,4033.5,25636.55,2019-06-29,12473
2019-08-13,249,65599,8879,78843,353308,53,8310.96,43616.54,2020-12-04,1501
2019-04-23,1062,26112,1182,57401,369495,60,7982.26,45300.43,2020-02-19,10659
2019-06-10,509,57106,4862,85997,24870,49,5300.45,13321.19,2019-12-17,11943
2019-03-01,467,21909,176,28409,32385,72,8317.12,20603.13,2020-11-27,8316
2019-08-23,159,48365,139,90839,183548,35,9501.86,35505.95,2021-02-26,13620
2019-10-09,552,39505,1582,20003,144231,10,3831.98,29013.82,2021-01-19,14211
2019-10-24,723,57499,7155,77474,267408,85,8742.12,4110.0,2019-03-23,8166
2019-06-02,1028,12549,5949,44523,93572,72,4303.48,28611.13,2019-10-07,3564
2019-05-29,663,49785,841,9866,89787,73,1654.23,12895.7,2020-08-14,407
2019-11-21,125,8877,1782,75146,215423,84,4808.27,47248.71,2020-10-17,8359
2019-12-13,821,50838,3669,3937,95444,46,6260.39,22728.81,2020-10-27,14265
2019-07-06,300,18288,7091,69271,134718,6,7611.14,30815.26,2021-03-13,16510
2019-07-30,632,56155,3868,55276,8580,48,524.01,47840.24,2019-09-30,9285
2019-04-28,259,21567,4898,91629,327264,58,5376.99,14885.08,2019-07-16,17841
2019-08-04,334,72782,779,11000,209859,46,2375.26,29157.73,2019-02-14,14776
2019-12-06,447,20773,4817,87794,231329,57,6528.17,21120.57,2020-11-04,4398
2019-07-22,86,64956,1189,24965,226092,77,5551.1,2364.32,2021-12-21,7628
