Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-06-03,897,10317,3891,30855,64612,67,9791.05,37833.92,2021-11-14,4585
2019-10-16,270,67608,726,80464,47930,32,7143.47,34529.94,2021-03-29,14733
2019-10-31,1108,57813,7927,3812,248600,49,27.0,4503.66,2021-07-24,8359
2019-11-20,270,30258,6030,97076,109200,94,5497.16,7632.71,2020-06-16,5821
2019-06-15,363,73956,244,63284,129242,11,9702.0,15600.46,2019-04-15,8949
2019-12-06,1097,55464,1301,70871,82655,11,6144.69,34134.5,2019-03-11,1837
2019-02-17,119,3005,1058,95298,62214,65,2020.57,39366.88,2021-03-04,7300
2019-04-20,326,27756,3561,76339,308079,10,9021.98,24729.11,2021-11-22,14675
2019-03-30,428,46226,8728,39507,174274,97,3315.44,39401.39,2021-03-09,6629
2019-10-15,55,66898,7717,53491,152898,89,5347.15,26664.77,2021-07-14,15837
2019-01-14,620,56564,4971,48301,71617,79,692.61,26539.73,2021-10-29,19733
2019-08-11,404,19332,7219,39584,18806,67,5428.15,31860.66,2021-01-02,7491
2019-03-31,716,36844,6506,46439,196256,23,1280.61,47945.93,2020-06-18,12377
2019-04-05,727,20992,4337,15917,281745,58,5857.79,30195.0,2020-06-01,12084
2019-02-15,315,70819,8439,16260,145798,81,8017.48,21654.32,2021-04-07,3300
2020-01-02,884,27503,64,63625,30383,78,1258.02,2842.42,2022-01-13,13433
2019-05-08,708,53316,9343,90073,369095,86,4838.56,30134.69,2020-12-13,6090
2019-08-14,1011,74065,6457,61749,367959,57,339.83,37104.35,2019-04-26,6583
2019-10-13,244,67136,9548,82132,274055,70,6303.34,12554.76,2021-01-15,8911
2019-04-24,1075,18899,1717,447,292652,11,4670.31,19685.39,2020-10-13,18357
2019-06-21,1086,61842,4372,36469,342771,56,6626.57,42443.9,2021-04-04,12493
2019-05-20,385,23823,1159,11139,208525,12,9461.18,5919.69,2020-10-26,10137
2019-04-03,279,6082,7055,50436,344858,97,1867.56,559.32,2019-03-01,17415
2019-10-13,85,31370,3967,16479,136798,11,4887.07,46533.74,2020-11-20,13156
2019-12-24,974,37573,6145,3364,144625,44,1027.73,20142.94,2021-10-21,5982
2019-04-30,129,28970,2993,82186,168245,82,9673.36,36732.28,2019-10-14,12242
2019-12-29,1040,60105,98,58106,375433,84,1509.35,3073.75,2019-03-13,5191
2019-06-02,354,3567,9373,55887,379354,39,8937.87,48553.68,2021-05-22,6609
2019-06-05,950,27206,5241,54741,206403,58,6746.29,33749.34,2019-04-08,1068
2019-09-20,260,28448,9024,93419,281849,6,9554.08,16066.6,2021-12-10,2008
2019-09-27,412,72703,4862,1637,141327,55,7500.75,31519.64,2020-09-30,4441
2019-08-09,425,55828,2357,33828,157969,55,7909.56,33806.44,2019-03-01,16174
2019-07-02,452,74786,6421,50601,245574,52,3923.16,11281.62,2021-11-11,10799
2019-02-04,1001,60771,1896,50741,157186,99,2983.19,16808.12,2019-07-18,10868
2019-12-30,543,22379,3278,10703,118643,42,1279.23,48488.52,2020-04-11,9995
2019-01-31,325,66972,5559,32294,172477,59,2367.57,35154.65,2019-04-29,12773
2019-03-26,502,15212,4648,17486,21156,18,7770.05,21948.44,2020-11-14,19881
2019-07-01,762,8732,8858,70333,345058,14,4176.4,4009.75,2021-07-25,18096
2019-11-22,726,19602,5428,29682,26434,13,1453.96,6480.78,2021-02-25,9602
2019-01-13,238,69252,7276,65609,35025,34,8790.4,33187.63,2019-11-08,2545
2019-10-20,833,3722,1147,13761,205346,20,139.23,11702.02,2021-12-28,12628
2019-04-06,799,23113,9188,77170,157799,36,493.63,22969.91,2019-10-15,2219
2019-12-07,87,48497,2597,19838,46010,44,5167.47,19966.0,2019-11-08,10061
2019-09-22,447,65894,3661,24456,241062,56,9357.07,45123.62,2021-04-12,6205
2019-08-05,426,35077,766,37075,308842,83,5311.85,15375.0,2020-10-03,12962
2019-08-24,1140,61923,920,49034,41366,52,4628.01,21515.5,2020-05-07,9231
2019-12-28,541,1365,2882,68268,163507,4,6839.84,17528.35,2019-05-28,1263
2019-07-23,864,50232,658,37011,389810,74,8278.24,12881.7,2021-08-23,11
2019-02-24,514,15992,9706,6959,378780,57,8482.88,39106.33,2021-03-02,15296
2019-04-28,517,25557,9935,59945,281081,21,6885.12,3936.89,2021-11-08,13950
2019-05-16,455,18860,4662,92068,211227,84,3670.77,38685.56,2020-09-01,7037
2019-02-25,326,50265,6393,69519,76551,75,4331.56,46194.79,2020-06-18,11089
2019-03-14,412,69554,4892,49430,197349,43,3866.36,36932.9,2021-05-16,19055
2019-12-31,761,15188,8454,83793,26749,3,8415.96,24745.59,2019-09-01,15542
2019-01-23,998,1852,9801,68137,388923,71,2771.64,23738.44,2020-01-07,7285
2019-10-05,41,41944,7071,88803,344468,78,6627.84,3488.7,2020-09-24,9815
2019-03-20,779,55619,1800,59863,160944,74,9281.66,5020.83,2020-10-30,4962
2019-12-22,1078,46198,2173,93750,223473,49,7309.95,44530.01,2021-05-24,15212
2019-01-22,254,71487,1533,18728,231851,12,303.5,31479.33,2020-07-14,16983
2019-01-11,346,31686,9493,58952,209654,41,9855.79,7574.46,2019-06-06,5940
2019-02-13,630,6284,6019,80202,313525,11,5594.2,24593.15,2021-05-26,15513
2019-04-23,231,14366,9612,46290,258470,30,3122.54,12303.68,2020-11-24,6641
2019-07-13,726,46789,895,96250,139831,38,4415.72,8227.03,2019-10-24,10314
2019-06-05,1083,73455,249,83341,131356,49,2671.05,25314.92,2019-05-24,8226
2019-03-13,637,13287,6151,36189,387341,81,2160.7,28198.41,2020-12-11,12735
2019-12-16,1086,50135,7727,41885,2044,97,6554.34,20156.42,2019-03-26,7185
2019-01-17,824,46753,4982,47804,152817,55,5607.38,16085.83,2021-10-25,13635
2019-01-14,21,44303,9706,74759,70794,30,7772.23,41510.72,2019-02-24,865
2019-09-08,186,56943,9447,87738,67227,10,3411.49,14721.68,2021-12-28,10596
2019-09-22,994,68112,2929,57142,19657,7,6609.44,2847.03,2021-07-24,19460
2019-08-11,338,54728,2364,9354,367485,20,957.33,1880.4,2020-11-10,15276
2019-10-17,608,40937,4396,97966,52492,36,32.72,3235.45,2020-09-14,16971
2019-01-17,161,73919,8288,27866,163414,85,9105.05,732.85,2021-04-30,12193
2019-06-12,812,49757,4364,4424,280805,60,2736.97,13505.1,2019-02-09,11419
2019-08-26,416,62329,7151,10840,153089,50,3389.54,38128.36,2020-11-28,2059
2019-09-08,983,33367,9960,52995,74848,55,5279.68,25843.83,2021-02-12,10371
2019-03-08,125,49826,5255,36657,188130,12,556.59,7960.89,2021-07-22,18780
