Data,PaymentID,GarantyID,ClientID,DiscountID,ProductID,AmountProducts,TotalPrice,TotalPriceDiscount,EndGaranty,OrdersID
2019-04-18,693,49219,3551,43007,314596,49,2484.59,15576.23,2021-06-02,9551
2019-04-01,321,11067,2870,56943,137739,65,6383.48,45815.66,2019-09-25,13758
2019-11-02,711,40466,6509,1767,181904,39,9704.45,5848.13,2021-03-29,14383
2019-07-05,167,35609,3742,19359,49131,96,1960.24,31015.6,2019-07-28,520
2019-10-28,233,25942,7655,378,40805,4,7975.15,151.77,2021-05-04,10833
2019-02-03,927,48719,6323,69833,325293,41,3516.24,7194.31,2021-06-24,14595
2019-01-17,1079,17334,9666,16835,58689,40,3043.22,39110.21,2021-04-03,10846
2019-10-03,990,4033,2688,71511,16262,69,6337.32,42093.51,2021-09-07,1872
2019-04-19,388,55399,1837,26091,90317,93,8471.19,44249.66,2021-08-27,16711
2019-02-12,140,15702,1113,32722,91231,25,9473.47,26377.35,2021-09-15,6756
2019-11-14,879,14022,9564,77522,229280,2,4911.51,25873.85,2020-10-21,8727
2019-07-12,668,7183,1866,16157,89080,63,8497.31,33435.78,2019-02-26,5369
2019-09-02,695,13384,8946,46437,135921,29,4296.41,11641.23,2019-11-19,3835
2019-10-05,486,37233,212,56482,363588,41,3426.02,24200.97,2019-06-08,15776
2019-05-21,1057,13966,7066,86563,270726,46,3181.46,17406.19,2021-01-29,13259
2019-01-19,511,71253,6633,24017,319058,31,4563.13,44712.13,2019-12-11,2617
2019-05-18,991,33413,8592,36512,150869,56,556.57,18827.63,2021-07-31,14978
2019-06-03,1136,45681,647,71019,43825,27,8807.16,45203.52,2021-05-22,3672
2019-07-28,345,40151,8427,68720,381465,6,6043.23,24830.99,2021-01-12,17639
2019-10-04,753,44580,5105,66808,57659,77,9331.83,44068.33,2020-10-13,230
2019-07-21,892,71435,5489,34285,57320,54,5186.44,2067.27,2021-01-31,12281
2019-05-16,835,16721,6377,98421,294414,75,3297.78,21964.8,2021-02-11,10416
2019-04-03,273,14278,7977,21999,205091,5,4956.14,18734.77,2021-12-16,19109
2019-02-21,231,8960,1717,12581,145505,24,9262.33,11587.95,2021-06-03,2769
2019-11-23,136,62032,2038,78848,200732,77,3389.79,32373.23,2021-02-22,8006
2019-11-21,1003,52610,6630,89010,33185,61,3884.0,37626.16,2019-10-17,317
2019-02-27,1078,29732,1658,90866,100642,92,784.94,40558.63,2021-05-18,9947
2019-07-23,112,27316,6911,73819,34599,46,6137.37,1880.03,2020-10-25,10789
2020-01-02,393,69063,7718,62705,349310,96,4453.23,20036.63,2021-06-06,13190
2019-07-11,938,21601,6975,18361,277000,94,9770.46,39032.69,2019-10-08,9401
2019-03-11,125,22095,6247,9639,219954,31,3867.38,12000.11,2020-10-16,8044
2019-08-15,177,15310,910,26251,198667,60,3836.22,36494.29,2019-12-02,2051
2019-05-09,1070,3640,3663,22430,308695,100,8767.87,30009.93,2021-12-31,13093
2019-04-05,781,50293,9386,55345,6931,94,6930.15,31374.05,2021-07-27,13127
2019-12-24,33,16634,8687,35303,210591,29,9170.92,9943.1,2021-12-12,18427
2019-02-17,482,24650,135,97777,297368,75,280.19,24657.23,2022-01-30,9966
2019-01-20,538,15069,9471,21151,290467,76,5813.14,18624.79,2021-02-02,9984
2019-11-13,1183,46041,4965,7998,298140,98,2621.59,46589.64,2020-04-17,16537
2019-01-30,331,44737,206,25120,244664,24,472.07,6780.27,2021-10-09,747
2019-06-26,664,73089,1113,24397,49969,10,8952.72,29814.3,2020-07-17,7029
2019-03-03,108,47245,2803,24635,22127,73,763.26,42015.23,2020-09-09,16227
2019-03-08,973,64881,8436,49844,273283,21,4414.27,10671.17,2019-03-10,1878
2019-07-29,1182,9005,9737,7114,138541,24,3352.67,14809.76,2020-07-24,412
2019-06-05,866,52734,2746,69298,242554,51,9213.9,8954.33,2020-10-25,19996
2019-06-14,916,29752,7082,58731,377719,62,5904.76,3451.77,2021-01-06,16188
2019-05-31,985,62258,4216,51076,36152,7,3290.75,30581.75,2019-05-20,13892
2019-07-25,465,7518,1086,69255,362721,46,4236.51,29149.25,2019-03-31,14901
2019-04-22,284,16669,5125,19819,111118,50,1676.81,14080.39,2019-09-09,11735
2019-07-18,585,5082,7975,94049,40020,28,5798.32,35827.86,2022-01-26,14704
2020-01-07,871,16300,5232,98031,278969,34,9294.48,10807.28,2020-03-05,4679
2019-06-11,979,11688,374,75852,22459,61,1020.79,14542.58,2020-02-06,2466
2019-04-24,391,71005,4395,34731,83830,64,3340.36,11635.46,2020-12-01,14177
2019-03-17,859,58880,2709,5706,283525,51,2299.07,41804.18,2019-12-09,7368
2019-02-13,109,5602,3645,38411,57879,97,5507.14,17592.35,2020-08-05,4909
2019-02-04,135,5899,1936,29986,238012,88,5342.8,49415.14,2021-08-23,16013
2019-01-26,985,18229,5585,21097,356777,95,8743.89,16004.41,2021-01-07,1814
2019-08-08,326,59154,6096,90960,158002,54,5193.1,3939.57,2021-07-31,3287
2019-01-23,644,20780,4383,56139,338881,95,6505.48,28536.14,2020-11-17,5395
2019-04-10,877,70103,8447,65357,16424,50,2190.59,42059.19,2020-09-20,16109
2019-11-15,613,67703,6483,2867,367426,33,7160.53,22593.39,2019-08-20,5084
2019-03-01,464,57209,8090,19615,56913,18,3424.23,11890.32,2021-09-07,15035
2019-03-06,271,13445,4705,20643,382225,7,4958.69,1364.83,2020-01-08,1585
2019-07-21,1172,68869,1094,41946,216938,71,9611.67,20357.75,2019-12-25,16350
2019-03-21,645,36843,1087,7375,319923,12,5874.83,35046.28,2020-11-25,2141
2019-07-05,814,61767,5050,96064,268386,79,8125.16,2603.2,2019-07-07,9376
2019-07-25,242,69164,3825,33537,359971,57,2041.9,36925.77,2021-12-04,5791
2019-02-15,429,47257,7816,45627,4250,4,3022.41,13644.38,2019-06-18,18742
2019-08-28,940,35266,1791,64534,17739,92,956.27,26205.66,2019-07-19,7899
2019-01-21,707,1010,9850,17772,143682,69,196.03,3405.32,2019-08-23,8731
2019-10-20,433,68826,8718,58378,212345,84,9877.3,19378.98,2021-05-27,16002
2019-02-19,107,7396,9417,69496,321511,87,9956.68,43201.65,2020-01-26,16402
2019-02-20,917,54637,2162,83306,282527,8,8264.46,39531.46,2019-09-03,2914
2019-04-29,592,60921,9539,24300,277961,53,6958.55,11566.0,2021-01-06,14837
2019-12-20,705,36450,1388,60973,320129,50,2501.56,2021.03,2020-11-10,10746
2019-06-17,311,23074,8329,93279,383136,37,9741.68,11203.78,2021-08-31,1341
2019-01-30,344,70211,1391,8858,273106,81,8823.02,13080.66,2021-04-26,17295
2019-08-12,370,67326,795,70508,76711,69,1373.2,20644.31,2019-09-11,7652
2019-10-06,1114,16555,4001,25497,162985,84,1355.76,4186.01,2021-07-15,16111
2019-04-14,668,62572,2006,81749,94830,53,338.62,14630.42,2021-04-23,266
2019-04-19,857,15280,4998,68380,64889,17,919.44,33514.05,2019-08-31,9965
2019-08-13,906,53701,1870,24589,274878,10,3617.13,33051.81,2021-08-30,12112
2019-01-17,965,64247,8350,93607,176384,26,9235.95,47641.65,2021-05-11,18827
2019-07-23,260,15242,6855,53820,91608,31,570.67,35072.99,2021-10-05,13811
2019-12-04,487,31062,2488,38504,280140,92,8847.43,48655.32,2020-10-17,5357
2019-08-10,1137,11912,7015,96994,186995,95,8768.19,10920.75,2019-08-11,882
2019-12-25,152,61393,9752,73320,202066,25,6306.0,31863.51,2020-06-05,8250
2019-08-16,692,9646,7830,90406,348920,4,776.1,49400.46,2021-11-19,12872
2019-12-28,820,28321,4189,65220,364383,41,4133.47,38576.05,2020-04-25,13600
2019-12-02,886,53329,867,22633,231523,86,4631.7,9784.88,2020-06-15,7660
2019-03-15,1062,61219,9975,22757,152267,64,4221.61,44040.17,2020-07-21,4111
2019-09-16,124,53162,2836,49025,355848,67,1282.35,28661.45,2021-07-09,2983
2019-08-24,752,20022,1046,38084,180002,49,4269.11,16739.19,2019-10-23,11805
2019-12-21,1095,47930,1634,17473,248122,46,2660.94,25710.06,2021-10-14,19059
2019-10-04,379,72490,9139,34558,277468,28,9134.19,31022.22,2020-09-19,17921
2019-12-01,189,57150,3959,43339,161455,73,191.99,38362.81,2020-10-05,8917
2019-02-13,148,39153,877,30853,12384,52,6209.02,47060.29,2019-09-17,13889
2019-04-29,328,22094,5039,22248,263113,97,6286.8,17582.06,2020-03-02,2153
2019-08-18,144,18672,8909,74026,243882,84,8103.4,45311.35,2020-11-09,13808
2019-05-27,145,3597,4117,95235,132905,14,3035.96,19231.84,2021-11-23,2176
2019-05-15,410,8960,8827,23864,223662,18,5288.69,33089.86,2019-05-14,7523
2019-02-10,940,9262,96,13628,165451,66,9224.93,23068.34,2020-05-29,12056
2019-02-25,313,6136,9749,22332,50209,82,6463.88,8245.01,2019-09-14,5294
2019-09-22,1177,10884,1212,86502,230330,42,768.71,31428.32,2019-07-25,12260
2020-01-03,1128,28981,5995,92725,381216,32,2123.17,41401.95,2020-03-12,2295
2019-04-15,345,1142,9807,11046,367763,1,1951.12,32776.71,2020-10-24,7522
2019-12-31,589,67407,6710,77676,316698,20,2658.04,21061.51,2020-11-04,4482
2019-06-27,1155,12660,2749,56343,239867,12,5013.86,20072.1,2020-11-17,5952
2019-06-16,140,61522,8079,74442,386772,73,7564.22,30469.44,2019-10-09,12946
2019-10-07,336,31355,2884,82464,35496,74,7137.38,16458.23,2021-02-04,4916
2019-11-17,1176,46915,3541,50264,162965,6,2662.83,25943.75,2020-02-06,14493
2019-07-29,113,20819,1557,83399,95159,44,674.44,37130.83,2021-03-31,2627
2019-06-04,713,36666,4199,87776,315794,48,2984.71,36328.51,2020-08-09,7807
2019-03-20,979,53454,3976,50467,3259,41,5915.31,11307.77,2020-12-01,12797
2019-03-11,1043,31408,5799,67284,215535,12,165.92,21059.59,2020-06-07,13742
2019-01-28,150,25126,1232,3673,106676,30,7100.42,38766.05,2021-04-25,1810
2019-02-14,1131,33543,3894,47712,376762,71,2899.25,47528.55,2020-11-30,8678
2019-10-27,49,10246,3942,42176,228547,77,4974.65,34258.28,2020-04-19,14676
2019-04-17,1157,26224,1735,84325,370356,37,5399.69,37125.39,2021-08-01,5019
2019-08-17,939,9467,840,99364,115695,33,9136.3,10527.19,2019-07-23,983
2019-04-11,1137,66388,4076,22740,359675,68,6689.06,46999.73,2019-11-08,5005
2019-06-08,803,6700,3986,1929,327570,11,5953.25,8592.21,2021-10-16,15398
2020-01-04,667,19897,9213,49075,175908,95,8281.1,3746.15,2021-07-27,11102
2019-08-16,779,70042,385,60779,350302,12,1925.85,2257.81,2019-04-29,76
2019-01-22,894,20279,3636,37019,290052,26,8213.44,48737.71,2021-10-19,1107
2019-02-12,389,49692,9423,91635,263532,39,8975.52,19078.27,2020-12-23,17161
2019-06-24,596,55401,9894,25521,118783,100,2678.95,21712.0,2020-06-15,19909
2019-05-08,477,63639,7629,63176,289187,11,8358.74,45063.05,2020-09-21,5796
2019-08-02,771,48925,8515,20431,222258,11,3847.32,14132.49,2020-09-26,15697
2019-06-17,185,14129,9454,41770,177040,67,7108.88,13812.15,2020-02-11,16455
2019-05-31,979,42420,8540,58490,130490,87,4633.88,46963.08,2021-05-30,8996
2019-02-23,786,38969,5019,7587,231849,74,3897.29,35998.16,2021-04-29,16612
2019-08-05,684,3950,634,79330,294982,75,5850.12,5893.55,2021-05-29,8427
2019-04-13,248,74681,2452,88200,2253,69,5312.22,39668.25,2020-07-28,19490
2019-12-17,97,34764,8232,48949,58676,31,7488.92,28483.54,2019-12-19,3961
2019-02-21,1017,2040,4356,50978,362209,19,9102.72,1144.22,2020-05-17,13149
2019-09-24,1004,17997,4258,66522,44780,22,5301.66,30248.46,2020-08-07,4554
2019-07-19,37,72637,6985,65101,257998,29,4488.83,5588.4,2021-03-31,3735
2019-12-06,370,8940,6377,53949,218771,22,3589.75,22576.95,2020-05-10,355
2019-08-07,578,11144,4930,34848,328631,41,2493.52,42985.98,2019-12-31,7640
2019-08-29,1151,49865,8210,18499,72627,29,9226.3,21207.42,2019-05-31,8702
2019-10-31,262,53049,7557,48290,27950,57,4242.25,32923.02,2020-03-31,19972
2019-11-13,789,18526,5173,32114,297151,97,235.16,44232.69,2019-08-23,18645
2019-04-01,511,70208,8000,87128,100203,55,1071.12,17366.61,2020-03-07,8531
2019-08-20,1092,11452,4129,10323,40728,92,2121.32,37828.01,2021-01-28,12571
2019-12-12,176,30189,7625,61073,214457,48,4151.89,39609.89,2020-03-08,12143
2019-06-06,725,31461,921,1426,104820,82,8119.27,45041.56,2019-08-14,12664
2019-06-16,1027,67197,8121,41928,98525,23,2278.15,29328.27,2021-12-04,9718
2019-07-21,246,22848,937,29991,75470,3,2950.98,9496.17,2021-11-25,14950
2019-01-14,347,63999,4406,53188,59891,57,3937.14,40527.74,2020-07-04,11160
2019-06-14,606,48682,945,32128,75840,32,8151.1,25616.8,2021-02-23,9079
2019-03-01,315,54114,2826,86603,268019,76,7673.53,46637.01,2019-06-26,3191
2019-07-24,170,7905,6560,78292,35437,7,7328.99,13803.33,2019-09-21,10563
2019-10-16,706,72013,8062,25176,71071,83,1865.28,26566.45,2019-10-02,16440
2019-09-25,608,39108,1675,88835,358635,76,9025.5,14369.71,2022-01-31,3707
2019-05-24,856,74741,9466,11454,328186,57,5070.84,36771.32,2021-07-21,5325
2019-10-06,144,16621,4127,95724,120409,78,73.39,36605.96,2021-09-06,884
2019-08-03,1123,44209,196,27542,172569,25,2608.17,3636.42,2020-09-24,4393
2019-06-15,916,51764,7531,59289,259931,7,1564.98,11245.34,2021-09-01,946
2019-08-20,484,6801,2543,27677,110714,82,8534.72,32072.79,2019-11-27,7163
2019-06-04,1147,10719,1897,37206,259928,65,2306.87,34471.01,2021-09-02,17876
2019-06-02,90,73286,2875,60364,101694,97,4535.26,14988.63,2020-10-27,7672
2019-02-11,396,48513,6398,25659,140331,59,9164.56,38217.58,2021-08-02,16624
2019-02-12,829,46576,3455,22290,21012,21,2199.24,32098.13,2021-06-15,13577
2019-02-08,620,48964,3110,12525,24445,35,5489.04,22761.61,2021-04-17,19295
2019-04-06,694,70559,8209,66328,242982,97,3843.41,43905.84,2021-03-30,8011
2019-04-09,1033,58943,1292,48951,256864,84,625.45,1904.13,2019-10-24,3064
2019-11-09,928,54060,7227,93430,341165,44,7449.57,3279.47,2020-06-15,4629
2019-01-21,1050,58627,3974,10284,208836,4,2723.81,36757.15,2019-08-03,283
2019-10-16,1020,40975,3799,91078,36305,34,9655.51,46490.47,2019-09-18,1824
