Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2019-05-15,14187,745,12010,1248,8783,0
2019-10-17,10533,149,3627,1621,9292,0
2019-12-10,1759,328,776,841,51516,1
2019-07-18,5693,1106,7160,637,74359,0
2019-02-06,17118,640,1469,2955,66593,0
2019-06-09,1036,662,11922,2903,46047,0
2020-01-15,17189,235,7256,733,33532,0
2019-03-18,29669,38,13191,1225,64315,0
2019-09-26,25555,172,7084,2531,45842,0
2019-09-23,1790,751,11307,1232,33432,0
2019-02-10,153,253,4687,1549,65665,0
2019-04-29,19594,645,4359,1343,4607,0
2019-09-29,34621,146,10019,1156,27851,1
2019-10-07,29137,1104,12600,1387,68654,0
2019-04-20,27218,862,8254,826,69238,0
2019-08-02,20850,932,523,1829,29886,0
2019-03-23,20074,1232,14031,145,43785,1
2019-11-28,6967,359,10462,1584,63281,1
2019-07-23,38092,859,4573,1177,13113,1
2019-04-24,7254,733,13505,1750,56148,1
2019-05-07,23233,1175,8773,2980,45502,0
2019-06-10,4510,769,5241,2638,9082,0
2019-04-17,16019,764,2842,2647,39786,1
2019-12-16,4932,1186,4778,343,18998,1
2019-07-25,19899,1292,11161,1868,64750,0
2019-07-14,30774,23,5057,660,19488,1
2019-08-03,31382,1056,9002,1707,41683,0
2019-11-30,39445,642,4867,2443,4345,1
2020-01-07,16143,1043,8307,1454,17962,1
2019-06-22,8483,292,13194,1368,33401,0
2019-10-24,1933,441,2550,2585,8990,0
2019-08-31,17507,333,10304,1881,68425,0
2019-09-04,20696,325,8738,2655,31518,1
2019-09-08,32100,248,13683,2809,8830,0
2019-12-03,34365,173,13560,644,27190,1
2019-09-15,4435,678,14244,529,10794,0
2019-10-19,27756,558,2818,2093,23635,0
2019-11-20,20278,428,10778,2156,70044,0
2019-08-25,14558,837,1813,1097,35915,0
2019-05-10,18876,342,9602,1811,33578,0
2020-01-01,1183,469,6830,1951,8265,1
2019-05-17,39888,572,10882,159,69387,1
2019-03-24,12306,1075,2617,2417,73212,0
2019-11-16,27476,342,5521,961,37290,1
2019-05-19,11841,907,11357,1029,44667,1
2019-11-04,3689,1035,4263,2358,7057,0
2019-08-22,10985,261,10825,741,22861,0
2019-03-28,36838,651,10267,2639,44402,1
2019-08-25,14592,963,2888,2211,65926,1
2020-01-24,26248,994,7753,523,30787,0
2019-08-29,20616,120,1,2686,9926,0
2019-04-13,17171,1186,2730,2127,55543,1
2019-05-27,11952,42,9564,2540,23200,1
2019-04-07,17297,300,4892,2372,62713,0
2020-01-29,22609,396,7311,484,51563,0
2019-03-23,8084,978,6525,522,3914,0
2019-06-04,4243,1032,10524,2436,26411,0
2020-01-02,27170,405,6934,2480,60982,1
2019-02-15,28483,618,4346,1695,35890,0
2019-05-08,11615,747,1538,38,9200,1
