Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2019-05-11,5,750,116,536,734,1
2019-05-09,680,558,474,865,71,1
2020-01-06,744,108,145,560,62,0
2019-12-16,907,188,103,930,265,1
2019-11-29,681,701,687,332,397,0
2019-11-26,168,44,937,900,1,0
2019-11-26,275,303,643,425,364,1
2019-05-11,991,736,151,94,933,1
2019-11-15,916,841,438,118,894,1
2019-09-04,141,823,670,18,792,1
2019-12-03,107,926,669,323,433,1
2019-06-02,275,834,743,594,400,0
2019-02-26,247,874,695,781,575,0
2019-08-25,514,677,830,678,783,0
2019-08-19,955,294,267,439,840,1
2019-09-30,808,201,214,761,130,0
2019-10-07,701,776,358,745,871,0
2019-08-25,345,60,494,45,625,1
2019-07-09,556,830,236,283,643,1
2019-04-03,10,754,469,474,976,0
2019-05-22,698,465,93,737,561,0
2019-04-02,735,279,623,724,778,1
2020-01-12,575,886,817,191,644,1
2020-02-04,188,264,223,972,976,0
2020-01-19,615,983,587,775,46,0
2019-12-27,224,766,51,392,876,0
2020-02-04,430,254,894,613,437,1
2019-08-16,949,579,500,853,118,0
2019-05-01,512,231,813,765,453,0
2019-10-18,489,577,108,165,537,0
2019-05-26,479,504,340,785,357,0
2019-10-12,692,890,544,588,583,0
2019-09-16,647,760,517,876,476,0
2019-12-11,446,132,815,687,557,0
2019-10-04,658,457,19,912,816,0
2019-06-17,842,600,64,420,587,1
2019-09-06,250,392,254,193,60,1
2019-11-25,333,507,376,954,44,1
2019-02-16,359,16,361,81,32,1
2020-01-16,32,734,921,740,359,1
2019-06-12,788,247,781,516,386,0
2019-05-09,345,457,373,451,932,1
2019-09-09,48,485,105,146,357,0
2019-10-18,915,908,885,387,578,0
2019-03-05,869,158,941,9,49,0
2019-03-03,67,145,861,402,244,1
2019-06-12,772,845,314,214,370,0
2019-09-23,930,473,537,984,807,0
2019-02-22,565,439,927,188,291,0
2019-10-31,757,291,411,643,526,1
2019-04-28,862,697,276,677,363,0
2019-03-09,982,463,746,30,603,1
2019-06-24,624,767,438,557,780,1
2019-05-20,172,607,929,216,743,0
2019-09-04,684,933,47,675,727,1
2019-02-27,954,408,969,651,366,0
2019-09-01,181,702,58,237,937,0
2019-03-26,714,134,891,159,620,1
2019-09-12,261,127,350,21,104,0
2019-09-18,355,451,2,962,788,0
2019-03-16,812,194,537,237,830,0
2019-12-25,363,291,632,852,489,1
2019-10-30,127,846,967,603,198,0
2019-05-05,335,745,660,663,117,0
2019-05-20,129,595,761,918,367,0
2019-05-18,453,150,149,875,430,1
2019-10-10,799,983,786,748,682,0
2019-10-12,542,445,138,143,611,1
2019-10-08,537,94,375,494,236,0
2019-05-21,222,498,505,97,415,0
2019-08-24,22,382,513,655,223,1
2019-03-22,638,716,786,631,984,0
2019-12-14,185,789,569,825,509,1
2019-04-17,316,620,163,699,671,1
2019-03-13,54,431,58,177,807,1
2019-07-01,588,158,753,658,213,0
2019-11-22,879,601,595,621,108,0
2019-10-06,885,727,925,193,610,1
2019-12-25,165,782,441,704,584,1
2019-03-26,802,949,522,538,458,1
2019-03-30,427,976,653,26,276,0
2019-12-12,109,142,586,422,253,0
2019-07-20,520,557,878,136,989,1
2019-04-21,567,897,177,557,85,0
2019-12-31,647,509,824,452,177,0
2019-05-10,460,22,944,83,124,1
2019-12-29,274,583,424,108,215,1
2019-02-21,39,854,999,37,948,0
2019-08-29,593,553,756,447,258,1
2019-03-25,356,625,498,404,527,1
2019-10-13,893,452,544,310,303,0
2019-12-16,439,653,959,312,325,1
2019-12-01,7,140,30,627,946,0
2019-05-22,237,469,310,328,376,1
2019-11-05,912,38,731,921,629,0
2019-11-22,760,100,778,614,711,0
2019-08-29,942,68,536,174,224,1
2019-03-01,836,536,387,567,420,0
2019-03-10,332,25,544,981,692,0
2019-10-06,928,371,962,990,840,0
2019-11-25,945,219,750,558,943,1
2019-07-31,358,143,239,527,692,1
2020-01-22,365,315,853,782,627,1
