Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2019-03-04,4373,529,14527,2792,22039,1
2019-05-14,19618,53,9343,1829,54002,0
2019-08-31,24316,293,5249,2480,16754,1
2019-09-27,3846,789,6695,589,65315,1
2019-02-10,39762,677,9685,2744,69054,1
2019-05-15,32793,1227,8723,655,74873,0
2019-05-22,33339,408,8830,741,12569,1
2020-01-15,34442,1164,3889,617,48059,0
2020-01-05,20069,60,9257,2750,12678,0
2019-06-24,267,491,10655,1964,56720,0
2019-07-12,21489,376,1867,86,6616,1
2019-05-26,9154,432,6870,1110,53830,0
2019-07-09,24436,194,1619,391,22064,0
2019-05-17,1811,1233,6493,2232,2934,1
2019-08-11,8717,812,6522,2304,51303,1
2019-08-08,23497,255,5251,2262,61895,0
2019-05-08,12284,952,12426,1223,54142,0
2019-12-10,22837,577,7994,1154,15377,0
2019-03-06,31362,1252,6150,2854,65000,0
2019-10-01,35572,760,10223,1742,70691,0
2019-12-13,6678,1237,11890,180,21390,0
2019-07-23,17126,532,11698,1731,10754,1
2019-03-17,7174,957,10260,815,38986,1
2019-03-06,14093,759,7529,2997,63103,1
2019-08-10,37377,1216,6690,2246,19318,0
2019-04-05,15328,555,11575,391,51585,1
2020-01-22,6778,1222,14999,470,35473,0
2019-11-21,12767,169,12285,217,18563,0
2019-10-22,34293,1290,14346,1465,59098,0
2019-06-22,23716,224,1456,2671,4221,0
2019-06-08,6707,564,7005,1923,70051,0
2019-06-11,910,700,12458,2573,7487,1
2019-03-15,32045,396,2724,1910,7636,0
2019-12-26,30347,636,14272,2435,28094,0
2019-07-21,25670,469,11014,933,41307,1
2019-10-18,14306,915,7924,2110,35538,1
2019-08-26,34160,409,7933,1613,41965,1
2019-05-01,31828,118,13778,1768,49935,0
2019-12-09,6586,523,10890,1524,55563,1
2019-05-12,15375,157,12623,1012,24229,0
2019-09-13,38619,836,12351,2803,57980,0
2019-11-21,34531,949,9332,2188,50014,0
2019-09-08,22264,641,11308,742,22362,0
2019-11-20,36975,1249,8561,2068,39038,1
2020-01-25,23942,444,6138,802,39899,0
2019-10-04,16295,51,12022,117,188,0
2019-04-09,9332,683,2288,1221,74808,1
2019-07-13,22561,998,14885,2603,10118,0
2019-03-17,25359,334,3199,1719,15061,0
2019-07-16,6901,445,7925,2399,19945,1
2019-06-25,1956,587,12947,1499,67029,0
2019-07-24,18512,429,12463,2046,71122,1
2020-01-25,37904,1267,10773,2877,64951,1
2019-07-25,35277,570,6955,1238,37201,1
2020-01-15,19502,459,2202,1455,26601,0
2019-12-01,21703,1030,14066,769,13322,0
2019-02-24,7112,200,9247,242,15969,1
2019-07-27,35846,811,3347,2502,70845,1
2019-10-31,5430,987,11283,2964,27207,1
2019-03-31,7427,1007,377,1555,5143,0
2019-06-21,20344,771,5750,2995,37258,0
2019-04-29,13118,773,6046,102,2117,1
2019-08-11,113,328,6063,1292,43728,1
2019-05-17,20050,1066,11260,1716,39147,0
2019-08-26,11665,509,5413,5,65029,1
2019-10-20,13657,16,9566,1063,64529,0
2019-06-29,25687,910,10386,1376,74728,1
2019-08-07,26889,644,4780,756,24672,0
2019-07-13,20452,1202,10693,1055,40981,1
2019-04-03,5294,677,4249,1905,32426,1
2019-09-20,9469,1278,12010,1679,57123,1
2019-04-02,1964,345,2096,2327,4865,1
2019-12-20,15635,28,5804,270,59324,1
2019-12-28,23883,605,3149,623,42148,0
2019-08-23,4542,890,3083,2976,46405,0
2019-05-11,26190,828,6591,385,56845,1
2019-09-14,32378,756,4380,2393,33399,1
2019-06-26,32979,1275,7296,441,35692,1
2019-05-22,6269,1021,7109,2720,2797,0
2019-05-30,17807,609,3577,2551,56476,1
2019-03-30,24033,496,7191,30,50621,1
2019-07-15,18316,51,6525,2581,13207,0
2019-10-23,4662,1136,8943,442,67949,0
2020-01-31,27798,1111,12183,1,33861,0
2019-09-01,21270,643,10215,1145,32935,1
2019-12-24,28047,300,14200,1336,71062,1
2019-02-20,22609,635,108,2980,73528,1
2019-02-25,6194,352,9898,2299,39078,0
2019-11-30,10170,1022,7084,23,55197,1
2019-08-19,3080,152,1207,2219,58356,0
2020-02-05,22963,502,8532,748,29396,1
2019-09-13,7287,281,9331,1140,67262,0
2019-10-03,1031,911,5431,263,24180,1
2019-02-18,20438,1041,7552,586,68744,0
2019-06-04,655,867,12214,2977,39345,0
2019-07-04,4224,661,11536,1862,50180,1
2019-11-25,21752,778,13584,1621,18124,1
2020-01-09,23163,444,12860,1328,40921,1
2019-07-21,26254,603,7915,2656,61480,1
2019-06-02,22990,618,5457,650,8431,1
2019-02-16,19499,664,14643,1900,17383,1
2019-12-17,37115,725,4814,1620,51959,0
2020-01-02,5464,56,11557,2542,73093,1
2019-02-06,13567,256,9332,938,67431,0
2019-06-14,12275,86,11035,1488,27897,1
2019-04-06,8901,375,1019,282,10784,1
2019-07-16,33487,66,12603,2040,47708,1
2019-03-09,26800,1099,3012,1050,23101,0
2020-02-01,30238,742,4442,1019,27123,0
2019-08-20,3392,479,7217,1461,24025,1
2019-06-29,19216,1190,4043,544,12453,0
2019-05-09,14665,648,8861,2629,22144,1
2019-10-21,34325,410,3952,1278,64100,1
2019-07-16,10066,559,14826,1307,28566,0
2019-03-22,10294,546,14063,2860,22622,1
2019-04-12,33278,801,9048,159,45156,1
2019-05-12,25333,991,9146,336,59522,1
2019-07-07,6884,647,10934,1569,68984,1
2020-01-09,38412,677,11903,1673,30200,1
2019-04-11,8469,720,262,2056,45049,0
2019-10-14,4836,579,8732,1334,12367,1
2019-06-22,23691,584,13695,228,16426,0
2019-12-01,39858,147,9762,1756,73523,0
2019-07-31,4724,601,11255,970,6839,0
2019-06-18,6252,435,10511,1179,48139,1
2019-02-17,16349,1016,11784,2963,58524,1
2019-06-05,17190,1279,3261,1259,711,0
2019-02-07,28961,961,14298,8,59142,0
2019-02-19,27891,1006,7025,1551,36791,1
2019-06-29,13791,1160,12959,1432,70344,1
2019-03-17,30964,1061,2257,1636,68570,1
2019-04-28,8095,507,7981,1695,42933,1
2019-10-14,3723,1029,1574,2318,50444,0
2020-01-31,17783,730,4523,1199,44151,1
2019-12-15,12165,553,3117,2170,21592,1
2020-01-26,20057,1103,9349,1556,11037,1
2019-06-06,19404,986,8224,1620,27329,1
2019-03-08,33712,1081,7788,1269,66214,1
2019-12-19,28824,691,5181,648,37036,0
2019-10-30,28385,849,10159,2649,52519,1
2019-07-10,38839,995,13112,1696,34612,0
2019-05-13,30856,18,11368,2961,63958,0
2019-07-20,22808,1295,770,1777,58971,0
2020-01-26,15982,322,5715,892,8810,1
2020-01-14,6551,410,12708,1148,42084,0
2019-11-14,13117,1176,11126,1376,64403,0
2019-06-07,10267,175,14747,1138,32328,0
2019-07-05,16661,348,5680,1985,46113,1
2019-05-20,27526,934,7830,2917,32468,0
2020-01-31,10336,652,2966,2476,15558,1
2020-02-02,10727,866,9453,572,4454,1
2019-05-11,27529,557,5519,1481,59622,1
2019-10-08,8721,64,10718,498,31494,0
2019-06-05,27522,950,855,955,18239,0
2019-02-28,18298,378,1901,982,24302,0
2019-11-17,24095,715,8887,1545,38423,0
2020-01-02,26483,855,12504,1019,38338,1
2019-05-23,14611,407,2548,637,56548,1
2019-09-03,2448,397,14929,1031,65302,0
2019-11-22,31178,183,12698,1408,10006,1
2019-07-17,34101,342,12797,791,57537,1
2019-12-04,14820,634,1566,1766,58344,0
2019-03-10,11139,39,2508,2701,13499,0
2019-12-11,33385,878,14793,927,67125,1
2019-05-02,13101,600,13161,279,28154,0
