Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2020-01-24,24964,320,12,2022,37509,0
2019-04-10,37802,8,73,1556,54232,1
2019-03-10,869,1076,223,2459,55496,1
2020-01-23,6516,1055,84,2683,54130,0
2020-01-07,11990,484,147,1658,35804,1
2019-03-29,19896,28,318,2133,24371,0
2019-08-07,23607,1017,10,2116,43366,0
2019-04-05,19748,1229,297,1170,13675,0
2020-01-17,11047,65,323,2279,27710,0
2019-02-09,13323,819,452,2115,7312,0
2019-10-15,33350,821,658,2571,22102,1
2019-07-28,11530,814,170,2430,9225,0
2019-07-21,8863,707,325,1514,52480,1
2019-04-15,18225,349,535,1104,39025,0
2020-02-04,14933,598,855,1326,59691,0
2019-06-29,38512,483,825,1612,39908,0
2019-05-01,1823,101,507,1070,59872,0
2020-01-08,36685,724,615,1326,51666,1
2019-05-31,5635,426,209,580,41749,1
2019-02-26,21267,1091,877,119,6023,0
2019-12-05,32853,211,418,2851,19341,1
2020-01-09,8583,364,338,544,4299,1
2019-07-17,3636,1244,572,927,34714,0
2019-11-15,13853,176,560,2486,55619,0
2020-02-04,8268,277,679,2361,24307,1
2020-02-01,3273,1216,785,1284,28227,0
2019-04-23,30216,66,891,2499,9805,1
2019-06-03,34795,381,828,1485,5034,0
2019-11-05,33376,776,836,9,49811,0
2019-03-04,25728,38,450,1232,68840,1
2019-11-27,29607,1012,468,2160,34921,0
2019-06-26,20814,1028,360,1004,41119,1
2020-01-29,38079,1217,297,803,2525,0
2019-04-16,31883,214,775,1136,72334,1
2019-12-09,10113,978,894,2204,14831,0
2019-04-01,14201,199,552,1775,33386,1
2019-06-05,17272,650,355,656,60943,1
2019-12-20,30917,7,561,2305,20769,1
2020-01-12,24571,603,944,1896,26401,0
2019-03-22,11272,523,216,1642,43648,0
2020-01-30,18004,1234,50,235,129,1
2019-07-05,10731,100,802,2964,61015,1
2019-06-24,21679,1293,915,2343,25603,0
2019-10-24,16144,974,929,1902,11087,0
2019-07-11,14412,1148,244,1547,15888,0
2019-09-26,36158,205,473,2361,15689,1
2019-10-13,23137,522,253,51,66434,0
