Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2020-01-20,10988,1115,8231,1480,12933,1
2019-06-23,38253,927,10806,1656,43066,0
2019-11-11,18545,162,2734,1160,10366,1
2019-09-27,20391,902,8237,1729,65983,0
2019-08-06,20730,1144,11440,2093,34553,1
2019-11-21,7046,29,1664,2137,71413,0
2020-02-02,1111,1297,2463,794,21708,0
2019-08-11,18672,834,9049,1951,62771,0
2019-11-17,31864,503,11431,1093,55240,1
2019-09-28,25336,295,9128,2727,72557,0
2019-03-05,14232,156,2113,2605,8622,0
2019-12-16,3043,606,5920,2112,49365,1
2019-02-22,29021,683,11210,1238,32283,0
2019-04-15,13693,481,7676,667,57248,1
2019-09-20,30029,1265,2862,614,1234,1
2019-05-20,7482,1190,11473,1011,49372,1
2020-01-29,14945,457,2724,560,38896,0
2019-07-27,6160,167,2586,620,33209,0
2020-01-07,5089,786,12000,345,29612,1
2019-07-14,20312,218,4385,677,30440,0
2019-12-05,39554,1016,4175,1961,62348,1
2019-11-30,24527,523,3224,2714,28796,0
2019-10-08,272,92,6434,2505,43798,1
2019-11-21,25154,484,4888,2598,460,0
2020-01-23,17520,180,674,627,51404,0
2019-10-08,18318,991,11816,1673,22294,0
2019-02-22,9228,509,199,410,57610,1
2019-06-04,19678,782,6945,2053,13134,0
2019-02-19,23842,270,2480,1819,43260,1
2019-02-14,29389,118,1694,2963,2749,1
2019-03-03,14880,865,11399,1903,31392,0
2019-12-08,19466,717,9536,191,31865,0
2020-01-10,17057,347,7280,2740,12620,0
2019-06-17,3259,968,612,1487,25080,1
2019-05-02,23157,1008,3993,1594,15530,0
2020-01-10,24442,176,3229,298,58102,0
2019-07-31,10930,1021,5770,2318,11123,0
2019-12-10,706,594,6467,281,10712,1
2019-08-26,33541,18,7131,1680,10910,1
2019-02-13,3744,1070,4266,2107,1203,1
2019-11-26,9577,656,11353,2265,30314,0
2019-04-01,16317,673,10469,1300,46403,1
2019-02-18,18355,1048,2613,68,51141,1
2019-08-28,12059,135,5190,736,19448,0
2019-09-20,19982,1119,7454,5,3802,1
2019-02-08,28530,698,5638,521,10997,0
2019-09-13,13690,831,11935,404,58806,0
2020-01-20,32231,804,4634,1677,23418,0
2019-03-19,22860,240,10208,1074,57230,1
2019-02-26,15426,734,6984,1489,18061,1
2019-05-28,10506,831,8446,189,58313,1
2019-08-12,21714,666,7853,773,23230,0
2020-01-07,21259,812,2968,2918,58635,0
2019-09-30,3741,953,11013,1106,28160,1
2019-06-11,14567,828,10576,1585,65420,1
2019-10-01,10981,396,9763,2217,40406,1
