Date,GarantyID,PaymentTypeId,ClientId,ReturnDetailID,ProductId,IsGaranty
2018-09-09,3339,1417,7259,4201,225425,1
2018-06-18,11460,4718,2267,6468,271008,0
2018-03-20,18367,4926,7188,7298,126494,0
2018-06-07,19580,2225,3786,9203,148576,1
2020-10-10,13021,3462,1813,1651,312366,0
2019-06-19,10127,1127,8545,2410,117214,0
2019-09-16,9310,1104,6847,118,46735,0
2019-03-20,19124,1834,347,8563,376544,0
2019-03-07,14941,3280,5692,7777,21539,1
2019-12-17,3024,1434,3873,177,314310,1
2019-09-14,10421,2296,1944,7807,19793,1
2018-02-23,15326,4245,4754,8788,24486,0
2018-10-07,1572,158,1859,7426,99208,1
2019-01-21,2743,3645,6208,6040,381343,1
2018-11-11,3112,27,6275,6863,391241,1
2018-04-24,7461,415,7338,7403,96945,1
2020-07-26,9807,416,6551,8682,278384,1
2019-04-21,16357,655,8599,9191,39456,1
2018-05-29,15563,4982,3845,4834,249145,0
2018-07-24,17586,2,7952,309,204438,1
2020-02-09,11390,4723,2788,242,23215,1
2018-11-20,14493,2554,5339,1678,72872,1
2018-06-24,9408,4621,6600,5210,31813,1
2018-06-25,5830,4127,4269,2909,183652,1
2019-01-04,19689,4764,6380,4432,182284,1
2018-01-24,4571,1016,5840,3979,330891,0
2019-03-07,9425,1541,9838,2030,96430,0
2020-03-11,7018,222,1878,5913,268,1
2019-08-27,9046,2500,2180,8986,8352,0
2019-02-03,13441,1204,7866,2192,121841,0
2019-01-29,13573,3732,412,8689,138091,0
2020-08-21,18477,102,1798,3597,365473,0
2018-07-31,13195,259,6651,641,127660,1
2018-01-03,12918,3588,9776,9420,186951,1
2020-10-19,8484,2346,6152,3613,167405,1
2018-08-19,2829,1403,458,2729,267389,1
2019-08-26,2783,3306,4842,4099,108019,0
2020-09-07,15405,1102,4128,6057,6361,0
2020-02-22,14267,3600,1789,7626,385248,0
2020-02-26,6279,4472,5158,1045,246066,0
2019-12-02,12726,1424,1671,5722,278688,1
2020-12-16,14639,1167,4782,3065,73198,1
2019-11-29,1540,4209,452,6692,318879,0
2020-06-12,2581,1739,1943,3593,270607,1
2018-04-14,6128,1431,3920,4622,271774,1
2020-11-17,2174,2689,7313,4907,2302,1
2019-06-21,7977,2903,5424,8029,120692,0
2019-02-22,3541,2600,4157,9212,130067,1
2020-12-10,17464,122,2920,1541,374241,0
2019-08-21,1184,3495,7901,1870,167856,1
2018-01-17,13090,3466,2364,4870,233660,1
2018-07-11,2716,2533,7135,4754,110280,1
2018-04-25,17778,2297,9081,9993,16151,0
2019-04-22,18259,753,8709,7312,294165,1
2019-02-01,17203,2331,8060,6105,128599,0
2018-08-25,7044,4227,3187,9730,247648,1
2018-11-08,17154,2372,4939,3587,245266,0
2019-10-31,6538,2067,2434,4398,261378,0
2019-10-01,3879,2190,3756,6230,364678,0
2018-11-06,13582,92,6462,7748,191262,0
2020-10-20,10790,2149,4088,1410,359806,1
2020-08-20,2462,1052,4789,4134,188499,1
2019-09-05,15389,1782,5977,6003,6513,0
2019-12-20,6682,1200,9170,2779,174117,1
2019-06-15,16484,1074,1636,6384,57997,0
2020-01-30,2982,746,4935,5299,305753,0
2019-01-27,1518,641,8256,831,165207,0
2020-02-02,5300,3505,7490,9182,85590,1
2020-04-25,4779,1157,1553,5996,78607,0
2019-11-25,5538,2251,2595,1673,252666,0
2018-08-07,17777,4962,466,1651,40047,1
2019-09-08,3334,1210,2797,9786,122206,1
2020-12-31,2308,49,9575,8491,253654,1
2019-12-11,3401,1394,9480,2043,2246,0
2019-09-26,19700,2303,7783,2798,103946,1
2020-03-11,17024,1490,1392,4667,136340,0
2020-08-27,7122,2740,8049,137,35457,0
2019-02-24,14710,3124,1034,1700,155515,0
2020-03-31,17780,2567,4964,7102,244175,0
2018-06-27,19613,3153,1213,8172,30885,1
2020-06-02,879,1091,9924,1774,16628,1
2020-08-06,9703,2236,5947,6435,378427,0
2019-11-19,6363,2130,8285,5639,44769,1
2019-08-27,13121,1442,3426,5832,379026,1
2020-05-03,6674,3066,895,7648,132417,0
2018-05-10,2012,4030,3519,1232,353800,0
2020-07-24,5675,3543,2837,2795,101982,0
2019-03-30,647,1060,7769,1923,383,0
2019-08-01,812,230,4046,8724,61992,0
2019-04-21,18622,3928,951,1875,210928,0
2018-03-05,1740,3958,4456,4631,242939,0
2020-04-08,9406,175,8928,9043,67678,1
2020-05-16,1825,3814,5791,4870,264740,1
2018-12-10,18974,3482,3509,4447,136064,1
2018-12-27,19736,903,6877,727,280275,1
2019-03-16,5883,486,861,1296,243246,0
2019-03-24,15816,1995,859,6308,336230,1
2020-07-13,12176,2821,4431,414,240613,1
2018-11-24,296,3958,937,1651,60536,0
2018-03-28,157,1974,3435,1597,159208,1
2018-09-04,11949,4320,9773,3001,148476,1
2018-08-21,16351,1461,4393,5767,127510,1
2020-05-27,6229,2950,4800,370,100178,1
2018-10-09,14882,422,106,1195,86224,0
2018-08-20,9614,4154,7457,3206,330091,0
2019-07-27,19790,1966,6021,6953,43443,1
2019-11-02,19345,525,8400,4841,304830,0
2020-10-24,15926,2064,8745,7565,399610,0
2019-02-08,2757,2702,1406,9862,316571,1
2020-08-22,5379,2695,2143,1557,189271,1
2020-12-01,1866,4306,4183,5809,113198,0
2019-06-06,4952,440,229,2713,222302,1
2020-09-21,14282,1028,5358,8410,326818,1
2018-11-21,5268,4090,3163,1440,179099,0
2019-10-25,3401,4542,8641,3247,341957,1
2020-10-06,13398,1456,6713,3539,108595,0
2020-02-27,2856,2891,4456,5485,296984,1
2019-06-07,12235,500,7417,6155,17175,0
2018-05-21,14263,1099,1419,3068,57614,0
2018-10-13,5990,627,2584,9254,105797,0
2019-10-01,1702,4598,2354,774,272170,0
2019-07-31,16448,834,843,9572,368068,1
2019-08-07,10413,2165,1859,3757,347840,1
2018-07-29,12287,4498,2757,4884,215708,0
2020-12-27,8266,2321,4137,2915,193860,1
2018-11-16,991,2689,3229,9306,313016,0
2018-07-05,3863,3770,8543,3004,125477,1
2018-04-21,5215,3630,1831,7558,6489,1
2018-05-09,11810,3827,5060,4635,180888,0
2020-10-09,15126,604,6321,6723,85587,1
2019-11-11,978,2437,8414,8943,187672,1
2018-09-12,17225,2997,1506,8274,23725,0
2018-04-25,16272,3255,2045,8514,326121,0
2019-07-19,10206,1019,8124,903,161981,1
2020-05-16,5923,2843,5958,9657,379737,1
2020-01-17,4987,2485,800,5699,53566,1
2019-06-20,19308,3831,429,5985,173517,0
