Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2020-01-05,31604,454,8361,1865,16537,1
2019-05-13,4557,529,7514,2731,54066,0
2020-01-19,34525,1112,2773,301,61084,0
2019-03-08,21420,994,7689,246,13944,0
2019-05-08,17882,529,5918,1985,25042,0
2019-02-08,11804,553,7989,2471,53919,0
2019-09-17,11201,440,3215,1092,996,1
2019-05-16,8175,923,7990,2601,45625,0
2019-10-12,735,162,9260,21,58569,0
2020-01-24,34373,1031,7431,96,49615,0
2019-12-14,5688,1075,11788,2566,16216,0
2019-09-29,28410,619,3431,1561,27487,1
2019-09-25,5341,584,7792,1997,21868,0
2019-05-05,38559,355,4766,1494,54375,0
2020-01-19,3299,758,11922,2752,18543,1
2019-07-20,25964,436,4987,2014,8849,0
2019-06-23,6519,279,3266,1234,12980,1
2019-06-03,2829,644,10608,28,52739,0
2019-05-11,13469,433,9694,630,22921,0
2019-12-19,26551,835,3177,1268,57195,1
2019-05-28,27026,85,325,2574,36157,1
2019-05-31,28870,111,4821,2954,69631,0
2019-07-21,13376,1183,6758,2632,16513,1
2019-07-08,31246,522,9790,2786,590,1
2019-07-22,26398,850,125,177,47742,0
2019-06-10,27749,483,1154,587,30611,1
2019-10-31,38027,583,5782,25,63966,0
2019-11-22,31307,1150,6749,527,61511,1
2019-09-04,10314,1248,9545,1403,46768,0
2019-10-12,12204,5,10045,2548,20167,0
2019-10-19,4928,40,11361,1946,5080,0
2019-10-23,25265,291,1697,2158,40462,0
2019-08-05,21128,662,7154,360,27820,0
2019-12-17,30672,661,8510,1426,15539,1
2019-08-24,10991,358,1021,1808,54416,1
2020-01-15,27134,108,4535,966,10828,1
2019-05-25,5570,1159,11517,2876,8249,1
2019-09-11,17113,271,11251,1180,49935,1
2019-04-16,18093,1265,11149,2081,33501,1
2019-06-06,33229,1128,5483,627,21143,1
2019-07-14,35841,472,10816,771,6738,0
2019-11-12,36965,681,2755,1856,29809,1
2019-12-03,25286,758,910,2094,13563,1
2019-02-19,30144,126,1171,2867,38782,1
2019-05-28,32836,124,3192,2158,70744,1
2019-11-11,24020,1003,3014,2485,65894,0
2019-03-19,32720,479,6794,2264,57770,1
2019-10-17,2172,1146,6415,1388,17090,1
2019-05-25,14506,1294,10860,992,29793,1
2019-04-03,3973,7,11163,1919,19104,1
2019-06-20,37647,710,391,2371,25826,1
2019-04-22,5512,1219,4352,1417,13358,0
2019-02-13,27615,1215,2466,1834,31771,0
2019-10-29,27740,65,1086,1958,55623,0
2019-08-06,10727,986,6986,1627,7343,0
2019-02-06,38087,1258,4695,2933,39484,0
2019-05-05,19508,598,3550,831,10768,1
2019-10-01,5830,981,11862,1840,32497,1
2019-07-10,32236,805,757,2641,3248,0
2019-06-02,12611,911,9550,396,73595,1
2019-05-07,24392,799,7756,2935,21771,1
2019-10-20,18594,1173,2455,1137,60173,0
2019-08-05,30681,24,484,1880,60879,0
2019-02-17,18236,43,7546,2430,47742,0
2019-07-29,305,1298,11363,400,54348,0
2019-07-23,21604,724,4470,93,15649,0
2019-10-26,19540,546,4972,1761,70534,1
2020-01-09,540,271,1884,677,72716,1
2019-02-25,14442,242,2280,985,47901,1
2019-07-01,9875,893,8902,1393,49305,1
2019-05-24,23198,279,6868,540,30287,0
2019-11-16,16821,795,3262,400,47291,1
2019-04-20,10569,1108,10912,680,61597,0
2019-05-07,4801,165,8162,482,17902,1
2020-01-07,36226,1135,2916,573,30470,0
2019-09-10,5804,1101,2581,292,21931,0
2019-03-11,38871,748,5034,1810,11814,1
2019-02-18,4100,23,7334,2644,37929,0
2019-05-19,31066,1220,2434,2881,6467,1
2019-10-27,4748,799,9252,2313,23990,0
2019-05-14,15161,1263,3125,2311,3776,0
2019-02-28,26425,665,5529,47,16390,0
2019-06-03,161,463,11973,2973,29747,0
2019-09-08,22562,344,11424,600,52880,0
