Date,GarantyID,PaymentTypeId,ClientId,ReturnDetailID,ProductId,IsGaranty
2020-10-03,8661,1661,3424,6546,8350,0
2019-08-24,15300,3148,8949,6154,181010,0
2018-03-02,4990,1331,6055,1851,131913,1
2020-08-13,300,1832,2082,6926,84804,0
2019-01-11,8930,4791,1962,462,1584,1
2019-11-17,1614,4985,9623,1009,13601,0
2018-10-02,708,3206,3,5273,116201,1
2019-04-08,17405,2451,7285,896,287397,1
2020-04-19,16242,2282,7009,6053,143418,0
2018-07-29,18386,2110,5628,8735,313508,1
2019-07-30,12362,2868,7641,5463,136147,1
2019-02-20,11769,3812,6230,5130,253113,0
2018-09-27,13204,779,9704,6718,226465,0
2019-09-11,19539,200,6570,2481,273917,1
2020-12-30,19158,1103,2192,9714,319339,0
2020-01-03,10932,3525,3005,90,309976,1
2019-06-04,12626,1806,6238,2357,165736,0
2018-01-19,2176,3225,8419,5099,178914,1
2019-05-18,1114,759,4223,7408,363061,0
2020-01-02,7094,4684,1922,1346,122690,0
2020-10-22,805,4661,1653,1162,344802,0
2020-11-07,14432,930,7781,7073,325315,1
2019-03-01,5269,2860,8715,1788,212657,0
2018-05-15,17141,2665,5105,5082,215335,1
2019-02-10,8966,3287,1575,9917,300503,1
2018-12-12,6867,2353,1238,1961,180687,0
2018-03-06,10092,1755,2394,4056,174486,1
2019-02-03,7872,2092,3044,530,320354,1
2020-01-14,19825,591,7212,485,371313,1
2019-04-13,9878,1322,5306,9095,21436,1
2019-04-27,10136,3009,6816,8711,164062,1
2018-12-13,16787,3488,7585,4017,382348,0
2019-12-02,677,3909,2284,3044,33678,1
2018-07-19,11517,4063,4199,33,262033,1
2019-01-07,7089,2626,9425,8142,153333,1
2019-10-25,1016,4583,1390,6756,297147,1
2020-01-26,2374,1488,6150,4876,29365,1
2020-03-09,2057,2125,8854,5009,181254,1
2020-08-25,9377,2587,6683,719,277748,1
2019-06-24,16084,2915,6767,7621,61740,0
2019-05-03,7780,932,2126,8434,207617,1
2019-07-15,4450,3586,5434,1653,257170,0
2019-01-23,10761,1384,3525,5414,398919,0
2019-11-08,561,1136,4686,9683,113967,1
2018-09-29,363,3995,7951,745,203522,1
2019-08-15,11226,3230,8025,2633,285003,1
2018-05-30,7843,2843,6891,117,315587,0
2020-01-23,1000,4946,6840,4420,173429,1
2020-08-21,14569,2023,8595,9124,358556,1
2018-12-17,3256,4821,2182,4779,8487,0
2020-06-25,5233,4387,2827,2899,239219,1
2019-02-18,8271,4574,6835,5276,206790,0
2018-01-02,6932,3951,2682,8716,351586,1
2020-09-10,13850,1516,1961,56,45348,1
2019-03-16,15578,3751,3602,3313,280071,0
2019-09-10,11188,2937,2599,9650,97673,0
2019-06-24,6631,4951,385,3268,111084,0
