Date,GarantyId,PaymentTypeId,ClientId,ReturnDetailId,ProductId,IsGaranty
2020-02-05,36208,422,8701,2705,7763,1
2019-04-16,31713,558,4713,1386,67566,0
2019-03-12,17286,151,6410,326,64392,0
2019-03-13,6672,630,2735,2966,29486,0
2019-05-21,32909,973,7556,2297,15011,1
2019-02-24,4464,835,3553,1862,57725,0
2019-05-06,35857,1273,8547,705,5960,1
2020-01-02,35115,806,9696,1471,71743,1
2019-05-15,14449,638,13021,1536,36333,1
2019-08-04,10473,240,14642,347,18733,0
2019-12-16,28477,4,14268,1839,37174,1
2019-09-16,39991,545,1044,2691,57239,0
2019-04-15,6398,455,6916,820,60206,1
2019-06-03,30780,335,5308,1113,36881,1
2019-07-28,5628,768,11536,173,2694,1
2019-11-04,31077,107,1825,650,36011,0
2019-07-19,19365,297,10609,1733,62034,1
2019-05-01,964,71,7065,2239,47473,1
2019-02-23,34062,883,6889,2794,61837,1
2019-12-17,21820,394,4690,1524,67292,1
2019-04-05,8071,720,5377,366,72326,0
2019-04-20,32908,1293,10435,2650,22199,1
2019-03-23,11353,1110,9147,2967,16133,0
2019-03-03,27373,463,3588,1335,49939,0
2019-03-11,12831,411,11175,311,29360,0
2019-09-13,29186,229,6608,867,37983,1
2019-04-09,7668,1152,2769,1294,17427,1
2019-05-08,25978,242,842,2325,28413,1
2019-05-25,25899,1151,8940,933,69014,1
2020-02-04,36081,1135,12929,1093,40393,1
2019-07-13,6127,754,13453,41,56079,1
2019-05-25,12015,650,1186,1801,45997,1
2019-02-22,13037,1134,11082,863,60649,1
2019-08-26,19981,939,13508,811,66247,0
2019-12-19,39866,316,1879,1107,72706,1
2019-03-08,6868,980,12673,2799,19438,0
2019-07-13,30927,1277,5591,2250,34294,1
2019-08-04,24265,1164,1213,2590,26834,0
2019-09-28,8525,127,3716,2247,53611,1
2019-10-04,12169,544,12523,2354,37272,0
2019-03-07,36843,844,3411,1976,14477,0
2019-12-19,33501,487,8737,1596,30237,1
2019-08-09,8879,1022,7642,2518,446,1
2020-01-06,6905,455,7229,2339,10554,0
2019-08-12,24095,1232,555,2753,34103,0
2019-06-02,34371,1263,5626,1996,30162,0
2019-03-04,5948,246,4367,2883,65387,1
2020-01-31,5895,266,10133,2198,43267,1
2019-09-28,7115,1019,14663,1706,795,1
2019-12-11,35754,579,774,1615,3184,1
2019-12-20,3082,1073,5118,1920,2210,0
2019-11-06,26469,1059,14942,1485,1781,0
2019-02-28,7119,378,4393,1260,11949,0
2019-08-13,9885,290,14437,1760,52949,1
2019-10-03,26876,610,8343,2260,46365,1
2019-03-27,8764,660,12366,63,41682,1
2019-04-02,461,778,11796,2701,33144,1
2020-01-31,5089,1125,63,1435,50540,0
2019-08-11,34563,70,338,1924,55739,1
2019-12-23,16530,129,6912,755,4511,1
2020-01-11,6442,1092,13424,54,64795,1
2019-02-20,1817,1062,12124,2986,37804,0
2019-06-08,32351,2,2964,2687,61299,1
2019-07-15,2381,601,10548,305,73240,0
2019-08-22,38691,387,14752,1926,53434,1
2019-03-02,1008,1129,14745,2127,55758,1
2019-05-03,10270,205,1299,2214,57805,1
2020-02-05,27670,619,11380,2706,1844,1
2020-01-26,19325,698,7619,675,19975,0
2019-05-02,15965,398,2784,977,31232,1
2019-02-09,5399,28,10945,57,1686,0
2019-10-08,4783,396,13290,2199,58784,0
2019-06-23,31203,135,638,2364,39220,1
2019-04-01,1540,379,1861,301,47569,0
2019-10-07,16316,835,140,1317,19424,1
2019-03-25,33314,363,12979,350,1273,1
2019-12-11,15630,861,4880,1057,52798,0
2019-05-28,20789,570,3503,996,64877,0
2019-12-27,15152,860,7625,1213,31144,0
2019-05-27,11576,80,1321,115,6350,0
2019-02-11,5563,1230,12967,261,10860,1
2019-08-17,27235,662,3177,804,14080,1
2020-01-23,17569,1114,4937,325,36787,1
2019-08-07,2094,933,3875,2961,26472,0
2019-02-15,262,244,9043,848,7224,1
2019-07-01,30958,849,13005,780,46479,1
2019-11-30,7320,1088,13968,1250,14127,0
2019-09-16,37427,1097,3791,850,68950,1
2019-11-14,35109,614,5953,1755,26525,1
2019-06-15,21,420,2037,1596,57903,0
2019-04-26,21413,1114,3055,257,23395,1
2019-05-29,33536,735,5274,1932,42123,0
